Ctry,Technology,Year,Lcoh,Part_capex,Part_fixed_om,Part_variable_om,Part_feedstock_cost,Part_co2_cost,Part_co2_td_cost,Part_by_product_sale
AUS,SMR_CCS,2040,1.6951762437964026,0.42007688306479635,0.14037689257390049,0.008399160000000001,0.9562323371679611,0.08052989326467172,0.089561077725073,0.0
AUS,SMR_CCS,2050,1.6703171187832189,0.4073258038467028,0.13617159336697907,0.008399160000000001,0.9483295905797924,0.0805298932646717,0.08956107772507299,0.0
AUS,ATR_CCS,2020,1.3204880937121435,0.27953482546377206,0.09343373828406633,0.06182714999999999,0.7610720358418896,0.028271402931582406,0.09634894119083286,0.0
AUS,ATR_CCS,2030,1.3016088879237773,0.22734215524926518,0.08175101658255227,0.008165849999999999,0.8597295219695443,0.028271402931582406,0.09634894119083288,0.0
AUS,ATR_CCS,2040,1.2806481253056263,0.21342835592594503,0.08175101658255227,0.008165849999999999,0.8526825586747135,0.028271402931582403,0.09634894119083287,0.0
AUS,ATR_CCS,2050,1.2596865931783692,0.1995137870935237,0.08175101658255227,0.008165849999999999,0.8456355953798778,0.028271402931582403,0.09634894119083286,0.0
AUS,GHR_CCS,2020,1.2881098887948117,0.29001749824828715,0.09693414924297042,0.06182714999999999,0.7284577223813141,0.013529942514103485,0.09734342640813647,0.0
AUS,GHR_CCS,2030,1.2103880431048828,0.2435807265566095,0.08759437995674117,0.008165849999999999,0.7676202503095322,0.012621237750000012,0.090805598532,0.0
AUS,GHR_CCS,2040,1.1891885215789246,0.22867317429548223,0.08759437995674117,0.008165849999999999,0.7613282810447014,0.012621237750000012,0.090805598532,0.0
AUS,GHR_CCS,2050,1.1679881755838724,0.21376479756526534,0.08759437995674116,0.008165849999999999,0.7550363117798661,0.01262123775000001,0.09080559853199999,0.0
AUS,Pyrolysis,2020,1.4429637830615825,0.3072595589213631,0.3212294835057311,0.0,1.1144447406344882,0.0,0.0,0.29996999999999996
AUS,Pyrolysis,2030,1.5259859302847298,0.24581664717336993,0.32122948350573105,0.0,1.2589097996056289,0.0,0.0,0.29997
AUS,Pyrolysis,2040,1.5156728642766795,0.2458225139489702,0.32122948350573105,0.0,1.2485908668219783,0.0,0.0,0.29996999999999996
AUS,Pyrolysis,2050,1.5053597948630038,0.24582837731895205,0.32122948350573105,0.0,1.2382719340383208,0.0,0.0,0.29997
AZE,SMR_CCS,2020,1.3775431976946055,0.5567831441272453,0.1786250901225667,0.06359363999999999,0.4084503524550489,0.08052989326467172,0.089561077725073,0.0
AZE,SMR_CCS,2030,1.243073549174582,0.44966445691032275,0.1445821917808219,0.00839916,0.4703367694936926,0.0805298932646717,0.08956107772507299,0.0
AZE,SMR_CCS,2040,1.236829920011663,0.43524884354659643,0.14037689257390049,0.008399160000000001,0.4827140529014215,0.0805298932646717,0.08956107772507302,0.0
AZE,SMR_CCS,2050,1.2306584055028722,0.420905344836998,0.13617159336697907,0.008399160000000001,0.4950913363091506,0.08052989326467172,0.089561077725073,0.0
AZE,ATR_CCS,2020,0.9352672679475997,0.291166506368487,0.09343373828406633,0.06182714999999999,0.3642195291726313,0.028271402931582406,0.09634894119083287,0.0
AZE,ATR_CCS,2030,0.8701273995416515,0.2361858825166845,0.08175101658255227,0.008165849999999999,0.41940430631999964,0.028271402931582403,0.09634894119083286,0.0
AZE,ATR_CCS,2040,0.8661152425120546,0.2211367700576137,0.08175101658255227,0.008165849999999999,0.4304412617494735,0.028271402931582406,0.09634894119083287,0.0
AZE,ATR_CCS,2050,0.8621806611278651,0.2061652332439502,0.08175101658255227,0.008165849999999999,0.44147821717894736,0.028271402931582406,0.09634894119083287,0.0
AZE,GHR_CCS,2020,0.9203316251529092,0.30208537204830854,0.09693414924297043,0.06182714999999999,0.3486115849393903,0.013529942514103487,0.09734342640813645,0.0
AZE,GHR_CCS,2030,0.8267135863259171,0.25305614263553516,0.08759437995674116,0.008165849999999999,0.3744703774516407,0.01262123775000001,0.09080559853199999,0.0
AZE,GHR_CCS,2040,0.8204441144254908,0.23693218711796046,0.08759437995674116,0.008165849999999999,0.3843248610687892,0.01262123775000001,0.090805598532,0.0
AZE,GHR_CCS,2050,0.8142577587929352,0.22089134786825612,0.08759437995674116,0.008165849999999999,0.3941793446859379,0.012621237750000012,0.09080559853199999,0.0
AZE,Pyrolysis,2020,0.87292962103577,0.31834015087009865,0.32122948350573105,0.0,0.5333299866599402,0.0,0.0,0.29997
AZE,Pyrolysis,2030,0.8895013217576537,0.2541042778556281,0.32122948350573105,0.0,0.6141375603962946,0.0,0.0,0.29997
AZE,Pyrolysis,2040,0.9050761101537292,0.2535175515044322,0.32122948350573105,0.0,0.630299075143566,0.0,0.0,0.29997
AZE,Pyrolysis,2050,0.9206518124994969,0.2529317391029288,0.32122948350573105,0.0,0.6464605898908371,0.0,0.0,0.29997
BGD,SMR_CCS,2020,1.6425285828090017,0.722311762022293,0.1786250901225667,0.06359363999999999,0.5079071196743974,0.08052989326467172,0.089561077725073,0.0
BGD,SMR_CCS,2030,1.4813342151888578,0.5845149609342526,0.1445821917808219,0.008399160000000001,0.5737469314840387,0.08052989326467172,0.089561077725073,0.0
BGD,SMR_CCS,2040,1.454834571313043,0.5669234599660472,0.14037689257390049,0.008399160000000001,0.5690440877833508,0.0805298932646717,0.08956107772507299,0.0
BGD,SMR_CCS,2050,1.4283568897148162,0.5493539212754293,0.1361715933669791,0.008399160000000001,0.5643412440826632,0.08052989326467172,0.089561077725073,0.0
BGD,ATR_CCS,2020,1.110516154300193,0.37772873420326253,0.09343373828406633,0.06182715,0.45290618769044877,0.028271402931582406,0.09634894119083287,0.0
BGD,ATR_CCS,2030,1.0331694575158679,0.30701599775317384,0.08175101658255227,0.00816585,0.5116162490577266,0.028271402931582406,0.09634894119083288,0.0
BGD,ATR_CCS,2040,1.0099965431299616,0.28803665917921517,0.08175101658255227,0.008165849999999999,0.5074226732457789,0.028271402931582403,0.09634894119083287,0.0
BGD,ATR_CCS,2050,0.986847422699338,0.26908111456053924,0.08175101658255227,0.00816585,0.5032290974338314,0.028271402931582406,0.09634894119083287,0.0
BGD,GHR_CCS,2020,1.095026130953488,0.39189371960496533,0.09693414924297045,0.06182715,0.43349774318331247,0.013529942514103489,0.09734342640813647,0.0
BGD,GHR_CCS,2030,0.9849355332296422,0.3289455038165967,0.08759437995674116,0.00816585,0.45680296317430436,0.012621237750000012,0.09080559853199999,0.0
BGD,GHR_CCS,2040,0.9608563624552414,0.308610619625591,0.08759437995674116,0.008165849999999999,0.4530586765909093,0.01262123775000001,0.090805598532,0.0
BGD,GHR_CCS,2050,0.9368026850515944,0.2883012288053389,0.08759437995674116,0.00816585,0.4493143900075143,0.012621237750000012,0.09080559853199999,0.0
BGD,Pyrolysis,2020,1.085178278911957,0.40072412380841815,0.32122948350573105,0.0,0.6631946715978077,0.0,0.0,0.29996999999999996
BGD,Pyrolysis,2030,1.0908409673873445,0.32041713263224175,0.3212294835057311,0.0,0.7491643512493718,0.0,0.0,0.29997
BGD,Pyrolysis,2040,1.084519195694807,0.3202360523433861,0.3212294835057311,0.0,0.7430236598456899,0.0,0.0,0.29997
BGD,Pyrolysis,2050,1.0781975659800453,0.32005511403230663,0.32122948350573105,0.0,0.7368829684420078,0.0,0.0,0.29997
BHR,SMR_CCS,2020,1.519188682796467,0.5602743252952531,0.1786250901225667,0.06359364,0.5466046563889024,0.08052989326467172,0.08956107772507302,0.0
BHR,SMR_CCS,2030,1.3076293133628965,0.45299649905816836,0.1445821917808219,0.008399160000000001,0.5315604915341615,0.0805298932646717,0.089561077725073,0.0
BHR,SMR_CCS,2040,1.2793346960263414,0.43893662416502455,0.14037689257390049,0.00839916,0.5215310482976717,0.0805298932646717,0.089561077725073,0.0
BHR,SMR_CCS,2050,1.2510836253256299,0.4249202959077282,0.13617159336697907,0.00839916,0.511501605061178,0.0805298932646717,0.089561077725073,0.0
BHR,ATR_CCS,2020,1.06028662495562,0.2929921992518118,0.09343373828406633,0.06182715,0.4874131932973266,0.028271402931582406,0.09634894119083288,0.0
BHR,ATR_CCS,2030,0.9264713968722997,0.2379360348873635,0.08175101658255227,0.008165849999999999,0.4739981512799688,0.028271402931582406,0.09634894119083287,0.0
BHR,ATR_CCS,2040,0.9026024204654342,0.22301041982539982,0.08175101658255227,0.008165849999999999,0.465054789935067,0.028271402931582403,0.09634894119083286,0.0
BHR,ATR_CCS,2050,0.8787804508544028,0.20813181155927354,0.08175101658255225,0.008165849999999999,0.4561114285901619,0.028271402931582403,0.09634894119083286,0.0
BHR,GHR_CCS,2020,1.040140213182241,0.3039795291777936,0.09693414924297045,0.06182715,0.4665260158392371,0.013529942514103487,0.09734342640813647,0.0
BHR,GHR_CCS,2030,0.8773335452897248,0.25493130470377257,0.08759437995674117,0.008165849999999999,0.4232151743472111,0.012621237750000012,0.09080559853199999,0.0
BHR,GHR_CCS,2040,0.8533567170655862,0.2389396684484464,0.08759437995674114,0.008165849999999999,0.4152299823783987,0.01262123775000001,0.09080559853199997,0.0
BHR,GHR_CCS,2050,0.8294302529646874,0.22299839631636298,0.08759437995674116,0.008165849999999999,0.40724479040958333,0.01262123775000001,0.09080559853199999,0.0
BHR,Pyrolysis,2020,1.055061687675456,0.32007860876105865,0.32122948350573105,0.0,0.7137235954086663,0.0,0.0,0.29997
BHR,Pyrolysis,2030,0.9710830097852206,0.25574369955179593,0.3212294835057311,0.0,0.6940798267276935,0.0,0.0,0.29997
BHR,Pyrolysis,2040,0.9576306573017956,0.25538719285568134,0.32122948350573105,0.0,0.6809839809403834,0.0,0.0,0.29997
BHR,Pyrolysis,2050,0.9441787222845219,0.25503110362572257,0.32122948350573105,0.0,0.6678881351530682,0.0,0.0,0.29997
BOL,SMR_CCS,2020,1.736758699108524,0.6861710860488037,0.1786250901225667,0.06359363999999999,0.6382779119474088,0.0805298932646717,0.089561077725073,0.0
BOL,SMR_CCS,2030,1.5412758576623742,0.5554151840597736,0.1445821917808219,0.00839916,0.662788350832034,0.0805298932646717,0.089561077725073,0.0
BOL,SMR_CCS,2040,1.5148995757829904,0.5388844722882749,0.1403768925739005,0.008399160000000001,0.6571480799310705,0.08052989326467172,0.089561077725073,0.0
BOL,SMR_CCS,2050,1.4885327689404102,0.5223632355535747,0.1361715933669791,0.008399160000000001,0.651507809030112,0.08052989326467172,0.089561077725073,0.0
BOL,ATR_CCS,2020,1.2078696219174871,0.35882917793617936,0.09343373828406633,0.06182715,0.5691592115748261,0.028271402931582406,0.09634894119083287,0.0
BOL,ATR_CCS,2030,1.0972840057820237,0.29173136411910366,0.08175101658255225,0.008165849999999999,0.5910154309579524,0.028271402931582403,0.09634894119083287,0.0
BOL,ATR_CCS,2040,1.074314049821638,0.27379089778850396,0.08175101658255227,0.008165849999999999,0.5859859413281666,0.028271402931582406,0.09634894119083288,0.0
BOL,ATR_CCS,2050,1.0513543674691743,0.2558607050658219,0.08175101658255227,0.008165849999999999,0.5809564516983851,0.028271402931582406,0.09634894119083287,0.0
BOL,GHR_CCS,2020,1.1866890521959568,0.3722854220789293,0.09693414924297043,0.06182715,0.5447689619518171,0.013529942514103487,0.09734342640813647,0.0
BOL,GHR_CCS,2030,1.0394517024579217,0.3125691209954858,0.08759437995674116,0.008165849999999999,0.5276955152236946,0.01262123775000001,0.09080559853199999,0.0
BOL,GHR_CCS,2040,1.0157392469126385,0.29334730813477733,0.08759437995674117,0.008165849999999999,0.52320487253912,0.012621237750000012,0.090805598532,0.0
BOL,GHR_CCS,2050,0.9920377987384096,0.2741365026451191,0.08759437995674117,0.008165849999999999,0.5187142298545493,0.012621237750000012,0.090805598532,0.0
BOL,Pyrolysis,2020,1.2374119008056321,0.3827273799161731,0.32122948350573105,0.0,0.833425037383728,0.0,0.0,0.29997
BOL,Pyrolysis,2030,1.1927886951777067,0.30609991241212364,0.3212294835057311,0.0,0.8654292992598519,0.0,0.0,0.29997000000000007
BOL,Pyrolysis,2040,1.1853457901730748,0.30602173505747104,0.32122948350573105,0.0,0.8580645716098727,0.0,0.0,0.29996999999999996
BOL,Pyrolysis,2050,1.177902938482577,0.3059436110169457,0.32122948350573105,0.0,0.8506998439599004,0.0,0.0,0.29997
BRA,SMR_CCS,2020,2.2988199589545126,0.64692500123436,0.17862509012256667,0.06359363999999999,1.2395852566078411,0.08052989326467172,0.089561077725073,0.0
BRA,SMR_CCS,2030,2.051987297003852,0.523446743036671,0.1445821917808219,0.008399160000000001,1.2054682311966147,0.08052989326467172,0.08956107772507302,0.0
BRA,SMR_CCS,2040,2.0092467002861216,0.5076561291333461,0.14037689257390049,0.00839916,1.1827235475891302,0.08052989326467172,0.08956107772507299,0.0
BRA,SMR_CCS,2050,1.9665280649848402,0.4918874766464655,0.1361715933669791,0.008399160000000001,1.159978863981651,0.08052989326467172,0.089561077725073,0.0
BRA,ATR_CCS,2020,1.7235382731596869,0.3383056661801349,0.09343373828406633,0.06182714999999999,1.1053513745730703,0.028271402931582406,0.09634894119083287,0.0
BRA,ATR_CCS,2030,1.5644060374051103,0.27493996702358037,0.08175101658255228,0.00816585,1.0749288596765623,0.028271402931582406,0.09634894119083288,0.0
BRA,ATR_CCS,2040,1.5271091151495577,0.2579247213656999,0.08175101658255227,0.008165849999999999,1.0546471830788902,0.028271402931582403,0.09634894119083287,0.0
BRA,ATR_CCS,2050,1.489835975926037,0.24093325873984628,0.08175101658255227,0.008165849999999999,1.034365506481223,0.02827140293158241,0.09634894119083288,0.0
BRA,GHR_CCS,2020,1.678610554529766,0.3509922700543751,0.09693414924297043,0.06182714999999999,1.0579836163101803,0.013529942514103487,0.09734342640813647,0.0
BRA,GHR_CCS,2030,1.453529084984214,0.2945783497725085,0.08759437995674117,0.00816585,0.9597636689729645,0.012621237750000012,0.090805598532,0.0
BRA,GHR_CCS,2040,1.4171898249089243,0.27634783816840774,0.08759437995674116,0.008165849999999999,0.9416549205017755,0.012621237750000012,0.090805598532,0.0
BRA,GHR_CCS,2050,1.3808760465010281,0.25814280823169616,0.08759437995674116,0.008165849999999999,0.9235461720305909,0.012621237750000012,0.090805598532,0.0
BRA,Pyrolysis,2020,2.0030325372695112,0.3631969296477529,0.32122948350573105,0.0,1.6185761241160275,0.0,0.0,0.29997
BRA,Pyrolysis,2030,1.8856690907498055,0.29038144984683867,0.3212294835057311,0.0,1.5740281573972357,0.0,0.0,0.29996999999999996
BRA,Pyrolysis,2040,1.8557897401997958,0.29020074377602384,0.3212294835057311,0.0,1.544329512918041,0.0,0.0,0.29997000000000007
BRA,Pyrolysis,2050,1.8259105385650125,0.2900201866204281,0.3212294835057311,0.0,1.5146308684388534,0.0,0.0,0.29997
BRN,SMR_CCS,2020,2.105700172186475,0.5900215023916702,0.1786250901225667,0.06359363999999999,1.1033689686824937,0.08052989326467172,0.089561077725073,0.0
BRN,SMR_CCS,2030,2.0074551874219226,0.4764285330478942,0.1445821917808219,0.00839916,1.2079543316034618,0.08052989326467169,0.08956107772507299,0.0
BRN,SMR_CCS,2040,1.9924025213615746,0.4611908996211775,0.14037689257390049,0.008399160000000001,1.212344598176752,0.0805298932646717,0.089561077725073,0.0
BRN,SMR_CCS,2050,1.9774239257355932,0.4460273366288324,0.1361715933669791,0.008399160000000001,1.2167348647500371,0.08052989326467172,0.089561077725073,0.0
BRN,ATR_CCS,2020,1.5723154048416337,0.3085483124726333,0.09343373828406633,0.06182714999999999,0.9838858599625186,0.028271402931582406,0.09634894119083287,0.0
BRN,ATR_CCS,2030,1.5419266438692736,0.25024369127864476,0.08175101658255225,0.008165849999999997,1.0771457418856611,0.028271402931582406,0.09634894119083287,0.0
BRN,ATR_CCS,2040,1.5299149439872957,0.23431714393808376,0.08175101658255227,0.008165849999999999,1.0810605893442442,0.028271402931582403,0.09634894119083287,0.0
BRN,ATR_CCS,2050,1.5179829782299443,0.21847033072215377,0.08175101658255225,0.008165849999999999,1.084975436802823,0.028271402931582406,0.09634894119083287,0.0
BRN,GHR_CCS,2020,1.531476949632195,0.32011900314596453,0.09693414924297043,0.06182714999999999,0.9417232783210199,0.013529942514103489,0.09734342640813647,0.0
BRN,GHR_CCS,2030,1.4290481772710628,0.2681180710679358,0.08759437995674116,0.008165849999999997,0.961743039964386,0.01262123775000001,0.09080559853199999,0.0
BRN,GHR_CCS,2040,1.4154795390032304,0.251054012311114,0.08759437995674116,0.008165849999999999,0.9652384604533754,0.01262123775000001,0.09080559853199999,0.0
BRN,GHR_CCS,2050,1.4019963296455034,0.2340753824644017,0.08759437995674116,0.008165849999999999,0.9687338809423606,0.01262123775000001,0.09080559853199999,0.0
BRN,Pyrolysis,2020,1.7968581533757404,0.334885609368518,0.32122948350573105,0.0,1.4407130605014913,0.0,0.0,0.29996999999999996
BRN,Pyrolysis,2030,1.8658018866525623,0.2672680448616548,0.3212294835057311,0.0,1.5772743582851765,0.0,0.0,0.29997000000000007
BRN,Pyrolysis,2040,1.8709314882971313,0.2666650995788125,0.32122948350573105,0.0,1.5830069052125877,0.0,0.0,0.29997
BRN,Pyrolysis,2050,1.87606199401591,0.26606305837018623,0.32122948350573105,0.0,1.588739452139993,0.0,0.0,0.29997
CAN,SMR_CCS,2020,1.1442056880356006,0.5424087100111531,0.17862509012256667,0.06359364,0.1894872769121362,0.08052989326467172,0.089561077725073,0.0
CAN,SMR_CCS,2030,0.9805554459730584,0.4392856528188197,0.1445821917808219,0.00839916,0.21819747038367207,0.0805298932646717,0.089561077725073,0.0
CAN,SMR_CCS,2040,0.969238691962019,0.42643215932039436,0.1403768925739005,0.008399160000000001,0.22393950907797933,0.08052989326467172,0.089561077725073,0.0
CAN,SMR_CCS,2050,0.9579158826990309,0.4135726105700204,0.13617159336697907,0.00839916,0.22968154777228664,0.0805298932646717,0.089561077725073,0.0
CAN,ATR_CCS,2020,0.7324985348832567,0.2836494796647296,0.09343373828406633,0.06182715,0.16896782281204561,0.02827140293158241,0.09634894119083287,0.0
CAN,ATR_CCS,2030,0.6398406430794572,0.23073442428789168,0.08175101658255225,0.008165849999999997,0.194569008086598,0.028271402931582403,0.09634894119083287,0.0
CAN,ATR_CCS,2040,0.6308837353751471,0.216657279528671,0.08175101658255227,0.00816585,0.19968924514150857,0.02827140293158241,0.09634894119083288,0.0
CAN,ATR_CCS,2050,0.6219202519387459,0.20257355903735919,0.08175101658255227,0.008165849999999999,0.20480948219641915,0.028271402931582403,0.09634894119083287,0.0
CAN,GHR_CCS,2020,0.7256481458076363,0.2942864537014715,0.09693414924297045,0.06182715,0.16172702394095442,0.013529942514103487,0.09734342640813647,0.0
CAN,GHR_CCS,2030,0.6201257354491194,0.24721529822765823,0.08759437995674116,0.008165849999999997,0.1737233709827201,0.01262123775000001,0.09080559853199999,0.0
CAN,GHR_CCS,2040,0.6096148392060841,0.23213273432718276,0.08759437995674116,0.00816585,0.1782950386401602,0.012621237750000012,0.09080559853199999,0.0
CAN,GHR_CCS,2050,0.5990968975781097,0.21704312504176837,0.08759437995674116,0.008165849999999999,0.18286670629760027,0.01262123775000001,0.09080559853199999,0.0
CAN,Pyrolysis,2020,0.5798608972027803,0.3111802858651182,0.3212294835057311,0.0,0.24742112783193118,0.0,0.0,0.29997
CAN,Pyrolysis,2030,0.5551650110493611,0.24899635004019394,0.3212294835057311,0.0,0.28490917750343603,0.0,0.0,0.29997
CAN,Pyrolysis,2040,0.562712767144393,0.24904649620092484,0.3212294835057311,0.0,0.2924067874377371,0.0,0.0,0.29997
CAN,Pyrolysis,2050,0.5702604978972363,0.24909661701946706,0.32122948350573105,0.0,0.2999043973720382,0.0,0.0,0.29997
CHN,SMR_CCS,2020,2.306594215608519,0.5508175945081643,0.1786250901225667,0.06359363999999999,1.3434669199880436,0.0805298932646717,0.089561077725073,0.0
CHN,SMR_CCS,2030,2.2375460516920547,0.44456286352280683,0.1445821917808219,0.00839916,1.4699108653986812,0.0805298932646717,0.089561077725073,0.0
CHN,SMR_CCS,2040,2.2109033564013267,0.4300282140271635,0.14037689257390049,0.008399160000000001,1.462008118810518,0.08052989326467172,0.089561077725073,0.0
CHN,SMR_CCS,2050,2.1843499327400417,0.4155828361609632,0.1361715933669791,0.008399160000000001,1.4541053722223547,0.0805298932646717,0.089561077725073,0.0
CHN,ATR_CCS,2020,1.7659118494252553,0.28804685689727616,0.09343373828406634,0.06182715,1.1979837601214973,0.028271402931582406,0.09634894119083288,0.0
CHN,ATR_CCS,2030,1.7587786583708764,0.23350627482709554,0.08175101658255227,0.008165849999999999,1.3107351728388132,0.028271402931582406,0.09634894119083287,0.0
CHN,ATR_CCS,2040,1.736709746384628,0.21848432613567773,0.08175101658255227,0.008165849999999999,1.3036882095439826,0.028271402931582403,0.09634894119083287,0.0
CHN,ATR_CCS,2050,1.714736652164227,0.20355819521010765,0.08175101658255227,0.008165849999999999,1.296641246249152,0.028271402931582403,0.09634894119083287,0.0
CHN,GHR_CCS,2020,1.7151298174427823,0.2988487344180916,0.09693414924297045,0.06182715,1.1466464148594802,0.013529942514103489,0.09734342640813648,0.0
CHN,GHR_CCS,2030,1.6196784857101703,0.25018513621263433,0.08759437995674114,0.008165849999999999,1.170306283258795,0.012621237750000012,0.09080559853199999,0.0
CHN,GHR_CCS,2040,1.5972916639464134,0.23409028371370844,0.08759437995674116,0.008165849999999999,1.164014313993964,0.012621237750000012,0.09080559853199999,0.0
CHN,GHR_CCS,2050,1.5750075034643194,0.21809809249644532,0.08759437995674116,0.008165849999999999,1.1577223447291332,0.01262123775000001,0.09080559853199999,0.0
CHN,Pyrolysis,2020,2.0908471986760526,0.31536914194936194,0.32122948350573105,0.0,1.7542185732209599,0.0,0.0,0.29997
CHN,Pyrolysis,2030,2.1921747861264542,0.251593804861322,0.32122948350573105,0.0,1.9193214977594013,0.0,0.0,0.29997
CHN,Pyrolysis,2040,2.1811323584979694,0.2508703100164875,0.3212294835057311,0.0,1.9090025649757507,0.0,0.0,0.29997
CHN,Pyrolysis,2050,2.1700912366608955,0.2501481209630646,0.32122948350573105,0.0,1.8986836321921001,0.0,0.0,0.29997
COL,SMR_CCS,2020,1.774512655767578,0.5900215023916702,0.1786250901225667,0.06359363999999999,0.7721814522635965,0.08052989326467172,0.089561077725073,0.0
COL,SMR_CCS,2030,1.6730843674898528,0.4777329967918862,0.14458219178082193,0.008399160000000001,0.8722790479274001,0.08052989326467172,0.089561077725073,0.0
