Alkaline,Cell,Country,Electrolyser,H2_production,Iteration,LCOH,Onshore,PEM,PV,System,Year
1.0,PRT_PT15,PRT,Alkaline,109276.69477474065,2511,2.9481017533476574,1.315789473684211,1.0,,Onshore,2030
1.0,PRT_PT15,PRT,PEM,113781.88786620599,2512,5.139422894708664,1.612903225806452,1.0,,Onshore,2030
1.0,PRT_PT15,PRT,Alkaline,56876.86768676867,2509,4.594131940951545,,1.0,1.8181818181818181,PV,2030
1.0,PRT_PT15,PRT,PEM,60124.61960481763,2510,8.6863507903495,,1.0,2.380952380952381,PV,2030
1.0,PRT_PT15,PRT,Alkaline,118394.69004371707,2519,2.8536703529388734,1.2345679012345694,1.0,0.5321413367390367,Hybrid,2040
1.0,PRT_PT15,PRT,PEM,125739.06453145313,2520,4.637811989523762,1.3888888888888862,1.0,1.0416666666666663,Hybrid,2040
1.0,PRT_PT15,PRT,Alkaline,110203.19231923194,2517,2.89072205612234,1.333333333333333,1.0,,Onshore,2040
1.0,PRT_PT15,PRT,PEM,113781.88786620597,2518,4.834076833195057,1.6129032258064506,1.0,,Onshore,2040
1.0,PRT_PT15,PRT,Alkaline,58611.94004015787,2515,4.1043982238679,,1.0,1.9230769230769236,PV,2040
1.0,PRT_PT15,PRT,PEM,61181.14311431144,2516,7.630598516969601,,1.0,2.4999999999999996,PV,2040
1.0,PRT_PT16,PRT,Alkaline,95999.77377643574,2525,5.405367537353017,1.5384615384615379,1.0,1.255886970172685,Hybrid,2020
1.0,PRT_PT16,PRT,PEM,114205.49415626073,2526,8.276347112042282,2.325581395348837,1.0,1.3602457218078057,Hybrid,2020
1.0,PRT_PT16,PRT,Alkaline,88146.38202950728,2523,5.786628480772081,2.1739130434782603,1.0,,Onshore,2020
1.0,PRT_PT16,PRT,PEM,104985.49854985498,2524,8.938209786445183,3.0303030303030316,1.0,,Onshore,2020
1.0,PRT_PT16,PRT,Alkaline,49224.113587829364,2521,6.6231205672985665,,1.0,1.9607843137254897,PV,2020
1.0,PRT_PT16,PRT,PEM,54493.442765329164,2522,12.340858486390701,,1.0,2.6315789473684217,PV,2020
1.0,PRT_PT16,PRT,Alkaline,98225.4173804478,2531,4.439352397788366,1.3744740532959354,1.0,1.3183730715287518,Hybrid,2030
1.0,PRT_PT16,PRT,PEM,114663.93754760094,2532,6.813405836396575,2.1739130434782616,1.0,1.371237458193982,Hybrid,2030
1.0,PRT_PT16,PRT,Alkaline,90074.28497951836,2529,4.83253001443256,2.0408163265306114,1.0,,Onshore,2030
1.0,PRT_PT16,PRT,PEM,104896.88826025461,2530,7.425541621663517,2.8571428571428568,1.0,,Onshore,2030
1.0,PRT_PT16,PRT,Alkaline,52098.3521429066,2527,5.175461872305175,,1.0,1.9230769230769222,PV,2030
1.0,PRT_PT16,PRT,PEM,55698.839114680704,2528,9.637788541118859,,1.0,2.5641025641025634,PV,2030
1.0,PRT_PT16,PRT,Alkaline,95566.09641855911,2537,4.159995516167741,1.2384996461429576,1.0,1.4508138711960332,Hybrid,2040
1.0,PRT_PT16,PRT,PEM,111986.45589558958,2538,6.296231072586731,2.0000000000000004,1.0,1.4999999999999951,Hybrid,2040
1.0,PRT_PT16,PRT,Alkaline,91445.35703570355,2535,4.724472207003525,2.0833333333333326,1.0,,Onshore,2040
1.0,PRT_PT16,PRT,PEM,103219.99699969999,2536,7.036038337447115,2.777777777777778,1.0,,Onshore,2040
1.0,PRT_PT16,PRT,Alkaline,53221.29612961296,2533,4.613096585038655,,1.0,2.0,PV,2040
1.0,PRT_PT16,PRT,PEM,56779.10088306127,2534,8.451851551202807,,1.0,2.7027027027027017,PV,2040
1.0,PRT_PT17,PRT,Alkaline,100614.96871080155,2543,4.4146405304739105,1.4925373134328392,1.0,0.5251520176893301,Hybrid,2020
1.0,PRT_PT17,PRT,PEM,117641.90510909133,2544,7.1569058326446156,1.8441196938065432,1.0,1.1134307585247045,Hybrid,2020
1.0,PRT_PT17,PRT,Alkaline,94514.21699547007,2541,4.449839773299414,1.639344262295083,1.0,,Onshore,2020
1.0,PRT_PT17,PRT,PEM,106831.06354113674,2542,7.441706074723019,2.1739130434782616,1.0,,Onshore,2020
1.0,PRT_PT17,PRT,Alkaline,52601.216003953334,2539,6.1979111717776,,1.0,1.9607843137254897,PV,2020
1.0,PRT_PT17,PRT,PEM,58174.23847647923,2540,11.560042108526048,,1.0,2.631578947368421,PV,2020
1.0,PRT_PT17,PRT,Alkaline,106425.58205820584,2549,3.6319278173888727,1.3888888888888886,1.0,0.6666666666666673,Hybrid,2030
1.0,PRT_PT17,PRT,PEM,118853.69140362304,2550,5.834479699006375,1.724137931034482,1.0,1.1494252873563222,Hybrid,2030
1.0,PRT_PT17,PRT,Alkaline,98971.01138685297,2547,3.6831344754600934,1.5873015873015874,1.0,,Onshore,2030
1.0,PRT_PT17,PRT,PEM,106999.61424713899,2548,6.089197862328862,2.040816326530612,1.0,,Onshore,2030
