Alkaline,Cell,Country,Electrolyser,H2_production,Iteration,LCOH,Onshore,PEM,PV,System,Year
1.0,NLD_NL11,NLD,Alkaline,88044.57065706576,1949,5.592987322233215,1.6666666666666707,1.0,0.7333333333333293,Hybrid,2020
1.0,NLD_NL11,NLD,PEM,104762.61185978873,1950,8.710652303602005,2.1276595744680886,1.0,1.3655128612257823,Hybrid,2020
1.0,NLD_NL11,NLD,Alkaline,79801.04737746503,1947,5.645455593730221,1.8181818181818183,1.0,,Onshore,2020
1.0,NLD_NL11,NLD,PEM,93032.27197719771,1948,9.132291402013525,2.4999999999999996,1.0,,Onshore,2020
1.0,NLD_NL11,NLD,Alkaline,42275.621880369865,1945,8.388694966055638,,1.0,2.272727272727273,PV,2020
1.0,NLD_NL11,NLD,PEM,48444.562198155305,1946,15.007165969526714,,1.0,3.225806451612903,PV,2020
1.0,NLD_NL11,NLD,Alkaline,93903.52443494699,1955,4.614612172713391,1.5647226173541915,1.0,0.9103840682788052,Hybrid,2030
1.0,NLD_NL11,NLD,PEM,104891.9020408828,1956,7.143530844264457,1.9607843137254914,1.0,1.3876319758672675,Hybrid,2030
1.0,NLD_NL11,NLD,Alkaline,83310.94162047785,1953,4.688382892269703,1.7543859649122817,1.0,,Onshore,2030
1.0,NLD_NL11,NLD,PEM,93649.0827654194,1954,7.523977651356589,2.3809523809523805,1.0,,Onshore,2030
1.0,NLD_NL11,NLD,Alkaline,44046.80468046804,1951,6.573921711053835,,1.0,2.1739130434782603,PV,2030
1.0,NLD_NL11,NLD,PEM,48709.40730436681,1952,11.781102512787209,,1.0,3.0303030303030307,PV,2030
1.0,NLD_NL11,NLD,Alkaline,96759.64535229035,1961,4.358552695766164,1.449275362318841,1.0,1.330967169476487,Hybrid,2040
1.0,NLD_NL11,NLD,PEM,104458.73820365455,1962,6.586395957473039,1.8625126989502232,1.0,1.5577378936674582,Hybrid,2040
1.0,NLD_NL11,NLD,Alkaline,83310.94162047785,1959,4.588417206557956,1.7543859649122808,1.0,,Onshore,2040
1.0,NLD_NL11,NLD,PEM,92495.499549955,1960,7.1122146143173355,2.3255813953488373,1.0,,Onshore,2040
1.0,NLD_NL11,NLD,Alkaline,45824.754568480115,1957,5.814753039925395,,1.0,2.3255813953488373,PV,2040
1.0,NLD_NL11,NLD,PEM,49994.78818849628,1958,10.27186884578731,,1.0,3.225806451612905,PV,2040
1.0,NLD_NL12,NLD,Alkaline,85700.47078046897,1967,6.354666847103764,1.6393442622950842,1.0,1.3517400057520859,Hybrid,2020
1.0,NLD_NL12,NLD,PEM,100141.77289822008,1968,9.623960623172442,2.3255813953488347,1.0,1.5624999999999967,Hybrid,2020
1.0,NLD_NL12,NLD,Alkaline,74315.5485761342,1965,6.759359957525905,2.1276595744680846,1.0,,Onshore,2020
1.0,NLD_NL12,NLD,PEM,88077.5577557756,1966,10.4846131065372,2.941176470588237,1.0,,Onshore,2020
1.0,NLD_NL12,NLD,Alkaline,42620.70207020702,1963,8.212052985313601,,1.0,2.222222222222222,PV,2020
1.0,NLD_NL12,NLD,PEM,48582.00663816382,1964,14.774327665899634,,1.0,3.1250000000000004,PV,2020
1.0,NLD_NL12,NLD,Alkaline,87880.10439699433,1973,5.228007723180721,1.4705882352941206,1.0,1.4239028944911276,Hybrid,2030
1.0,NLD_NL12,NLD,PEM,100644.87804279155,1974,7.924998667360357,2.1739130434782616,1.0,1.5771526001705034,Hybrid,2030
1.0,NLD_NL12,NLD,Alkaline,78300.83633363336,1971,5.643873645801216,2.0833333333333326,1.0,,Onshore,2030
1.0,NLD_NL12,NLD,PEM,88073.34483448345,1972,8.703327692310447,2.777777777777776,1.0,,Onshore,2030
1.0,NLD_NL12,NLD,Alkaline,44444.26144742135,1969,6.432452667660543,,1.0,2.127659574468085,PV,2030
1.0,NLD_NL12,NLD,PEM,49510.46013692278,1970,11.590494408877488,,1.0,3.03030303030303,PV,2030
1.0,NLD_NL12,NLD,Alkaline,86203.30993099323,1979,4.889588429070354,1.333333333333336,1.0,1.600000000000004,Hybrid,2040
1.0,NLD_NL12,NLD,PEM,99377.10874698144,1980,7.304100301184029,2.0408163265306114,1.0,1.726844583987443,Hybrid,2040
1.0,NLD_NL12,NLD,Alkaline,78300.8363336334,1977,5.517568839714789,2.0833333333333335,1.0,,Onshore,2040
1.0,NLD_NL12,NLD,PEM,86707.6531977522,1978,8.244954794066977,2.7027027027027013,1.0,,Onshore,2040
1.0,NLD_NL12,NLD,Alkaline,46182.554619098286,1975,5.696078333853802,,1.0,2.272727272727272,PV,2040
