Alkaline,Cell,Country,Electrolyser,H2_production,Iteration,LCOH,Onshore,PEM,PV,System,Year
1.0,ESP_ES11,ESP,Alkaline,46798.62361236121,2165,7.20664235678205,,1.0,2.083333333333332,Hybrid,2020
1.0,ESP_ES11,ESP,PEM,86951.9673106741,2166,11.343981825078437,2.24887556221889,1.0,1.949025487256369,Hybrid,2020
1.0,ESP_ES11,ESP,Alkaline,66641.80388627098,2163,9.58142363380982,2.9411764705882355,1.0,,Onshore,2020
1.0,ESP_ES11,ESP,PEM,88270.19065542918,2164,13.504531335453192,4.545454545454545,1.0,,Onshore,2020
1.0,ESP_ES11,ESP,Alkaline,46798.62361236123,2161,7.206642356782049,,1.0,2.0833333333333335,PV,2020
1.0,ESP_ES11,ESP,PEM,52451.13797093995,2162,13.215942874725231,,1.0,2.857142857142857,PV,2020
1.0,ESP_ES11,ESP,Alkaline,48908.226822682234,2171,5.637988342316265,,1.0,1.9999999999999967,Hybrid,2030
1.0,ESP_ES11,ESP,PEM,83137.04903653631,2172,9.308412376826766,1.7857142857142856,1.0,2.040816326530606,Hybrid,2030
1.0,ESP_ES11,ESP,Alkaline,68167.8917891789,2169,8.072354949856264,2.777777777777777,1.0,,Onshore,2030
1.0,ESP_ES11,ESP,PEM,88476.2063162838,2170,11.432580493331422,4.34782608695652,1.0,,Onshore,2030
1.0,ESP_ES11,ESP,Alkaline,48908.22682268227,2167,5.637988342316266,,1.0,2.0,PV,2030
1.0,ESP_ES11,ESP,PEM,52979.845281825474,2168,10.340244138768401,,1.0,2.7027027027027017,PV,2030
1.0,ESP_ES11,ESP,Alkaline,50642.108891740245,2177,5.010205925378458,,1.0,2.1276595744680837,Hybrid,2040
1.0,ESP_ES11,ESP,PEM,80858.67324303457,2178,8.488015655101092,1.5625000000000013,1.0,2.2372159090909105,Hybrid,2040
1.0,ESP_ES11,ESP,Alkaline,69697.95550983671,2175,7.878223553431269,2.857142857142857,1.0,,Onshore,2040
1.0,ESP_ES11,ESP,PEM,85975.81008100811,2176,10.891184109447227,4.166666666666667,1.0,,Onshore,2040
1.0,ESP_ES11,ESP,Alkaline,50642.10889174024,2173,5.01020592537846,,1.0,2.127659574468084,PV,2040
1.0,ESP_ES11,ESP,PEM,54129.574386010034,2174,9.049094612186327,,1.0,2.8571428571428568,PV,2040
1.0,ESP_ES12,ESP,Alkaline,56919.22661165633,2183,7.059459831681221,0.4784688995215301,1.0,1.9138755980861226,Hybrid,2020
1.0,ESP_ES12,ESP,PEM,83668.86806605186,2184,11.151518446400653,1.8867924528301885,1.0,2.0283018867924527,Hybrid,2020
1.0,ESP_ES12,ESP,Alkaline,57265.60156015602,2181,9.512334911672177,2.3809523809523823,1.0,,Onshore,2020
1.0,ESP_ES12,ESP,PEM,76587.70684760783,2182,14.035786424825384,3.8461538461538463,1.0,,Onshore,2020
1.0,ESP_ES12,ESP,Alkaline,47046.5291427102,2179,7.085750867644666,,1.0,2.0408163265306127,PV,2020
1.0,ESP_ES12,ESP,PEM,53290.68621147829,2180,13.007741138651413,,1.0,2.857142857142858,PV,2020
1.0,ESP_ES12,ESP,Alkaline,49753.28532853283,2189,5.542229153472515,,1.0,1.9999999999999978,Hybrid,2030
