Zone_import,Zone_demand
POL_IMPP1,LVA_DEM01
POL_IMPP1,LTU_DEM01
POL_IMPP1,LUX_DEM01
POL_IMPP1,NLD_DEM01
POL_IMPP1,POL_DEM01
POL_IMPP1,PRT_DEM01
POL_IMPP1,ROU_DEM01
POL_IMPP1,SVK_DEM01
POL_IMPP1,SVN_DEM01
POL_IMPP1,ESP_DEM01
POL_IMPP1,SWE_DEM01
POL_IMPP1,GBR_DEM01
POL_IMPP1,NOR_DEM01
POL_IMPP1,CHE_DEM01
POL_IMPP2,AUT_DEM01
POL_IMPP2,BEL_DEM01
POL_IMPP2,BGR_DEM01
POL_IMPP2,HRV_DEM01
POL_IMPP2,CZE_DEM01
POL_IMPP2,DNK_DEM01
POL_IMPP2,EST_DEM01
POL_IMPP2,FIN_DEM01
POL_IMPP2,FRA_DEM01
POL_IMPP2,DEU_DEM01
POL_IMPP2,GRC_DEM01
POL_IMPP2,HUN_DEM01
POL_IMPP2,ITA_DEM01
POL_IMPP2,LVA_DEM01
POL_IMPP2,LTU_DEM01
POL_IMPP2,LUX_DEM01
POL_IMPP2,NLD_DEM01
POL_IMPP2,POL_DEM01
POL_IMPP2,PRT_DEM01
POL_IMPP2,ROU_DEM01
POL_IMPP2,SVK_DEM01
POL_IMPP2,SVN_DEM01
POL_IMPP2,ESP_DEM01
POL_IMPP2,SWE_DEM01
POL_IMPP2,GBR_DEM01
POL_IMPP2,NOR_DEM01
POL_IMPP2,CHE_DEM01
POL_IMPP3,AUT_DEM01
POL_IMPP3,BEL_DEM01
POL_IMPP3,BGR_DEM01
POL_IMPP3,HRV_DEM01
POL_IMPP3,CZE_DEM01
POL_IMPP3,DNK_DEM01
POL_IMPP3,EST_DEM01
POL_IMPP3,FIN_DEM01
POL_IMPP3,FRA_DEM01
POL_IMPP3,DEU_DEM01
POL_IMPP3,GRC_DEM01
POL_IMPP3,HUN_DEM01
POL_IMPP3,ITA_DEM01
POL_IMPP3,LVA_DEM01
POL_IMPP3,LTU_DEM01
POL_IMPP3,LUX_DEM01
POL_IMPP3,NLD_DEM01
POL_IMPP3,POL_DEM01
POL_IMPP3,PRT_DEM01
POL_IMPP3,ROU_DEM01
POL_IMPP3,SVK_DEM01
POL_IMPP3,SVN_DEM01
POL_IMPP3,ESP_DEM01
POL_IMPP3,SWE_DEM01
POL_IMPP3,GBR_DEM01
POL_IMPP3,NOR_DEM01
POL_IMPP3,CHE_DEM01
ROU_IMPP1,AUT_DEM01
ROU_IMPP1,BEL_DEM01
ROU_IMPP1,BGR_DEM01
ROU_IMPP1,HRV_DEM01
ROU_IMPP1,CZE_DEM01
ROU_IMPP1,DNK_DEM01
ROU_IMPP1,EST_DEM01
ROU_IMPP1,FIN_DEM01
ROU_IMPP1,FRA_DEM01
ROU_IMPP1,DEU_DEM01
ROU_IMPP1,GRC_DEM01
ROU_IMPP1,HUN_DEM01
ROU_IMPP1,ITA_DEM01
ROU_IMPP1,LVA_DEM01
ROU_IMPP1,LTU_DEM01
ROU_IMPP1,LUX_DEM01
ROU_IMPP1,NLD_DEM01
ROU_IMPP1,POL_DEM01
ROU_IMPP1,PRT_DEM01
ROU_IMPP1,ROU_DEM01
ROU_IMPP1,SVK_DEM01
ROU_IMPP1,SVN_DEM01
ROU_IMPP1,ESP_DEM01
ROU_IMPP1,SWE_DEM01
ROU_IMPP1,GBR_DEM01
ROU_IMPP1,NOR_DEM01
ROU_IMPP1,CHE_DEM01
ROU_IMPP2,AUT_DEM01
ROU_IMPP2,BEL_DEM01
ROU_IMPP2,BGR_DEM01
ROU_IMPP2,HRV_DEM01
ROU_IMPP2,CZE_DEM01
ROU_IMPP2,DNK_DEM01
ROU_IMPP2,EST_DEM01
ROU_IMPP2,FIN_DEM01
ROU_IMPP2,FRA_DEM01
ROU_IMPP2,DEU_DEM01
ROU_IMPP2,GRC_DEM01
ROU_IMPP2,HUN_DEM01
ROU_IMPP2,ITA_DEM01
ROU_IMPP2,LVA_DEM01
ROU_IMPP2,LTU_DEM01
ROU_IMPP2,LUX_DEM01
ROU_IMPP2,NLD_DEM01
ROU_IMPP2,POL_DEM01
ROU_IMPP2,PRT_DEM01
ROU_IMPP2,ROU_DEM01
ROU_IMPP2,SVK_DEM01
ROU_IMPP2,SVN_DEM01
ROU_IMPP2,ESP_DEM01
ROU_IMPP2,SWE_DEM01
ROU_IMPP2,GBR_DEM01
ROU_IMPP2,NOR_DEM01
ROU_IMPP2,CHE_DEM01
SVK_IMPP1,AUT_DEM01
SVK_IMPP1,BEL_DEM01
SVK_IMPP1,BGR_DEM01
SVK_IMPP1,HRV_DEM01
SVK_IMPP1,CZE_DEM01
SVK_IMPP1,DNK_DEM01
SVK_IMPP1,EST_DEM01
SVK_IMPP1,FIN_DEM01
SVK_IMPP1,FRA_DEM01
SVK_IMPP1,DEU_DEM01
SVK_IMPP1,GRC_DEM01
SVK_IMPP1,HUN_DEM01
SVK_IMPP1,ITA_DEM01
SVK_IMPP1,LVA_DEM01
SVK_IMPP1,LTU_DEM01
SVK_IMPP1,LUX_DEM01
SVK_IMPP1,NLD_DEM01
SVK_IMPP1,POL_DEM01
SVK_IMPP1,PRT_DEM01
SVK_IMPP1,ROU_DEM01
SVK_IMPP1,SVK_DEM01
SVK_IMPP1,SVN_DEM01
SVK_IMPP1,ESP_DEM01
SVK_IMPP1,SWE_DEM01
SVK_IMPP1,GBR_DEM01
SVK_IMPP1,NOR_DEM01
SVK_IMPP1,CHE_DEM01
BGR_IMP01,AUT_DEM01
BGR_IMP01,BEL_DEM01
BGR_IMP01,BGR_DEM01
BGR_IMP01,HRV_DEM01
BGR_IMP01,CZE_DEM01
BGR_IMP01,DNK_DEM01
BGR_IMP01,EST_DEM01
BGR_IMP01,FIN_DEM01
BGR_IMP01,FRA_DEM01
BGR_IMP01,DEU_DEM01
BGR_IMP01,GRC_DEM01
BGR_IMP01,HUN_DEM01
BGR_IMP01,ITA_DEM01
BGR_IMP01,LVA_DEM01
BGR_IMP01,LTU_DEM01
BGR_IMP01,LUX_DEM01
BGR_IMP01,NLD_DEM01
BGR_IMP01,POL_DEM01
BGR_IMP01,PRT_DEM01
BGR_IMP01,ROU_DEM01
BGR_IMP01,SVK_DEM01
BGR_IMP01,SVN_DEM01
BGR_IMP01,ESP_DEM01
BGR_IMP01,SWE_DEM01
BGR_IMP01,GBR_DEM01
BGR_IMP01,NOR_DEM01
BGR_IMP01,CHE_DEM01
DNK_IMP01,AUT_DEM01
DNK_IMP01,BEL_DEM01
DNK_IMP01,BGR_DEM01
DNK_IMP01,HRV_DEM01
DNK_IMP01,CZE_DEM01
DNK_IMP01,DNK_DEM01
DNK_IMP01,EST_DEM01
DNK_IMP01,FIN_DEM01
DNK_IMP01,FRA_DEM01
DNK_IMP01,DEU_DEM01
DNK_IMP01,GRC_DEM01
DNK_IMP01,HUN_DEM01
DNK_IMP01,ITA_DEM01
DNK_IMP01,LVA_DEM01
DNK_IMP01,LTU_DEM01
DNK_IMP01,LUX_DEM01
DNK_IMP01,NLD_DEM01
DNK_IMP01,POL_DEM01
DNK_IMP01,PRT_DEM01
DNK_IMP01,ROU_DEM01
DNK_IMP01,SVK_DEM01
DNK_IMP01,SVN_DEM01
DNK_IMP01,ESP_DEM01
DNK_IMP01,SWE_DEM01
DNK_IMP01,GBR_DEM01
DNK_IMP01,NOR_DEM01
DNK_IMP01,CHE_DEM01
EST_IMP01,AUT_DEM01
EST_IMP01,BEL_DEM01
EST_IMP01,BGR_DEM01
EST_IMP01,HRV_DEM01
EST_IMP01,CZE_DEM01
EST_IMP01,DNK_DEM01
EST_IMP01,EST_DEM01
EST_IMP01,FIN_DEM01
EST_IMP01,FRA_DEM01
EST_IMP01,DEU_DEM01
EST_IMP01,GRC_DEM01
EST_IMP01,HUN_DEM01
EST_IMP01,ITA_DEM01
EST_IMP01,LVA_DEM01
EST_IMP01,LTU_DEM01
EST_IMP01,LUX_DEM01
EST_IMP01,NLD_DEM01
EST_IMP01,POL_DEM01
EST_IMP01,PRT_DEM01
EST_IMP01,ROU_DEM01
