Zone_export,Zone_import,Transport_international_mode,Unit,Transport_international_distance
TZA_EXP01,BEL_IMP01,Sea,[1000km],12.725
TZA_EXP01,CYP_IMP01,Sea,[1000km],6.631
TZA_EXP01,ESP_IMP01,Sea,[1000km],9.534
TZA_EXP01,FRA_IMP01,Sea,[1000km],8.046
TZA_EXP01,GBR_IMP01,Sea,[1000km],12.253
TZA_EXP01,GRC_IMP01,Sea,[1000km],6.865
TZA_EXP01,HRV_IMP01,Sea,[1000km],7.854
TZA_EXP01,ITA_IMP01,Sea,[1000km],7.724
TZA_EXP01,LTU_IMP01,Sea,[1000km],14.352
TZA_EXP01,NLD_IMP01,Sea,[1000km],12.656
TZA_EXP01,POL_IMP01,Sea,[1000km],14.13
TZA_EXP01,PRT_IMP01,Sea,[1000km],10.076
TWN_EXP01,BGR_IMP01,Sea,[1000km],13.896
TWN_EXP01,DNK_IMP01,Sea,[1000km],20.208
TWN_EXP01,EST_IMP01,Sea,[1000km],21.272
TWN_EXP01,FIN_IMP01,Sea,[1000km],21.339
TWN_EXP01,DEU_IMP01,Sea,[1000km],19.486
TWN_EXP01,IRL_IMP01,Sea,[1000km],18.561
TWN_EXP01,LVA_IMP01,Sea,[1000km],20.958
TWN_EXP01,MLT_IMP01,Sea,[1000km],13.731
TWN_EXP01,ROU_IMP01,Sea,[1000km],14.211
TWN_EXP01,SVN_IMP01,Sea,[1000km],14.205
TWN_EXP01,SWE_IMP01,Sea,[1000km],20.024
TWN_EXP01,NOR_IMP01,Sea,[1000km],20.062
TWN_EXP01,BEL_IMP01,Sea,[1000km],18.972
TWN_EXP01,CYP_IMP01,Sea,[1000km],12.909
TWN_EXP01,ESP_IMP01,Sea,[1000km],15.796
TWN_EXP01,FRA_IMP01,Sea,[1000km],14.323
TWN_EXP01,GBR_IMP01,Sea,[1000km],18.499
TWN_EXP01,GRC_IMP01,Sea,[1000km],13.142
TWN_EXP01,HRV_IMP01,Sea,[1000km],14.131
TWN_EXP01,ITA_IMP01,Sea,[1000km],14.001
TWN_EXP01,LTU_IMP01,Sea,[1000km],20.807
TWN_EXP01,NLD_IMP01,Sea,[1000km],18.902
TWN_EXP01,POL_IMP01,Sea,[1000km],20.545
TWN_EXP01,PRT_IMP01,Sea,[1000km],16.338
SYR_EXP01,BGR_IMP01,Sea,[1000km],1.723
SYR_EXP01,DNK_IMP01,Sea,[1000km],7.351
SYR_EXP01,EST_IMP01,Sea,[1000km],8.062
SYR_EXP01,FIN_IMP01,Sea,[1000km],8.078
SYR_EXP01,DEU_IMP01,Sea,[1000km],6.672
SYR_EXP01,IRL_IMP01,Sea,[1000km],6.142
SYR_EXP01,LVA_IMP01,Sea,[1000km],7.908
SYR_EXP01,MLT_IMP01,Sea,[1000km],1.882
SYR_EXP01,ROU_IMP01,Sea,[1000km],1.999
SYR_EXP01,SVN_IMP01,Sea,[1000km],2.281
SYR_EXP01,SWE_IMP01,Sea,[1000km],7.056
SYR_EXP01,NOR_IMP01,Sea,[1000km],7.041
SYR_EXP01,BEL_IMP01,Sea,[1000km],6.365
SYR_EXP01,CYP_IMP01,Sea,[1000km],0.152
SYR_EXP01,ESP_IMP01,Sea,[1000km],3.761
SYR_EXP01,FRA_IMP01,Sea,[1000km],2.474
SYR_EXP01,GBR_IMP01,Sea,[1000km],5.99
SYR_EXP01,GRC_IMP01,Sea,[1000km],1.051
SYR_EXP01,HRV_IMP01,Sea,[1000km],2.208
SYR_EXP01,ITA_IMP01,Sea,[1000km],2.152
SYR_EXP01,LTU_IMP01,Sea,[1000km],7.938
SYR_EXP01,NLD_IMP01,Sea,[1000km],6.305
SYR_EXP01,POL_IMP01,Sea,[1000km],7.756
SYR_EXP01,PRT_IMP01,Sea,[1000km],4.303
SUR_EXP01,BGR_IMP01,Sea,[1000km],8.851
SUR_EXP01,DNK_IMP01,Sea,[1000km],7.613
SUR_EXP01,EST_IMP01,Sea,[1000km],8.225
SUR_EXP01,FIN_IMP01,Sea,[1000km],8.247
SUR_EXP01,DEU_IMP01,Sea,[1000km],6.535
SUR_EXP01,IRL_IMP01,Sea,[1000km],6.153
SUR_EXP01,LVA_IMP01,Sea,[1000km],8.012
SUR_EXP01,MLT_IMP01,Sea,[1000km],7.25
SUR_EXP01,ROU_IMP01,Sea,[1000km],9.154
SUR_EXP01,SVN_IMP01,Sea,[1000km],8.712
SUR_EXP01,SWE_IMP01,Sea,[1000km],7.115
SUR_EXP01,NOR_IMP01,Sea,[1000km],7.22
SUR_EXP01,BEL_IMP01,Sea,[1000km],6.302
SUR_EXP01,CYP_IMP01,Sea,[1000km],9.729
SUR_EXP01,ESP_IMP01,Sea,[1000km],5.404
SUR_EXP01,FRA_IMP01,Sea,[1000km],6.475
SUR_EXP01,GBR_IMP01,Sea,[1000km],6.062
SUR_EXP01,GRC_IMP01,Sea,[1000km],8.207
SUR_EXP01,HRV_IMP01,Sea,[1000km],8.632
SUR_EXP01,ITA_IMP01,Sea,[1000km],6.77
SUR_EXP01,LTU_IMP01,Sea,[1000km],8.197
SUR_EXP01,NLD_IMP01,Sea,[1000km],6.236
SUR_EXP01,POL_IMP01,Sea,[1000km],8.093
SUR_EXP01,PRT_IMP01,Sea,[1000km],5.05
SDN_EXP01,BGR_IMP01,Sea,[1000km],2.76
SDN_EXP01,DNK_IMP01,Sea,[1000km],8.738
SDN_EXP01,EST_IMP01,Sea,[1000km],9.482
SDN_EXP01,FIN_IMP01,Sea,[1000km],9.498
SDN_EXP01,DEU_IMP01,Sea,[1000km],8.093
SDN_EXP01,IRL_IMP01,Sea,[1000km],7.35
SDN_EXP01,LVA_IMP01,Sea,[1000km],9.329
SDN_EXP01,MLT_IMP01,Sea,[1000km],2.595
SDN_EXP01,ROU_IMP01,Sea,[1000km],3.075
SDN_EXP01,SVN_IMP01,Sea,[1000km],3.069
SDN_EXP01,SWE_IMP01,Sea,[1000km],8.477
SDN_EXP01,NOR_IMP01,Sea,[1000km],8.462
SDN_EXP01,BEL_IMP01,Sea,[1000km],7.707
SDN_EXP01,CYP_IMP01,Sea,[1000km],1.761
SDN_EXP01,ESP_IMP01,Sea,[1000km],4.622
SDN_EXP01,FRA_IMP01,Sea,[1000km],3.187
SDN_EXP01,GBR_IMP01,Sea,[1000km],7.268
SDN_EXP01,GRC_IMP01,Sea,[1000km],2.006
SDN_EXP01,HRV_IMP01,Sea,[1000km],2.995
SDN_EXP01,ITA_IMP01,Sea,[1000km],2.865
SDN_EXP01,LTU_IMP01,Sea,[1000km],9.332
SDN_EXP01,NLD_IMP01,Sea,[1000km],7.642
SDN_EXP01,POL_IMP01,Sea,[1000km],9.109
SDN_EXP01,PRT_IMP01,Sea,[1000km],5.164
LKA_EXP01,BGR_IMP01,Sea,[1000km],7.966
LKA_EXP01,DNK_IMP01,Sea,[1000km],14.28
LKA_EXP01,EST_IMP01,Sea,[1000km],15.139
LKA_EXP01,FIN_IMP01,Sea,[1000km],15.181
LKA_EXP01,DEU_IMP01,Sea,[1000km],13.65
LKA_EXP01,IRL_IMP01,Sea,[1000km],12.78
LKA_EXP01,LVA_IMP01,Sea,[1000km],14.935
LKA_EXP01,MLT_IMP01,Sea,[1000km],7.802
LKA_EXP01,ROU_IMP01,Sea,[1000km],8.281
LKA_EXP01,SVN_IMP01,Sea,[1000km],8.275
LKA_EXP01,SWE_IMP01,Sea,[1000km],14.068
LKA_EXP01,NOR_IMP01,Sea,[1000km],14.069
LKA_EXP01,BEL_IMP01,Sea,[1000km],13.19
LKA_EXP01,CYP_IMP01,Sea,[1000km],6.979
LKA_EXP01,ESP_IMP01,Sea,[1000km],9.94
LKA_EXP01,FRA_IMP01,Sea,[1000km],8.394
LKA_EXP01,GBR_IMP01,Sea,[1000km],12.718
LKA_EXP01,GRC_IMP01,Sea,[1000km],7.212
LKA_EXP01,HRV_IMP01,Sea,[1000km],8.202
LKA_EXP01,ITA_IMP01,Sea,[1000km],8.072
LKA_EXP01,LTU_IMP01,Sea,[1000km],14.874
LKA_EXP01,NLD_IMP01,Sea,[1000km],13.121
LKA_EXP01,POL_IMP01,Sea,[1000km],14.651
LKA_EXP01,PRT_IMP01,Sea,[1000km],10.482
ZAF_EXP01,BGR_IMP01,Sea,[1000km],10.485
ZAF_EXP01,DNK_IMP01,Sea,[1000km],14.548
ZAF_EXP01,EST_IMP01,Sea,[1000km],15.258
ZAF_EXP01,FIN_IMP01,Sea,[1000km],15.274
ZAF_EXP01,DEU_IMP01,Sea,[1000km],13.869
ZAF_EXP01,IRL_IMP01,Sea,[1000km],13.278
ZAF_EXP01,LVA_IMP01,Sea,[1000km],15.104
ZAF_EXP01,MLT_IMP01,Sea,[1000km],10.32
ZAF_EXP01,ROU_IMP01,Sea,[1000km],10.8
ZAF_EXP01,SVN_IMP01,Sea,[1000km],10.794
ZAF_EXP01,SWE_IMP01,Sea,[1000km],14.253
ZAF_EXP01,NOR_IMP01,Sea,[1000km],14.237
ZAF_EXP01,BEL_IMP01,Sea,[1000km],13.562
ZAF_EXP01,CYP_IMP01,Sea,[1000km],9.498
ZAF_EXP01,ESP_IMP01,Sea,[1000km],11.663
ZAF_EXP01,FRA_IMP01,Sea,[1000km],10.912
ZAF_EXP01,GBR_IMP01,Sea,[1000km],13.187
ZAF_EXP01,GRC_IMP01,Sea,[1000km],9.731
ZAF_EXP01,HRV_IMP01,Sea,[1000km],10.721
ZAF_EXP01,ITA_IMP01,Sea,[1000km],10.59
ZAF_EXP01,LTU_IMP01,Sea,[1000km],15.134
ZAF_EXP01,NLD_IMP01,Sea,[1000km],13.501
ZAF_EXP01,POL_IMP01,Sea,[1000km],14.952
ZAF_EXP01,PRT_IMP01,Sea,[1000km],11.77
SOM_EXP01,BGR_IMP01,Sea,[1000km],5.858
SOM_EXP01,DNK_IMP01,Sea,[1000km],12.002
SOM_EXP01,EST_IMP01,Sea,[1000km],12.806
SOM_EXP01,FIN_IMP01,Sea,[1000km],12.822
SOM_EXP01,DEU_IMP01,Sea,[1000km],11.371
SOM_EXP01,IRL_IMP01,Sea,[1000km],10.556
SOM_EXP01,LVA_IMP01,Sea,[1000km],12.653
SOM_EXP01,MLT_IMP01,Sea,[1000km],5.693
SOM_EXP01,ROU_IMP01,Sea,[1000km],6.173
SOM_EXP01,SVN_IMP01,Sea,[1000km],6.167
SOM_EXP01,SWE_IMP01,Sea,[1000km],11.79
SOM_EXP01,NOR_IMP01,Sea,[1000km],11.786
SOM_EXP01,BEL_IMP01,Sea,[1000km],10.967
SOM_EXP01,CYP_IMP01,Sea,[1000km],4.871
SOM_EXP01,ESP_IMP01,Sea,[1000km],7.775
SOM_EXP01,FRA_IMP01,Sea,[1000km],6.286
SOM_EXP01,GBR_IMP01,Sea,[1000km],10.494
SOM_EXP01,GRC_IMP01,Sea,[1000km],5.104
SOM_EXP01,HRV_IMP01,Sea,[1000km],6.094
SOM_EXP01,ITA_IMP01,Sea,[1000km],5.963
SOM_EXP01,LTU_IMP01,Sea,[1000km],12.595
SOM_EXP01,NLD_IMP01,Sea,[1000km],10.898
SOM_EXP01,POL_IMP01,Sea,[1000km],12.373
SOM_EXP01,PRT_IMP01,Sea,[1000km],8.317
SGP_EXP01,BGR_IMP01,Sea,[1000km],10.567
SGP_EXP01,DNK_IMP01,Sea,[1000km],16.926
SGP_EXP01,EST_IMP01,Sea,[1000km],17.784
SGP_EXP01,FIN_IMP01,Sea,[1000km],17.826
SGP_EXP01,DEU_IMP01,Sea,[1000km],16.295
SGP_EXP01,IRL_IMP01,Sea,[1000km],15.4
SGP_EXP01,LVA_IMP01,Sea,[1000km],17.581
SGP_EXP01,MLT_IMP01,Sea,[1000km],10.402
SGP_EXP01,ROU_IMP01,Sea,[1000km],10.882
SGP_EXP01,SVN_IMP01,Sea,[1000km],10.876
SGP_EXP01,SWE_IMP01,Sea,[1000km],16.714
SGP_EXP01,NOR_IMP01,Sea,[1000km],16.714
SGP_EXP01,BEL_IMP01,Sea,[1000km],15.821
SGP_EXP01,CYP_IMP01,Sea,[1000km],9.58
SGP_EXP01,ESP_IMP01,Sea,[1000km],12.556
SGP_EXP01,FRA_IMP01,Sea,[1000km],10.994
SGP_EXP01,GBR_IMP01,Sea,[1000km],15.348
SGP_EXP01,GRC_IMP01,Sea,[1000km],9.813
SGP_EXP01,HRV_IMP01,Sea,[1000km],10.803
SGP_EXP01,ITA_IMP01,Sea,[1000km],10.672
SGP_EXP01,LTU_IMP01,Sea,[1000km],17.519
SGP_EXP01,NLD_IMP01,Sea,[1000km],15.752
SGP_EXP01,POL_IMP01,Sea,[1000km],17.297
SGP_EXP01,PRT_IMP01,Sea,[1000km],13.098
SLE_EXP01,BGR_IMP01,Sea,[1000km],7.288
SLE_EXP01,DNK_IMP01,Sea,[1000km],6.802
SLE_EXP01,EST_IMP01,Sea,[1000km],7.418
SLE_EXP01,FIN_IMP01,Sea,[1000km],7.434
SLE_EXP01,DEU_IMP01,Sea,[1000km],6
SLE_EXP01,IRL_IMP01,Sea,[1000km],5.535
SLE_EXP01,LVA_IMP01,Sea,[1000km],7.262
SLE_EXP01,MLT_IMP01,Sea,[1000km],5.687
SLE_EXP01,ROU_IMP01,Sea,[1000km],7.59
SLE_EXP01,SVN_IMP01,Sea,[1000km],7.122
SLE_EXP01,SWE_IMP01,Sea,[1000km],6.409
SLE_EXP01,NOR_IMP01,Sea,[1000km],6.452
SLE_EXP01,BEL_IMP01,Sea,[1000km],5.745
SLE_EXP01,CYP_IMP01,Sea,[1000km],7.773
SLE_EXP01,ESP_IMP01,Sea,[1000km],3.841
SLE_EXP01,FRA_IMP01,Sea,[1000km],4.912
SLE_EXP01,GBR_IMP01,Sea,[1000km],5.444
SLE_EXP01,GRC_IMP01,Sea,[1000km],6.643
SLE_EXP01,HRV_IMP01,Sea,[1000km],7.053
SLE_EXP01,ITA_IMP01,Sea,[1000km],5.207
SLE_EXP01,LTU_IMP01,Sea,[1000km],7.387
SLE_EXP01,NLD_IMP01,Sea,[1000km],5.687
SLE_EXP01,POL_IMP01,Sea,[1000km],7.21
SLE_EXP01,PRT_IMP01,Sea,[1000km],3.961
SYC_EXP01,BGR_IMP01,Sea,[1000km],7.027
SYC_EXP01,DNK_IMP01,Sea,[1000km],13.272
SYC_EXP01,EST_IMP01,Sea,[1000km],14.105
SYC_EXP01,FIN_IMP01,Sea,[1000km],14.122
SYC_EXP01,DEU_IMP01,Sea,[1000km],12.641
SYC_EXP01,IRL_IMP01,Sea,[1000km],11.794
SYC_EXP01,LVA_IMP01,Sea,[1000km],13.927
SYC_EXP01,MLT_IMP01,Sea,[1000km],6.862
SYC_EXP01,ROU_IMP01,Sea,[1000km],7.341
SYC_EXP01,SVN_IMP01,Sea,[1000km],7.336
SYC_EXP01,SWE_IMP01,Sea,[1000km],13.06
SYC_EXP01,NOR_IMP01,Sea,[1000km],13.061
SYC_EXP01,BEL_IMP01,Sea,[1000km],12.205
SYC_EXP01,CYP_IMP01,Sea,[1000km],6.039
SYC_EXP01,ESP_IMP01,Sea,[1000km],8.978
SYC_EXP01,FRA_IMP01,Sea,[1000km],7.454
SYC_EXP01,GBR_IMP01,Sea,[1000km],11.732
SYC_EXP01,GRC_IMP01,Sea,[1000km],6.273
SYC_EXP01,HRV_IMP01,Sea,[1000km],7.262
SYC_EXP01,ITA_IMP01,Sea,[1000km],7.132
SYC_EXP01,LTU_IMP01,Sea,[1000km],13.865
SYC_EXP01,NLD_IMP01,Sea,[1000km],12.135
SYC_EXP01,POL_IMP01,Sea,[1000km],13.643
SYC_EXP01,PRT_IMP01,Sea,[1000km],9.52
SEN_EXP01,BGR_IMP01,Sea,[1000km],6.224
SEN_EXP01,DNK_IMP01,Sea,[1000km],5.738
SEN_EXP01,EST_IMP01,Sea,[1000km],6.354
SEN_EXP01,FIN_IMP01,Sea,[1000km],6.37
SEN_EXP01,DEU_IMP01,Sea,[1000km],4.937
SEN_EXP01,IRL_IMP01,Sea,[1000km],4.5
SEN_EXP01,LVA_IMP01,Sea,[1000km],6.198
SEN_EXP01,MLT_IMP01,Sea,[1000km],4.624
SEN_EXP01,ROU_IMP01,Sea,[1000km],6.527
SEN_EXP01,SVN_IMP01,Sea,[1000km],6.085
SEN_EXP01,SWE_IMP01,Sea,[1000km],5.345
SEN_EXP01,NOR_IMP01,Sea,[1000km],5.389
SEN_EXP01,BEL_IMP01,Sea,[1000km],4.681
SEN_EXP01,CYP_IMP01,Sea,[1000km],6.738
SEN_EXP01,ESP_IMP01,Sea,[1000km],2.777
SEN_EXP01,FRA_IMP01,Sea,[1000km],3.848
SEN_EXP01,GBR_IMP01,Sea,[1000km],4.393
SEN_EXP01,GRC_IMP01,Sea,[1000km],5.58
SEN_EXP01,HRV_IMP01,Sea,[1000km],6.006
SEN_EXP01,ITA_IMP01,Sea,[1000km],4.144
SEN_EXP01,LTU_IMP01,Sea,[1000km],6.324
SEN_EXP01,NLD_IMP01,Sea,[1000km],4.623
SEN_EXP01,POL_IMP01,Sea,[1000km],6.175
SEN_EXP01,PRT_IMP01,Sea,[1000km],2.897
SAU_EXP01,BGR_IMP01,Sea,[1000km],2.937
SAU_EXP01,DNK_IMP01,Sea,[1000km],8.933
SAU_EXP01,EST_IMP01,Sea,[1000km],9.683
SAU_EXP01,FIN_IMP01,Sea,[1000km],9.699
SAU_EXP01,DEU_IMP01,Sea,[1000km],8.294
SAU_EXP01,IRL_IMP01,Sea,[1000km],7.539
SAU_EXP01,LVA_IMP01,Sea,[1000km],9.529
SAU_EXP01,MLT_IMP01,Sea,[1000km],2.772
SAU_EXP01,ROU_IMP01,Sea,[1000km],3.251
SAU_EXP01,SVN_IMP01,Sea,[1000km],3.246
SAU_EXP01,SWE_IMP01,Sea,[1000km],8.678
SAU_EXP01,NOR_IMP01,Sea,[1000km],8.663
SAU_EXP01,BEL_IMP01,Sea,[1000km],7.902
SAU_EXP01,CYP_IMP01,Sea,[1000km],1.943
SAU_EXP01,ESP_IMP01,Sea,[1000km],4.805
SAU_EXP01,FRA_IMP01,Sea,[1000km],3.364
SAU_EXP01,GBR_IMP01,Sea,[1000km],7.463
SAU_EXP01,GRC_IMP01,Sea,[1000km],2.183
SAU_EXP01,HRV_IMP01,Sea,[1000km],3.172
SAU_EXP01,ITA_IMP01,Sea,[1000km],3.042
SAU_EXP01,LTU_IMP01,Sea,[1000km],9.526
SAU_EXP01,NLD_IMP01,Sea,[1000km],7.836
SAU_EXP01,POL_IMP01,Sea,[1000km],9.304
SAU_EXP01,PRT_IMP01,Sea,[1000km],5.347
WSM_EXP01,BGR_IMP01,Sea,[1000km],19.657
WSM_EXP01,DNK_IMP01,Sea,[1000km],18.657
WSM_EXP01,EST_IMP01,Sea,[1000km],19.269
WSM_EXP01,FIN_IMP01,Sea,[1000km],19.291
WSM_EXP01,DEU_IMP01,Sea,[1000km],17.581
WSM_EXP01,IRL_IMP01,Sea,[1000km],17.198
WSM_EXP01,LVA_IMP01,Sea,[1000km],19.056
WSM_EXP01,MLT_IMP01,Sea,[1000km],19.492
WSM_EXP01,ROU_IMP01,Sea,[1000km],19.971
WSM_EXP01,SVN_IMP01,Sea,[1000km],19.965
WSM_EXP01,SWE_IMP01,Sea,[1000km],18.16
WSM_EXP01,NOR_IMP01,Sea,[1000km],18.265
WSM_EXP01,BEL_IMP01,Sea,[1000km],17.348
WSM_EXP01,CYP_IMP01,Sea,[1000km],18.67
WSM_EXP01,ESP_IMP01,Sea,[1000km],18.071
WSM_EXP01,FRA_IMP01,Sea,[1000km],19.141
WSM_EXP01,GBR_IMP01,Sea,[1000km],17.108
WSM_EXP01,GRC_IMP01,Sea,[1000km],18.903
WSM_EXP01,HRV_IMP01,Sea,[1000km],19.892
WSM_EXP01,ITA_IMP01,Sea,[1000km],19.435
WSM_EXP01,LTU_IMP01,Sea,[1000km],19.241
WSM_EXP01,NLD_IMP01,Sea,[1000km],17.281
WSM_EXP01,POL_IMP01,Sea,[1000km],19.137
WSM_EXP01,PRT_IMP01,Sea,[1000km],17.139
VCT_EXP01,BGR_IMP01,Sea,[1000km],9.213
VCT_EXP01,DNK_IMP01,Sea,[1000km],7.115
VCT_EXP01,EST_IMP01,Sea,[1000km],7.728
VCT_EXP01,FIN_IMP01,Sea,[1000km],7.75
VCT_EXP01,DEU_IMP01,Sea,[1000km],6.038
VCT_EXP01,IRL_IMP01,Sea,[1000km],5.655
VCT_EXP01,LVA_IMP01,Sea,[1000km],7.515
VCT_EXP01,MLT_IMP01,Sea,[1000km],7.613
VCT_EXP01,ROU_IMP01,Sea,[1000km],9.515
VCT_EXP01,SVN_IMP01,Sea,[1000km],9.074
VCT_EXP01,SWE_IMP01,Sea,[1000km],6.618
VCT_EXP01,NOR_IMP01,Sea,[1000km],6.723
VCT_EXP01,BEL_IMP01,Sea,[1000km],5.805
VCT_EXP01,CYP_IMP01,Sea,[1000km],10.109
VCT_EXP01,ESP_IMP01,Sea,[1000km],5.766
VCT_EXP01,FRA_IMP01,Sea,[1000km],6.837
VCT_EXP01,GBR_IMP01,Sea,[1000km],5.565
VCT_EXP01,GRC_IMP01,Sea,[1000km],8.568
VCT_EXP01,HRV_IMP01,Sea,[1000km],8.994
VCT_EXP01,ITA_IMP01,Sea,[1000km],7.132
VCT_EXP01,LTU_IMP01,Sea,[1000km],7.7
VCT_EXP01,NLD_IMP01,Sea,[1000km],5.738
VCT_EXP01,POL_IMP01,Sea,[1000km],7.596
VCT_EXP01,PRT_IMP01,Sea,[1000km],4.812
LCA_EXP01,BGR_IMP01,Sea,[1000km],9.136
LCA_EXP01,DNK_IMP01,Sea,[1000km],6.973
LCA_EXP01,EST_IMP01,Sea,[1000km],7.586
LCA_EXP01,FIN_IMP01,Sea,[1000km],7.608
LCA_EXP01,DEU_IMP01,Sea,[1000km],5.896
LCA_EXP01,IRL_IMP01,Sea,[1000km],5.513
LCA_EXP01,LVA_IMP01,Sea,[1000km],7.373
LCA_EXP01,MLT_IMP01,Sea,[1000km],7.536
LCA_EXP01,ROU_IMP01,Sea,[1000km],9.439
LCA_EXP01,SVN_IMP01,Sea,[1000km],8.997
LCA_EXP01,SWE_IMP01,Sea,[1000km],6.476
LCA_EXP01,NOR_IMP01,Sea,[1000km],6.581
LCA_EXP01,BEL_IMP01,Sea,[1000km],5.663
LCA_EXP01,CYP_IMP01,Sea,[1000km],10.02
LCA_EXP01,ESP_IMP01,Sea,[1000km],5.689
LCA_EXP01,FRA_IMP01,Sea,[1000km],6.76
LCA_EXP01,GBR_IMP01,Sea,[1000km],5.423
LCA_EXP01,GRC_IMP01,Sea,[1000km],8.492
LCA_EXP01,HRV_IMP01,Sea,[1000km],8.917
LCA_EXP01,ITA_IMP01,Sea,[1000km],7.056
LCA_EXP01,LTU_IMP01,Sea,[1000km],7.558
LCA_EXP01,NLD_IMP01,Sea,[1000km],5.596
LCA_EXP01,POL_IMP01,Sea,[1000km],7.454
LCA_EXP01,PRT_IMP01,Sea,[1000km],4.743
KNA_EXP01,BGR_IMP01,Sea,[1000km],9.155
KNA_EXP01,DNK_IMP01,Sea,[1000km],6.636
KNA_EXP01,EST_IMP01,Sea,[1000km],7.249
KNA_EXP01,FIN_IMP01,Sea,[1000km],7.271
KNA_EXP01,DEU_IMP01,Sea,[1000km],5.559
KNA_EXP01,IRL_IMP01,Sea,[1000km],5.176
KNA_EXP01,LVA_IMP01,Sea,[1000km],7.036
KNA_EXP01,MLT_IMP01,Sea,[1000km],7.554
KNA_EXP01,ROU_IMP01,Sea,[1000km],9.457
KNA_EXP01,SVN_IMP01,Sea,[1000km],9.016
KNA_EXP01,SWE_IMP01,Sea,[1000km],6.139
KNA_EXP01,NOR_IMP01,Sea,[1000km],6.243
KNA_EXP01,BEL_IMP01,Sea,[1000km],5.326
KNA_EXP01,CYP_IMP01,Sea,[1000km],9.989
KNA_EXP01,ESP_IMP01,Sea,[1000km],5.708
KNA_EXP01,FRA_IMP01,Sea,[1000km],6.779
KNA_EXP01,GBR_IMP01,Sea,[1000km],5.086
KNA_EXP01,GRC_IMP01,Sea,[1000km],8.51
KNA_EXP01,HRV_IMP01,Sea,[1000km],8.936
KNA_EXP01,ITA_IMP01,Sea,[1000km],7.074
KNA_EXP01,LTU_IMP01,Sea,[1000km],7.221
KNA_EXP01,NLD_IMP01,Sea,[1000km],5.259
KNA_EXP01,POL_IMP01,Sea,[1000km],7.117
KNA_EXP01,PRT_IMP01,Sea,[1000km],4.81
RUS_EXP01,BGR_IMP01,Sea,[1000km],0.779
RUS_EXP01,DNK_IMP01,Sea,[1000km],7.403
RUS_EXP01,EST_IMP01,Sea,[1000km],8.019
RUS_EXP01,FIN_IMP01,Sea,[1000km],8.035
RUS_EXP01,DEU_IMP01,Sea,[1000km],6.601
RUS_EXP01,IRL_IMP01,Sea,[1000km],6.343
RUS_EXP01,LVA_IMP01,Sea,[1000km],7.863
RUS_EXP01,MLT_IMP01,Sea,[1000km],2.073
RUS_EXP01,ROU_IMP01,Sea,[1000km],0.82
RUS_EXP01,SVN_IMP01,Sea,[1000km],3.116
RUS_EXP01,SWE_IMP01,Sea,[1000km],7.009
RUS_EXP01,NOR_IMP01,Sea,[1000km],7.053
RUS_EXP01,BEL_IMP01,Sea,[1000km],6.345
RUS_EXP01,CYP_IMP01,Sea,[1000km],2.456
RUS_EXP01,ESP_IMP01,Sea,[1000km],3.901
RUS_EXP01,FRA_IMP01,Sea,[1000km],3.529
RUS_EXP01,GBR_IMP01,Sea,[1000km],6.057
RUS_EXP01,GRC_IMP01,Sea,[1000km],1.273
RUS_EXP01,HRV_IMP01,Sea,[1000km],3.052
RUS_EXP01,ITA_IMP01,Sea,[1000km],2.907
RUS_EXP01,LTU_IMP01,Sea,[1000km],7.988
RUS_EXP01,NLD_IMP01,Sea,[1000km],6.288
RUS_EXP01,POL_IMP01,Sea,[1000km],7.845
RUS_EXP01,PRT_IMP01,Sea,[1000km],4.562
QAT_EXP01,BGR_IMP01,Sea,[1000km],7.579
QAT_EXP01,DNK_IMP01,Sea,[1000km],13.464
QAT_EXP01,EST_IMP01,Sea,[1000km],14.219
QAT_EXP01,FIN_IMP01,Sea,[1000km],14.236
QAT_EXP01,DEU_IMP01,Sea,[1000km],12.83
QAT_EXP01,IRL_IMP01,Sea,[1000km],12.086
QAT_EXP01,LVA_IMP01,Sea,[1000km],14.066
QAT_EXP01,MLT_IMP01,Sea,[1000km],7.415
QAT_EXP01,ROU_IMP01,Sea,[1000km],7.865
QAT_EXP01,SVN_IMP01,Sea,[1000km],7.888
QAT_EXP01,SWE_IMP01,Sea,[1000km],13.214
QAT_EXP01,NOR_IMP01,Sea,[1000km],13.199
QAT_EXP01,BEL_IMP01,Sea,[1000km],12.432
QAT_EXP01,CYP_IMP01,Sea,[1000km],6.527
QAT_EXP01,ESP_IMP01,Sea,[1000km],9.408
QAT_EXP01,FRA_IMP01,Sea,[1000km],8.007
QAT_EXP01,GBR_IMP01,Sea,[1000km],11.994
QAT_EXP01,GRC_IMP01,Sea,[1000km],6.825
QAT_EXP01,HRV_IMP01,Sea,[1000km],7.815
QAT_EXP01,ITA_IMP01,Sea,[1000km],7.685
QAT_EXP01,LTU_IMP01,Sea,[1000km],14.057
QAT_EXP01,NLD_IMP01,Sea,[1000km],12.367
QAT_EXP01,POL_IMP01,Sea,[1000km],13.835
QAT_EXP01,PRT_IMP01,Sea,[1000km],9.95
PRI_EXP01,BGR_IMP01,Sea,[1000km],9.335
PRI_EXP01,DNK_IMP01,Sea,[1000km],6.617
PRI_EXP01,EST_IMP01,Sea,[1000km],7.23
PRI_EXP01,FIN_IMP01,Sea,[1000km],7.252
PRI_EXP01,DEU_IMP01,Sea,[1000km],5.54
PRI_EXP01,IRL_IMP01,Sea,[1000km],5.157
PRI_EXP01,LVA_IMP01,Sea,[1000km],7.017
