Country,Energy_type,Unit,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
SVN,PV,[MW],183.059625,196.3100623,222,245.9888985,269.9777969,293.9666954,317.9555939,341.9444924,365.9333908,389.9222893,413.9111878,437.9000863,461.8889847,485.8778832,524.8849808,563.8920785,602.8991762,641.9062738,680.9133715,719.9204692,758.9275668,797.9346645,836.9417622,875.9488598,922.483643,969.0184262,1015.553209,1062.087993,1108.622776,1155.157559,1201.692342,1248.227125,1294.761908,1341.296692
SWE,Onshore,[MW],8665.822381,9181.720837,9804.326845,10400.05901,10995.79118,11591.52335,12187.25552,12782.98769,13378.71986,13974.45203,14570.1842,15165.91637,15761.64854,16357.38071,17126.53654,17895.69237,18664.84821,19434.00404,20203.15987,20972.3157,21741.47154,22510.62737,23279.7832,24048.93903,24828.35028,25607.76152,26387.17277,27166.58401,27945.99525,28725.4065,29504.81774,30284.22898,31063.64023,31843.05147
SWE,PV,[MW],531.0378311,569.4760367,644,713.5894173,783.1788341,852.7682515,922.3576688,991.9470861,1061.536503,1131.12592,1200.715338,1270.304755,1339.894172,1409.483589,1522.639314,1635.795039,1748.950763,1862.106488,1975.262213,2088.417938,2201.573662,2314.729387,2427.885112,2541.040837,2676.033631,2811.026426,2946.01922,3081.012014,3216.004809,3350.997603,3485.990398,3620.983192,3755.975987,3890.968781
ABW,Onshore,[MW],22.59937076,27.70815793,30,38.51198653,47.02397306,55.53595959,64.04794612,72.55993265,81.07191917,89.5839057,98.09589223,106.6078788,115.1198653,123.6318518,130.0128506,136.3938494,142.7748482,149.155847,155.5368458,161.9178446,168.2988434,174.6798422,181.0608411,187.4418399,193.6899012,199.9379625,206.1860238,212.4340852,218.6821465,224.9302078,231.1782692,237.4263305,243.6743918,249.9224531
ABW,PV,[MW],3.456221198,4.882949309,6,12.24130708,18.48261416,24.72392124,30.96522832,37.2065354,43.44784248,49.68914956,55.93045664,62.17176372,68.4130708,74.65437788,80.73732719,86.8202765,92.90322581,98.98617512,105.0691244,111.1520737,117.235023,123.3179724,129.4009217,135.483871,141.359447,147.235023,153.1105991,158.9861751,164.8617512,170.7373272,176.6129032,182.4884793,188.3640553,194.2396313
AIA,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,PV,[MW],1.152073733,1.62764977,2,4.080435694,6.160871387,8.241307081,10.32174277,12.40217847,14.48261416,16.56304985,18.64348555,20.72392124,22.80435693,24.88479263,26.9124424,28.94009217,30.96774194,32.99539171,35.02304147,37.05069124,39.07834101,41.10599078,43.13364055,45.16129032,47.11981567,49.07834101,51.03686636,52.99539171,54.95391705,56.9124424,58.87096774,60.82949309,62.78801843,64.74654378
ARG,Onshore,[MW],1212.079585,1486.08087,1609,2065.526211,2522.052422,2978.578633,3435.104843,3891.631054,4348.157265,4804.683476,5261.209687,5717.735898,6174.262108,6630.788319,6973.022555,7315.256791,7657.491027,7999.725263,8341.959498,8684.193734,9026.42797,9368.662206,9710.896442,10053.13068,10388.23503,10723.33939,11058.44375,11393.5481,11728.65246,12063.75681,12398.86117,12733.96552,13069.06988,13404.17424
ARG,PV,[MW],254.0322581,358.8967742,441,899.7360704,1358.472141,1817.208211,2275.944282,2734.680352,3193.416422,3652.152492,4110.888563,4569.624633,5028.360704,5487.096774,5934.193548,6381.290323,6828.387097,7275.483871,7722.580645,8169.677419,8616.774194,9063.870968,9510.967742,9958.064516,10389.91935,10821.77419,11253.62903,11685.48387,12117.33871,12549.19355,12981.04839,13412.90323,13844.75806,14276.6129
ATG,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,PV,[MW],4.608294931,6.510599078,8,16.32174277,24.64348555,32.96522832,41.2869711,49.60871387,57.93045664,66.25219941,74.57394218,82.89568496,91.21742773,99.53917051,107.6497696,115.7603687,123.8709677,131.9815668,140.0921659,148.202765,156.3133641,164.4239631,172.5345622,180.6451613,188.4792627,196.3133641,204.1474654,211.9815668,219.8156682,227.6497696,235.483871,243.3179724,251.1520737,258.9861751
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,Onshore,[MW],8.286435946,10.15965791,11,14.12106173,17.24212345,20.36318518,23.48424691,26.60530864,29.72637036,32.84743209,35.96849382,39.08955555,42.21061727,45.331679,47.67137856,50.01107812,52.35077768,54.69047725,57.03017681,59.36987637,61.70957593,64.04927549,66.38897505,68.72867461,71.01963043,73.31058625,75.60154207,77.8924979,80.18345372,82.47440954,84.76536536,87.05632118,89.347277,91.63823282
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BES,PV,[MW],4.032258065,5.696774194,7,14.28152493,21.56304985,28.84457478,36.12609971,43.40762464,50.68914956,57.97067448,65.25219941,72.53372434,79.81524927,87.09677419,94.19354839,101.2903226,108.3870968,115.483871,122.5806452,129.6774194,136.7741935,143.8709677,150.9677419,158.0645161,164.9193548,171.7741935,178.6290323,185.483871,192.3387097,199.1935484,206.0483871,212.9032258,219.7580645,226.6129032
BHS,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,PV,[MW],1.152073733,1.62764977,2,4.080435694,6.160871387,8.241307081,10.32174277,12.40217847,14.48261416,16.56304985,18.64348555,20.72392124,22.80435693,24.88479263,26.9124424,28.94009217,30.96774194,32.99539171,35.02304147,37.05069124,39.07834101,41.10599078,43.13364055,45.16129032,47.11981567,49.07834101,51.03686636,52.99539171,54.95391705,56.9124424,58.87096774,60.82949309,62.78801843,64.74654378
BLM,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLM,PV,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLZ,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,PV,[MW],3.456221198,4.882949309,6,12.24130708,18.48261416,24.72392124,30.96522832,37.2065354,43.44784248,49.68914956,55.93045664,62.17176372,68.4130708,74.65437788,80.73732719,86.8202765,92.90322581,98.98617512,105.0691244,111.1520737,117.235023,123.3179724,129.4009217,135.483871,141.359447,147.235023,153.1105991,158.9861751,164.8617512,170.7373272,176.6129032,182.4884793,188.3640553,194.2396313
BOL,Onshore,[MW],20.33943369,24.93734214,27,34.66078788,42.32157575,49.98236363,57.6431515,65.30393938,72.96472726,80.62551513,88.28630301,95.94709088,103.6078788,111.2686666,117.0115656,122.7544645,128.4973634,134.2402623,139.9831613,145.7260602,151.4689591,157.211858,162.9547569,168.6976559,174.3209111,179.9441663,185.5674215,191.1906767,196.8139318,202.437187,208.0604422,213.6836974,219.3069526,224.9302078
BOL,PV,[MW],69.12442396,97.65898618,120,244.8261416,369.6522832,494.4784248,619.3045665,744.1307081,868.9568495,993.7829912,1118.609133,1243.435274,1368.261416,1493.087558,1614.746544,1736.40553,1858.064516,1979.723502,2101.382488,2223.041475,2344.700461,2466.359447,2588.018433,2709.677419,2827.18894,2944.700461,3062.211982,3179.723502,3297.235023,3414.746544,3532.258065,3649.769585,3767.281106,3884.792627
BRA,Onshore,[MW],11573.89108,14190.27128,15364,19723.27203,24082.54407,28441.8161,32801.08814,37160.36017,41519.63221,45878.90424,50238.17628,54597.44831,58956.72034,63315.99238,66583.91457,69851.83675,73119.75894,76387.68113,79655.60331,82923.5255,86191.44769,89459.36988,92727.29206,95995.21425,99195.05473,102394.8952,105594.7357,108794.5762,111994.4166,115194.2571,118394.0976,121593.9381,124793.7785,127993.619
BRA,PV,[MW],1431.451613,2022.354839,2485,5069.941349,7654.882698,10239.82405,12824.7654,15409.70675,17994.64809,20579.58944,23164.53079,25749.47214,28334.41349,30919.35484,33438.70968,35958.06452,38477.41935,40996.77419,43516.12903,46035.48387,48554.83871,51074.19355,53593.54839,56112.90323,58546.37097,60979.83871,63413.30645,65846.77419,68280.24194,70713.70968,73147.17742,75580.64516,78014.1129,80447.58065
BRB,Onshore,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRB,PV,[MW],14.40092166,20.34562212,25,51.00544617,77.01089234,103.0163385,129.0217847,155.0272308,181.032677,207.0381232,233.0435693,259.0490155,285.0544617,311.0599078,336.40553,361.7511521,387.0967742,412.4423963,437.7880184,463.1336406,488.4792627,513.8248848,539.1705069,564.516129,588.9976959,613.4792627,637.9608295,662.4423963,686.9239631,711.40553,735.8870968,760.3686636,784.8502304,809.3317972
CHL,Onshore,[MW],1220.366021,1496.240528,1620,2079.647273,2539.294545,2998.941818,3458.58909,3918.236363,4377.883635,4837.530908,5297.178181,5756.825453,6216.472726,6676.119998,7020.693934,7365.267869,7709.841804,8054.41574,8398.989675,8743.563611,9088.137546,9432.711481,9777.285417,10121.85935,10459.25466,10796.64998,11134.04529,11471.4406,11808.83591,12146.23122,12483.62653,12821.02185,13158.41716,13495.81247
CHL,PV,[MW],1525.345622,2155.008295,2648,5402.496858,8156.993717,10911.49057,13665.98743,16420.48429,19174.98115,21929.478,24683.97486,27438.47172,30192.96858,32947.46544,35632.07373,38316.68203,41001.29032,43685.89862,46370.50691,49055.11521,51739.7235,54424.3318,57108.94009,59793.54839,62386.63594,64979.7235,67572.81106,70165.89862,72758.98618,75352.07373,77945.16129,80538.24885,83131.33641,85724.42396
COL,Onshore,[MW],13.55962246,16.62489476,18,23.10719192,28.21438383,33.32157575,38.42876767,43.53595959,48.6431515,53.75034342,58.85753534,63.96472726,69.07191917,74.17911109,78.00771037,81.83630966,85.66490894,89.49350822,93.3221075,97.15070678,100.9793061,104.8079053,108.6365046,112.4651039,116.2139407,119.9627775,123.7116143,127.4604511,131.2092879,134.9581247,138.7069615,142.4557983,146.2046351,149.9534719
COL,PV,[MW],51.84331797,73.24423963,90,183.6196062,277.2392124,370.8588186,464.4784248,558.098031,651.7176372,745.3372434,838.9568496,932.5764558,1026.196062,1119.815668,1211.059908,1302.304147,1393.548387,1484.792627,1576.036866,1667.281106,1758.525346,1849.769585,1941.013825,2032.258065,2120.391705,2208.525346,2296.658986,2384.792627,2472.926267,2561.059908,2649.193548,2737.327189,2825.460829,2913.59447
CRI,Onshore,[MW],309.6113794,379.6017636,411,527.6142154,644.2284309,760.8426463,877.4568618,994.0710772,1110.685293,1227.299508,1343.913724,1460.527939,1577.142154,1693.75637,1781.176054,1868.595737,1956.015421,2043.435104,2130.854788,2218.274472,2305.694155,2393.113839,2480.533522,2567.953206,2653.551646,2739.150086,2824.748527,2910.346967,2995.945407,3081.543847,3167.142287,3252.740728,3338.339168,3423.937608
CRI,PV,[MW],27.07373272,38.24976959,47,95.8902388,144.7804776,193.6707164,242.5609552,291.451194,340.3414327,389.2316715,438.1219103,487.0121491,535.9023879,584.7926267,632.4423963,680.0921659,727.7419355,775.3917051,823.0414747,870.6912442,918.3410138,965.9907834,1013.640553,1061.290323,1107.315668,1153.341014,1199.366359,1245.391705,1291.417051,1337.442396,1383.467742,1429.493088,1475.518433,1521.543779
CUB,Onshore,[MW],9.039748305,11.08326317,12,15.40479461,18.80958922,22.21438383,25.61917845,29.02397306,32.42876767,35.83356228,39.23835689,42.6431515,46.04794612,49.45274073,52.00514025,54.55753977,57.10993929,59.66233881,62.21473833,64.76713786,67.31953738,69.8719369,72.42433642,74.97673594,77.47596047,79.975185,82.47440954,84.97363407,87.4728586,89.97208313,92.47130766,94.97053219,97.46975672,99.96898126
CUB,PV,[MW],91.58986175,129.3981567,159,324.3946376,489.7892753,655.1839129,820.5785505,985.9731882,1151.367826,1316.762463,1482.157101,1647.551739,1812.946376,1978.341014,2139.539171,2300.737327,2461.935484,2623.133641,2784.331797,2945.529954,3106.728111,3267.926267,3429.124424,3590.322581,3746.025346,3901.728111,4057.430876,4213.133641,4368.836406,4524.539171,4680.241935,4835.9447,4991.647465,5147.35023
CUW,Onshore,[MW],35.40568086,43.40944742,47,60.33544556,73.67089112,87.00633669,100.3417822,113.6772278,127.0126734,140.3481189,153.6835645,167.0190101,180.3544556,193.6899012,203.6867993,213.6836974,223.6805956,233.6774937,243.6743918,253.6712899,263.6681881,273.6650862,283.6619843,293.6588824,303.4475119,313.2361413,323.0247707,332.8134001,342.6020295,352.3906589,362.1792883,371.9679178,381.7565472,391.5451766
CUW,PV,[MW],6.912442396,9.765898618,12,24.48261416,36.96522832,49.44784248,61.93045665,74.41307081,86.89568495,99.37829912,111.8609133,124.3435274,136.8261416,149.3087558,161.4746544,173.640553,185.8064516,197.9723502,210.1382488,222.3041475,234.4700461,246.6359447,258.8018433,270.9677419,282.718894,294.4700461,306.2211982,317.9723502,329.7235023,341.4746544,353.2258065,364.9769585,376.7281106,388.4792627
CYM,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,PV,[MW],6.33640553,8.952073733,11,22.44239631,33.88479263,45.32718894,56.76958526,68.21198157,79.65437787,91.09677419,102.5391705,113.9815668,125.4239631,136.8663594,148.0184332,159.1705069,170.3225806,181.4746544,192.6267281,203.7788018,214.9308756,226.0829493,237.235023,248.3870968,259.1589862,269.9308756,280.702765,291.4746544,302.2465438,313.0184332,323.7903226,334.562212,345.3341014,356.1059908
DMA,Onshore,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,PV,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,Onshore,[MW],275.7123233,338.0395267,366,469.8462357,573.6924713,677.538707,781.3849426,885.2311783,989.0774139,1092.92365,1196.769885,1300.616121,1404.462357,1508.308592,1586.156778,1664.004963,1741.853148,1819.701334,1897.549519,1975.397705,2053.24589,2131.094075,2208.942261,2286.790446,2363.016794,2439.243143,2515.469491,2591.695839,2667.922187,2744.148535,2820.374884,2896.601232,2972.82758,3049.053928
DOM,PV,[MW],160.7142857,227.0571429,279,569.2207793,859.4415585,1149.662338,1439.883117,1730.103896,2020.324675,2310.545454,2600.766234,2890.987013,3181.207792,3471.428571,3754.285714,4037.142857,4320,4602.857143,4885.714286,5168.571429,5451.428571,5734.285714,6017.142857,6300,6573.214286,6846.428571,7119.642857,7392.857143,7666.071429,7939.285714,8212.5,8485.714286,8758.928571,9032.142857
ECU,Onshore,[MW],15.81955953,19.39571055,21,26.95839057,32.91678114,38.87517171,44.83356228,50.79195285,56.75034342,62.70873399,68.66712456,74.62551513,80.5839057,86.54229627,91.00899544,95.4756946,99.94239376,104.4090929,108.8757921,113.3424912,117.8091904,122.2758896,126.7425887,131.2092879,135.5829308,139.9565738,144.3302167,148.7038596,153.0775025,157.4511455,161.8247884,166.1984313,170.5720743,174.9457172
ECU,PV,[MW],16.12903226,22.78709677,28,57.12609971,86.25219942,115.3782991,144.5043988,173.6304985,202.7565982,231.8826979,261.0087976,290.1348974,319.2609971,348.3870968,376.7741935,405.1612903,433.5483871,461.9354839,490.3225806,518.7096774,547.0967742,575.483871,603.8709677,632.2580645,659.6774194,687.0967742,714.516129,741.9354839,769.3548387,796.7741935,824.1935484,851.6129032,879.0322581,906.4516129
FLK,Onshore,[MW],1.506624718,1.847210529,2,2.567465769,3.134931537,3.702397306,4.269863074,4.837328843,5.404794612,5.97226038,6.539726149,7.107191917,7.674657686,8.242123455,8.667523375,9.092923295,9.518323215,9.943723136,10.36912306,10.79452298,11.2199229,11.64532282,12.07072274,12.49612266,12.91266008,13.3291975,13.74573492,14.16227234,14.57880977,14.99534719,15.41188461,15.82842203,16.24495945,16.66149688
FLK,PV,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLP,Onshore,[MW],31.63911907,38.7914211,42,53.91678114,65.83356228,77.75034342,89.66712456,101.5839057,113.5006868,125.417468,137.3342491,149.2510303,161.1678114,173.0845925,182.0179909,190.9513892,199.8847875,208.8181858,217.7515842,226.6849825,235.6183808,244.5517791,253.4851775,262.4185758,271.1658617,279.9131475,288.6604334,297.4077192,306.1550051,314.902291,323.6495768,332.3968627,341.1441485,349.8914344
GLP,PV,[MW],46.65898618,65.91981567,81,165.2576456,249.5152912,333.7729368,418.0305824,502.2882279,586.5458734,670.803519,755.0611646,839.3188102,923.5764558,1007.834101,1089.953917,1172.073733,1254.193548,1336.313364,1418.43318,1500.552995,1582.672811,1664.792627,1746.912442,1829.032258,1908.352535,1987.672811,2066.993088,2146.313364,2225.633641,2304.953917,2384.274194,2463.59447,2542.914747,2622.235023
GRD,Onshore,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRD,PV,[MW],1.728110599,2.441474654,3,6.12065354,9.241307081,12.36196062,15.48261416,18.6032677,21.72392124,24.84457478,27.96522832,31.08588186,34.2065354,37.32718894,40.36866359,43.41013825,46.4516129,49.49308756,52.53456221,55.57603687,58.61751152,61.65898618,64.70046083,67.74193548,70.6797235,73.61751152,76.55529954,79.49308756,82.43087558,85.36866359,88.30645161,91.24423963,94.18202765,97.11981567
GTM,Onshore,[MW],80.60442239,98.82576328,107,137.3594186,167.7188372,198.0782559,228.4376745,258.7970931,289.1565117,319.5159303,349.875349,380.2347676,410.5941862,440.9536048,463.7125006,486.4713963,509.230292,531.9891878,554.7480835,577.5069792,600.265875,623.0247707,645.7836664,668.5425621,690.8273142,713.1120663,735.3968184,757.6815704,779.9663225,802.2510746,824.5358266,846.8205787,869.1053308,891.3900829
GTM,PV,[MW],58.1797235,82.19631336,101,206.0620025,311.124005,416.1860076,521.2480101,626.3100126,731.372015,836.4340176,941.4960201,1046.558023,1151.620025,1256.682028,1359.078341,1461.474654,1563.870968,1666.267281,1768.663594,1871.059908,1973.456221,2075.852535,2178.248848,2280.645161,2379.550691,2478.456221,2577.361751,2676.267281,2775.172811,2874.078341,2972.983871,3071.889401,3170.794931,3269.700461
GUF,Onshore,[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUF,PV,[MW],27.07373272,38.24976959,47,95.8902388,144.7804776,193.6707164,242.5609552,291.451194,340.3414327,389.2316715,438.1219103,487.0121491,535.9023879,584.7926267,632.4423963,680.0921659,727.7419355,775.3917051,823.0414747,870.6912442,918.3410138,965.9907834,1013.640553,1061.290323,1107.315668,1153.341014,1199.366359,1245.391705,1291.417051,1337.442396,1383.467742,1429.493088,1475.518433,1521.543779
GUY,Onshore,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUY,PV,[MW],4.608294931,6.510599078,8,16.32174277,24.64348555,32.96522832,41.2869711,49.60871387,57.93045664,66.25219941,74.57394218,82.89568496,91.21742773,99.53917051,107.6497696,115.7603687,123.8709677,131.9815668,140.0921659,148.202765,156.3133641,164.4239631,172.5345622,180.6451613,188.4792627,196.3133641,204.1474654,211.9815668,219.8156682,227.6497696,235.483871,243.3179724,251.1520737,258.9861751
HND,Onshore,[MW],181.5482785,222.5888687,241,309.3796251,377.7592502,446.1388753,514.5185005,582.8981256,651.2777507,719.6573758,788.0370009,856.416626,924.7962512,993.1758763,1044.436567,1095.697257,1146.957947,1198.218638,1249.479328,1300.740019,1352.000709,1403.261399,1454.52209,1505.78278,1555.97554,1606.168299,1656.361058,1706.553818,1756.746577,1806.939336,1857.132096,1907.324855,1957.517614,2007.710374
HND,PV,[MW],296.0829493,418.3059908,514,1048.671973,1583.343946,2118.01592,2652.687893,3187.359866,3722.031839,4256.703812,4791.375785,5326.047759,5860.719732,6395.391705,6916.497696,7437.603687,7958.709677,8479.815668,9000.921659,9522.02765,10043.13364,10564.23963,11085.34562,11606.45161,12109.79263,12613.13364,13116.47465,13619.81567,14123.15668,14626.4977,15129.83871,15633.17972,16136.52074,16639.86175
HTI,Onshore,[MW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTI,PV,[MW],1.728110599,2.441474654,3,6.12065354,9.241307081,12.36196062,15.48261416,18.6032677,21.72392124,24.84457478,27.96522832,31.08588186,34.2065354,37.32718894,40.36866359,43.41013825,46.4516129,49.49308756,52.53456221,55.57603687,58.61751152,61.65898618,64.70046083,67.74193548,70.6797235,73.61751152,76.55529954,79.49308756,82.43087558,85.36866359,88.30645161,91.24423963,94.18202765,97.11981567
JAM,Onshore,[MW],74.57792352,91.43692117,99,127.0895555,155.1791111,183.2686666,211.3582222,239.4477777,267.5373333,295.6268888,323.7164444,351.8059999,379.8955555,407.985111,429.0424071,450.0997031,471.1569992,492.2142952,513.2715913,534.3288873,555.3861834,576.4434794,597.5007755,618.5580715,639.1766739,659.7952763,680.4138787,701.0324811,721.6510834,742.2696858,762.8882882,783.5068906,804.125493,824.7440954
