Zone_import,Zone_demand,Transport_eu_mode,Unit,Transport_eu_distance
GBR_IMP01,PRT_DEM01,Pip,[1000km],1.673302965
GBR_IMP01,ROU_DEM01,Pip,[1000km],2.18238426
GBR_IMP01,SVK_DEM01,Pip,[1000km],1.661928058
GBR_IMP01,SVN_DEM01,Pip,[1000km],1.543282436
GBR_IMP01,ESP_DEM01,Pip,[1000km],3.049986474
GBR_IMP01,ESP_DEM01,Pip,[1000km],1.531792298
GBR_IMP01,SWE_DEM01,Pip,[1000km],1.485309299
GBR_IMP01,GBR_DEM01,Pip,[1000km],0.1
GBR_IMP01,NOR_DEM01,Pip,[1000km],1.490493387
GBR_IMP01,CHE_DEM01,Pip,[1000km],1.134594217
GRC_IMP01,AUT_DEM01,Pip,[1000km],1.185153949
GRC_IMP01,BEL_DEM01,Pip,[1000km],1.925784727
GRC_IMP01,BGR_DEM01,Pip,[1000km],0.452508227
GRC_IMP01,HRV_DEM01,Pip,[1000km],0.856900043
GRC_IMP01,CZE_DEM01,Pip,[1000km],1.330812966
GRC_IMP01,DNK_DEM01,Pip,[1000km],2.107265451
GRC_IMP01,EST_DEM01,Pip,[1000km],2.187985523
GRC_IMP01,FIN_DEM01,Pip,[1000km],2.837819742
GRC_IMP01,FRA_DEM01,Pip,[1000km],1.857720155
GRC_IMP01,DEU_DEM01,Pip,[1000km],1.658907442
GRC_IMP01,GRC_DEM01,Pip,[1000km],0.1
GRC_IMP01,HUN_DEM01,Pip,[1000km],0.944533041
GRC_IMP01,ITA_DEM01,Pip,[1000km],1.005071614
GRC_IMP01,LVA_DEM01,Pip,[1000km],1.98319062
GRC_IMP01,LTU_DEM01,Pip,[1000km],1.809841039
GRC_IMP01,LUX_DEM01,Pip,[1000km],1.786847262
GRC_IMP01,NLD_DEM01,Pip,[1000km],1.983055073
GRC_IMP01,POL_DEM01,Pip,[1000km],1.476951982
GRC_IMP01,PRT_DEM01,Pip,[1000km],2.70437869
GRC_IMP01,ROU_DEM01,Pip,[1000km],0.770455876
GRC_IMP01,SVK_DEM01,Pip,[1000km],1.106336169
GRC_IMP01,SVN_DEM01,Pip,[1000km],1.028318127
GRC_IMP01,ESP_DEM01,Pip,[1000km],3.742001664
GRC_IMP01,ESP_DEM01,Pip,[1000km],2.264020993
GRC_IMP01,SWE_DEM01,Pip,[1000km],2.671944437
GRC_IMP01,GBR_DEM01,Pip,[1000km],2.569259049
GRC_IMP01,NOR_DEM01,Pip,[1000km],2.883054993
GRC_IMP01,CHE_DEM01,Pip,[1000km],1.473539669
HRV_IMP01,AUT_DEM01,Pip,[1000km],0.332274037
HRV_IMP01,BEL_DEM01,Pip,[1000km],1.074851419
HRV_IMP01,BGR_DEM01,Pip,[1000km],0.752319469
HRV_IMP01,HRV_DEM01,Pip,[1000km],0.1
HRV_IMP01,CZE_DEM01,Pip,[1000km],0.527856138
HRV_IMP01,DNK_DEM01,Pip,[1000km],1.29378406
HRV_IMP01,EST_DEM01,Pip,[1000km],1.637176755
HRV_IMP01,FIN_DEM01,Pip,[1000km],2.249757709
HRV_IMP01,FRA_DEM01,Pip,[1000km],1.088923184
HRV_IMP01,DEU_DEM01,Pip,[1000km],0.808356275
HRV_IMP01,GRC_DEM01,Pip,[1000km],0.856900043
HRV_IMP01,HUN_DEM01,Pip,[1000km],0.330311416
HRV_IMP01,ITA_DEM01,Pip,[1000km],0.429179733
HRV_IMP01,LVA_DEM01,Pip,[1000km],1.440764791
HRV_IMP01,LTU_DEM01,Pip,[1000km],1.260994519
HRV_IMP01,LUX_DEM01,Pip,[1000km],0.938055807
HRV_IMP01,NLD_DEM01,Pip,[1000km],1.126177322
HRV_IMP01,POL_DEM01,Pip,[1000km],0.816716889
HRV_IMP01,PRT_DEM01,Pip,[1000km],2.135970729
HRV_IMP01,ROU_DEM01,Pip,[1000km],0.67489186
HRV_IMP01,SVK_DEM01,Pip,[1000km],0.469304743
HRV_IMP01,SVN_DEM01,Pip,[1000km],0.171777582
HRV_IMP01,ESP_DEM01,Pip,[1000km],3.380526108
HRV_IMP01,ESP_DEM01,Pip,[1000km],1.705694957
HRV_IMP01,SWE_DEM01,Pip,[1000km],1.974447526
HRV_IMP01,GBR_DEM01,Pip,[1000km],1.71500167
HRV_IMP01,NOR_DEM01,Pip,[1000km],2.164028027
HRV_IMP01,CHE_DEM01,Pip,[1000km],0.663115092
ITA_IMP01,AUT_DEM01,Pip,[1000km],0.557300036
ITA_IMP01,BEL_DEM01,Pip,[1000km],1.038871808
ITA_IMP01,BGR_DEM01,Pip,[1000km],1.075817163
ITA_IMP01,HRV_DEM01,Pip,[1000km],0.429179733
ITA_IMP01,CZE_DEM01,Pip,[1000km],0.812023651
ITA_IMP01,DNK_DEM01,Pip,[1000km],1.471655828
ITA_IMP01,EST_DEM01,Pip,[1000km],1.996987559
ITA_IMP01,FIN_DEM01,Pip,[1000km],2.577540409
ITA_IMP01,FRA_DEM01,Pip,[1000km],0.862330177
ITA_IMP01,DEU_DEM01,Pip,[1000km],0.932628606
ITA_IMP01,GRC_DEM01,Pip,[1000km],1.005071614
ITA_IMP01,HUN_DEM01,Pip,[1000km],0.755220948
ITA_IMP01,ITA_DEM01,Pip,[1000km],0.1
ITA_IMP01,LVA_DEM01,Pip,[1000km],1.810376849
ITA_IMP01,LTU_DEM01,Pip,[1000km],1.635615336
ITA_IMP01,LUX_DEM01,Pip,[1000km],0.901408195
ITA_IMP01,NLD_DEM01,Pip,[1000km],1.15662409
ITA_IMP01,POL_DEM01,Pip,[1000km],1.173800927
ITA_IMP01,PRT_DEM01,Pip,[1000km],1.762131824
ITA_IMP01,ROU_DEM01,Pip,[1000km],1.081739929
ITA_IMP01,SVK_DEM01,Pip,[1000km],0.873834179
ITA_IMP01,SVN_DEM01,Pip,[1000km],0.429826848
ITA_IMP01,ESP_DEM01,Pip,[1000km],2.96182431
ITA_IMP01,ESP_DEM01,Pip,[1000km],1.323020487
ITA_IMP01,SWE_DEM01,Pip,[1000km],2.245694833
ITA_IMP01,GBR_DEM01,Pip,[1000km],1.672400351
ITA_IMP01,NOR_DEM01,Pip,[1000km],2.413172612
ITA_IMP01,CHE_DEM01,Pip,[1000km],0.538769047
LTU_IMP01,AUT_DEM01,Pip,[1000km],1.094178022
LTU_IMP01,BEL_DEM01,Pip,[1000km],1.387527557
LTU_IMP01,BGR_DEM01,Pip,[1000km],1.40171294
LTU_IMP01,HRV_DEM01,Pip,[1000km],1.260994519
LTU_IMP01,CZE_DEM01,Pip,[1000km],0.850051275
LTU_IMP01,DNK_DEM01,Pip,[1000km],0.873377036
LTU_IMP01,EST_DEM01,Pip,[1000km],0.384700681
LTU_IMP01,FIN_DEM01,Pip,[1000km],1.029418421
LTU_IMP01,FRA_DEM01,Pip,[1000km],1.778235244
LTU_IMP01,DEU_DEM01,Pip,[1000km],1.015074904
LTU_IMP01,GRC_DEM01,Pip,[1000km],1.809841039
LTU_IMP01,HUN_DEM01,Pip,[1000km],0.960759813
LTU_IMP01,ITA_DEM01,Pip,[1000km],1.635615336
LTU_IMP01,LVA_DEM01,Pip,[1000km],0.181193441
LTU_IMP01,LTU_DEM01,Pip,[1000km],0.1
LTU_IMP01,LUX_DEM01,Pip,[1000km],1.352192382
LTU_IMP01,NLD_DEM01,Pip,[1000km],1.249335366
LTU_IMP01,POL_DEM01,Pip,[1000km],0.464376289
LTU_IMP01,PRT_DEM01,Pip,[1000km],2.964647323
LTU_IMP01,ROU_DEM01,Pip,[1000km],1.058582679
LTU_IMP01,SVK_DEM01,Pip,[1000km],0.796719748
LTU_IMP01,SVN_DEM01,Pip,[1000km],1.206246963
LTU_IMP01,ESP_DEM01,Pip,[1000km],4.34885811
LTU_IMP01,ESP_DEM01,Pip,[1000km],2.60936411
LTU_IMP01,SWE_DEM01,Pip,[1000km],0.925082232
LTU_IMP01,GBR_DEM01,Pip,[1000km],1.71974654
LTU_IMP01,NOR_DEM01,Pip,[1000km],1.151344637
LTU_IMP01,CHE_DEM01,Pip,[1000km],1.445538709
NLD_IMP01,AUT_DEM01,Pip,[1000km],0.800935599
NLD_IMP01,BEL_DEM01,Pip,[1000km],0.18989021
NLD_IMP01,BGR_DEM01,Pip,[1000km],1.806227131
NLD_IMP01,HRV_DEM01,Pip,[1000km],1.126177322
NLD_IMP01,CZE_DEM01,Pip,[1000km],0.736810322
NLD_IMP01,DNK_DEM01,Pip,[1000km],0.505353241
NLD_IMP01,EST_DEM01,Pip,[1000km],1.441221227
NLD_IMP01,FIN_DEM01,Pip,[1000km],1.806566228
NLD_IMP01,FRA_DEM01,Pip,[1000km],0.669360177
NLD_IMP01,DEU_DEM01,Pip,[1000km],0.354231915
NLD_IMP01,GRC_DEM01,Pip,[1000km],1.983055073
NLD_IMP01,HUN_DEM01,Pip,[1000km],1.142039369
NLD_IMP01,ITA_DEM01,Pip,[1000km],1.15662409
NLD_IMP01,LVA_DEM01,Pip,[1000km],1.34569415
NLD_IMP01,LTU_DEM01,Pip,[1000km],1.249335366
NLD_IMP01,LUX_DEM01,Pip,[1000km],0.277212618
NLD_IMP01,NLD_DEM01,Pip,[1000km],0.1
NLD_IMP01,POL_DEM01,Pip,[1000km],0.941940229
NLD_IMP01,PRT_DEM01,Pip,[1000km],1.777507398
NLD_IMP01,ROU_DEM01,Pip,[1000km],1.577525087
NLD_IMP01,SVK_DEM01,Pip,[1000km],1.058939662
NLD_IMP01,SVN_DEM01,Pip,[1000km],0.955053004
NLD_IMP01,ESP_DEM01,Pip,[1000km],3.186738414
NLD_IMP01,ESP_DEM01,Pip,[1000km],1.49050312
NLD_IMP01,SWE_DEM01,Pip,[1000km],1.346354594
NLD_IMP01,GBR_DEM01,Pip,[1000km],0.606391379
NLD_IMP01,NOR_DEM01,Pip,[1000km],1.444096737
NLD_IMP01,CHE_DEM01,Pip,[1000km],0.63424354
POL_IMP01,AUT_DEM01,Pip,[1000km],0.629843591
POL_IMP01,BEL_DEM01,Pip,[1000km],1.037230525
POL_IMP01,BGR_DEM01,Pip,[1000km],1.129167345
POL_IMP01,HRV_DEM01,Pip,[1000km],0.816716889
POL_IMP01,CZE_DEM01,Pip,[1000km],0.389456516
POL_IMP01,DNK_DEM01,Pip,[1000km],0.746046974
POL_IMP01,EST_DEM01,Pip,[1000km],0.825260683
POL_IMP01,FIN_DEM01,Pip,[1000km],1.433973015
POL_IMP01,FRA_DEM01,Pip,[1000km],1.367186507
POL_IMP01,DEU_DEM01,Pip,[1000km],0.633647088
POL_IMP01,GRC_DEM01,Pip,[1000km],1.476951982
POL_IMP01,HUN_DEM01,Pip,[1000km],0.551451986
POL_IMP01,ITA_DEM01,Pip,[1000km],1.173800927
POL_IMP01,LVA_DEM01,Pip,[1000km],0.636663039
POL_IMP01,LTU_DEM01,Pip,[1000km],0.464376289
POL_IMP01,LUX_DEM01,Pip,[1000km],0.969979474
POL_IMP01,NLD_DEM01,Pip,[1000km],0.941940229
POL_IMP01,POL_DEM01,Pip,[1000km],0.1
POL_IMP01,PRT_DEM01,Pip,[1000km],2.554544968
POL_IMP01,ROU_DEM01,Pip,[1000km],0.808162205
POL_IMP01,SVK_DEM01,Pip,[1000km],0.380160377
POL_IMP01,SVN_DEM01,Pip,[1000km],0.745881001
POL_IMP01,ESP_DEM01,Pip,[1000km],3.919479811
POL_IMP01,ESP_DEM01,Pip,[1000km],2.179644445
POL_IMP01,SWE_DEM01,Pip,[1000km],1.198190813
POL_IMP01,GBR_DEM01,Pip,[1000km],1.502621416
POL_IMP01,NOR_DEM01,Pip,[1000km],1.406382267
POL_IMP01,CHE_DEM01,Pip,[1000km],1.000994688
PRT_IMP01,AUT_DEM01,Pip,[1000km],2.026747863
PRT_IMP01,BEL_DEM01,Pip,[1000km],1.604019757
PRT_IMP01,BGR_DEM01,Pip,[1000km],2.8379368
PRT_IMP01,HRV_DEM01,Pip,[1000km],2.135970729
PRT_IMP01,CZE_DEM01,Pip,[1000km],2.190730108
PRT_IMP01,DNK_DEM01,Pip,[1000km],2.276690999
PRT_IMP01,EST_DEM01,Pip,[1000km],3.208595755
PRT_IMP01,FIN_DEM01,Pip,[1000km],3.569067425
PRT_IMP01,FRA_DEM01,Pip,[1000km],1.188606964
PRT_IMP01,DEU_DEM01,Pip,[1000km],1.949630148
PRT_IMP01,GRC_DEM01,Pip,[1000km],2.70437869
PRT_IMP01,HUN_DEM01,Pip,[1000km],2.401972954
PRT_IMP01,ITA_DEM01,Pip,[1000km],1.762131824
PRT_IMP01,LVA_DEM01,Pip,[1000km],3.0905
PRT_IMP01,LTU_DEM01,Pip,[1000km],2.964647323
PRT_IMP01,LUX_DEM01,Pip,[1000km],1.615078253
PRT_IMP01,NLD_DEM01,Pip,[1000km],1.777507398
PRT_IMP01,POL_DEM01,Pip,[1000km],2.554544968
PRT_IMP01,PRT_DEM01,Pip,[1000km],0.1
PRT_IMP01,ROU_DEM01,Pip,[1000km],2.810203024
PRT_IMP01,SVK_DEM01,Pip,[1000km],2.443536178
PRT_IMP01,SVN_DEM01,Pip,[1000km],2.034905591
PRT_IMP01,ESP_DEM01,Pip,[1000km],1.410554142
PRT_IMP01,ESP_DEM01,Pip,[1000km],0.441650629
PRT_IMP01,SWE_DEM01,Pip,[1000km],3.083750842
PRT_IMP01,GBR_DEM01,Pip,[1000km],1.673302965
PRT_IMP01,NOR_DEM01,Pip,[1000km],3.132590352
PRT_IMP01,CHE_DEM01,Pip,[1000km],1.577509987
