Node_import,Transport_international,Unit,Capacity,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NOR_PORT0029,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0030,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0031,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0032,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0033,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0034,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0035,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0036,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0037,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0038,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR_PORT0039,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL_PORT0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL_PORT0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL_PORT0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL_PORT0004,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0004,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0005,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0006,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0007,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0008,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0009,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0010,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0011,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0012,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0013,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0014,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_PORT0015,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU_PORT0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN_PORT0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0004,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0005,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0006,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0007,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0008,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0009,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0010,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0011,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0012,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0013,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0014,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0015,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_PORT0016,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL_LH2R0001,LH2,[TWh/year],95.3515528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_LH2R0001,LH2,[TWh/year],8.668322982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0001,LH2,[TWh/year],180.5900621,0,,,,,,,,,,180.5900621,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0002,LH2,[TWh/year],124.2459627,0,,,,,,,,,,124.2459627,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0003,LH2,[TWh/year],124.2459627,0,,,,,,,,,,124.2459627,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0004,LH2,[TWh/year],73.68074534,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.68074534
ESP_LH2R0005,LH2,[TWh/year],92.4621118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0006,LH2,[TWh/year],37.56273292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0001,LH2,[TWh/year],31.78385093,0,,,,,,,,,,31.78385093,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0002,LH2,[TWh/year],105.4645963,0,,,,,,,,,,105.4645963,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0003,LH2,[TWh/year],86.68322982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68322982
FRA_LH2R0004,LH2,[TWh/year],137.2484472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_LH2R0001,LH2,[TWh/year],216.7080745,0,,,,,,,,,,,,,,,,,,,,216.7080745,,,,,,,,,,
GBR_LH2R0002,LH2,[TWh/year],225.3763975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_LH2R0003,LH2,[TWh/year],108.3540373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC_LH2R0001,LH2,[TWh/year],66.45714286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_LH2R0001,LH2,[TWh/year],27.44968944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_LH2R0001,LH2,[TWh/year],36.11801242,0,,,,,,,,,,,,,,,,,,,,36.11801242,,,,,,,,,,
ITA_LH2R0002,LH2,[TWh/year],83.79378882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_LH2R0003,LH2,[TWh/year],39.00745342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU_LH2R0001,LH2,[TWh/year],43.34161491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD_LH2R0001,LH2,[TWh/year],130.0248447,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL_LH2R0001,LH2,[TWh/year],52.00993789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_LH2R0001,LH2,[TWh/year],83.79378882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0004,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0005,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_LH2R0006,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA_LH2R0004,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_LH2R0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR_LH2R0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_LH2R0002,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_LH2R0003,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT_LH2R0001,NH3,[TWh/year],1.00E+13,1.00E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
