Zone_export,Zone_import
VCT_EXP01,ROU_IMP01
VCT_EXP01,SVN_IMP01
VCT_EXP01,SWE_IMP01
VCT_EXP01,NOR_IMP01
VCT_EXP01,BEL_IMP01
VCT_EXP01,CYP_IMP01
VCT_EXP01,ESP_IMP01
VCT_EXP01,FRA_IMP01
VCT_EXP01,GBR_IMP01
VCT_EXP01,GRC_IMP01
VCT_EXP01,HRV_IMP01
VCT_EXP01,ITA_IMP01
VCT_EXP01,LTU_IMP01
VCT_EXP01,NLD_IMP01
VCT_EXP01,POL_IMP01
VCT_EXP01,PRT_IMP01
LCA_EXP01,BGR_IMP01
LCA_EXP01,DNK_IMP01
LCA_EXP01,EST_IMP01
LCA_EXP01,FIN_IMP01
LCA_EXP01,DEU_IMP01
LCA_EXP01,IRL_IMP01
LCA_EXP01,LVA_IMP01
LCA_EXP01,MLT_IMP01
LCA_EXP01,ROU_IMP01
LCA_EXP01,SVN_IMP01
LCA_EXP01,SWE_IMP01
LCA_EXP01,NOR_IMP01
LCA_EXP01,BEL_IMP01
LCA_EXP01,CYP_IMP01
LCA_EXP01,ESP_IMP01
LCA_EXP01,FRA_IMP01
LCA_EXP01,GBR_IMP01
LCA_EXP01,GRC_IMP01
LCA_EXP01,HRV_IMP01
LCA_EXP01,ITA_IMP01
LCA_EXP01,LTU_IMP01
LCA_EXP01,NLD_IMP01
LCA_EXP01,POL_IMP01
LCA_EXP01,PRT_IMP01
KNA_EXP01,BGR_IMP01
KNA_EXP01,DNK_IMP01
KNA_EXP01,EST_IMP01
KNA_EXP01,FIN_IMP01
KNA_EXP01,DEU_IMP01
KNA_EXP01,IRL_IMP01
KNA_EXP01,LVA_IMP01
KNA_EXP01,MLT_IMP01
KNA_EXP01,ROU_IMP01
KNA_EXP01,SVN_IMP01
KNA_EXP01,SWE_IMP01
KNA_EXP01,NOR_IMP01
KNA_EXP01,BEL_IMP01
KNA_EXP01,CYP_IMP01
KNA_EXP01,ESP_IMP01
KNA_EXP01,FRA_IMP01
KNA_EXP01,GBR_IMP01
KNA_EXP01,GRC_IMP01
KNA_EXP01,HRV_IMP01
KNA_EXP01,ITA_IMP01
KNA_EXP01,LTU_IMP01
KNA_EXP01,NLD_IMP01
KNA_EXP01,POL_IMP01
KNA_EXP01,PRT_IMP01
RUS_EXP01,BGR_IMP01
RUS_EXP01,DNK_IMP01
RUS_EXP01,EST_IMP01
RUS_EXP01,FIN_IMP01
RUS_EXP01,DEU_IMP01
RUS_EXP01,IRL_IMP01
RUS_EXP01,LVA_IMP01
RUS_EXP01,MLT_IMP01
RUS_EXP01,ROU_IMP01
RUS_EXP01,SVN_IMP01
RUS_EXP01,SWE_IMP01
RUS_EXP01,NOR_IMP01
RUS_EXP01,BEL_IMP01
RUS_EXP01,CYP_IMP01
RUS_EXP01,ESP_IMP01
RUS_EXP01,FRA_IMP01
RUS_EXP01,GBR_IMP01
RUS_EXP01,GRC_IMP01
RUS_EXP01,HRV_IMP01
RUS_EXP01,ITA_IMP01
RUS_EXP01,LTU_IMP01
RUS_EXP01,NLD_IMP01
RUS_EXP01,POL_IMP01
RUS_EXP01,PRT_IMP01
QAT_EXP01,BGR_IMP01
QAT_EXP01,DNK_IMP01
QAT_EXP01,EST_IMP01
QAT_EXP01,FIN_IMP01
QAT_EXP01,DEU_IMP01
QAT_EXP01,IRL_IMP01
QAT_EXP01,LVA_IMP01
QAT_EXP01,MLT_IMP01
QAT_EXP01,ROU_IMP01
QAT_EXP01,SVN_IMP01
QAT_EXP01,SWE_IMP01
QAT_EXP01,NOR_IMP01
QAT_EXP01,BEL_IMP01
QAT_EXP01,CYP_IMP01
QAT_EXP01,ESP_IMP01
QAT_EXP01,FRA_IMP01
QAT_EXP01,GBR_IMP01
QAT_EXP01,GRC_IMP01
QAT_EXP01,HRV_IMP01
QAT_EXP01,ITA_IMP01
QAT_EXP01,LTU_IMP01
QAT_EXP01,NLD_IMP01
QAT_EXP01,POL_IMP01
QAT_EXP01,PRT_IMP01
PRI_EXP01,BGR_IMP01
PRI_EXP01,DNK_IMP01
PRI_EXP01,EST_IMP01
PRI_EXP01,FIN_IMP01
PRI_EXP01,DEU_IMP01
PRI_EXP01,IRL_IMP01
PRI_EXP01,LVA_IMP01
PRI_EXP01,MLT_IMP01
PRI_EXP01,ROU_IMP01
PRI_EXP01,SVN_IMP01
PRI_EXP01,SWE_IMP01
PRI_EXP01,NOR_IMP01
PRI_EXP01,BEL_IMP01
PRI_EXP01,CYP_IMP01
PRI_EXP01,ESP_IMP01
PRI_EXP01,FRA_IMP01
PRI_EXP01,GBR_IMP01
PRI_EXP01,GRC_IMP01
PRI_EXP01,HRV_IMP01
PRI_EXP01,ITA_IMP01
PRI_EXP01,LTU_IMP01
PRI_EXP01,NLD_IMP01
PRI_EXP01,POL_IMP01
PRI_EXP01,PRT_IMP01
PHL_EXP01,BGR_IMP01
PHL_EXP01,DNK_IMP01
PHL_EXP01,EST_IMP01
PHL_EXP01,FIN_IMP01
PHL_EXP01,DEU_IMP01
PHL_EXP01,IRL_IMP01
PHL_EXP01,LVA_IMP01
PHL_EXP01,MLT_IMP01
PHL_EXP01,ROU_IMP01
PHL_EXP01,SVN_IMP01
PHL_EXP01,SWE_IMP01
PHL_EXP01,NOR_IMP01
PHL_EXP01,BEL_IMP01
PHL_EXP01,CYP_IMP01
PHL_EXP01,ESP_IMP01
PHL_EXP01,FRA_IMP01
PHL_EXP01,GBR_IMP01
PHL_EXP01,GRC_IMP01
PHL_EXP01,HRV_IMP01
PHL_EXP01,ITA_IMP01
PHL_EXP01,LTU_IMP01
PHL_EXP01,NLD_IMP01
PHL_EXP01,POL_IMP01
PHL_EXP01,PRT_IMP01
PER_EXP01,BGR_IMP01
PER_EXP01,DNK_IMP01
PER_EXP01,EST_IMP01
PER_EXP01,FIN_IMP01
PER_EXP01,DEU_IMP01
PER_EXP01,IRL_IMP01
PER_EXP01,LVA_IMP01
PER_EXP01,MLT_IMP01
PER_EXP01,ROU_IMP01
PER_EXP01,SVN_IMP01
PER_EXP01,SWE_IMP01
PER_EXP01,NOR_IMP01
PER_EXP01,BEL_IMP01
PER_EXP01,CYP_IMP01
PER_EXP01,ESP_IMP01
PER_EXP01,FRA_IMP01
PER_EXP01,GBR_IMP01
PER_EXP01,GRC_IMP01
PER_EXP01,HRV_IMP01
PER_EXP01,ITA_IMP01
PER_EXP01,LTU_IMP01
PER_EXP01,NLD_IMP01
PER_EXP01,POL_IMP01
PER_EXP01,PRT_IMP01
PRY_EXP01,BGR_IMP01
PRY_EXP01,DNK_IMP01
PRY_EXP01,EST_IMP01
PRY_EXP01,FIN_IMP01
PRY_EXP01,DEU_IMP01
PRY_EXP01,IRL_IMP01
PRY_EXP01,LVA_IMP01
PRY_EXP01,MLT_IMP01
PRY_EXP01,ROU_IMP01
PRY_EXP01,SVN_IMP01
PRY_EXP01,SWE_IMP01
PRY_EXP01,NOR_IMP01
PRY_EXP01,BEL_IMP01
PRY_EXP01,CYP_IMP01
PRY_EXP01,ESP_IMP01
PRY_EXP01,FRA_IMP01
PRY_EXP01,GBR_IMP01
PRY_EXP01,GRC_IMP01
PRY_EXP01,HRV_IMP01
PRY_EXP01,ITA_IMP01
PRY_EXP01,LTU_IMP01
PRY_EXP01,NLD_IMP01
PRY_EXP01,POL_IMP01
PRY_EXP01,PRT_IMP01
PNG_EXP01,BGR_IMP01
PNG_EXP01,DNK_IMP01
PNG_EXP01,EST_IMP01
PNG_EXP01,FIN_IMP01
PNG_EXP01,DEU_IMP01
PNG_EXP01,IRL_IMP01
PNG_EXP01,LVA_IMP01
PNG_EXP01,MLT_IMP01
PNG_EXP01,ROU_IMP01
PNG_EXP01,SVN_IMP01
PNG_EXP01,SWE_IMP01
PNG_EXP01,NOR_IMP01
PNG_EXP01,BEL_IMP01
PNG_EXP01,CYP_IMP01
PNG_EXP01,ESP_IMP01
PNG_EXP01,FRA_IMP01
PNG_EXP01,GBR_IMP01
PNG_EXP01,GRC_IMP01
PNG_EXP01,HRV_IMP01
PNG_EXP01,ITA_IMP01
PNG_EXP01,LTU_IMP01
PNG_EXP01,NLD_IMP01
PNG_EXP01,POL_IMP01
PNG_EXP01,PRT_IMP01
PAN_EXP01,BGR_IMP01
PAN_EXP01,DNK_IMP01
PAN_EXP01,EST_IMP01
PAN_EXP01,FIN_IMP01
PAN_EXP01,DEU_IMP01
PAN_EXP01,IRL_IMP01
PAN_EXP01,LVA_IMP01
PAN_EXP01,MLT_IMP01
PAN_EXP01,ROU_IMP01
PAN_EXP01,SVN_IMP01
PAN_EXP01,SWE_IMP01
PAN_EXP01,NOR_IMP01
PAN_EXP01,BEL_IMP01
PAN_EXP01,CYP_IMP01
PAN_EXP01,ESP_IMP01
PAN_EXP01,FRA_IMP01
PAN_EXP01,GBR_IMP01
PAN_EXP01,GRC_IMP01
PAN_EXP01,HRV_IMP01
PAN_EXP01,ITA_IMP01
PAN_EXP01,LTU_IMP01
PAN_EXP01,NLD_IMP01
PAN_EXP01,POL_IMP01
PAN_EXP01,PRT_IMP01
PLW_EXP01,BGR_IMP01
PLW_EXP01,DNK_IMP01
PLW_EXP01,EST_IMP01
PLW_EXP01,FIN_IMP01
PLW_EXP01,DEU_IMP01
PLW_EXP01,IRL_IMP01
PLW_EXP01,LVA_IMP01
PLW_EXP01,MLT_IMP01
PLW_EXP01,ROU_IMP01
PLW_EXP01,SVN_IMP01
PLW_EXP01,SWE_IMP01
PLW_EXP01,NOR_IMP01
PLW_EXP01,BEL_IMP01
PLW_EXP01,CYP_IMP01
PLW_EXP01,ESP_IMP01
PLW_EXP01,FRA_IMP01
PLW_EXP01,GBR_IMP01
PLW_EXP01,GRC_IMP01
PLW_EXP01,HRV_IMP01
PLW_EXP01,ITA_IMP01
PLW_EXP01,LTU_IMP01
PLW_EXP01,NLD_IMP01
PLW_EXP01,POL_IMP01
PLW_EXP01,PRT_IMP01
PAK_EXP01,BGR_IMP01
PAK_EXP01,DNK_IMP01
PAK_EXP01,EST_IMP01
PAK_EXP01,FIN_IMP01
PAK_EXP01,DEU_IMP01
PAK_EXP01,IRL_IMP01
PAK_EXP01,LVA_IMP01
PAK_EXP01,MLT_IMP01
PAK_EXP01,ROU_IMP01
PAK_EXP01,SVN_IMP01
PAK_EXP01,SWE_IMP01
PAK_EXP01,NOR_IMP01
PAK_EXP01,BEL_IMP01
PAK_EXP01,CYP_IMP01
PAK_EXP01,ESP_IMP01
PAK_EXP01,FRA_IMP01
PAK_EXP01,GBR_IMP01
PAK_EXP01,GRC_IMP01
PAK_EXP01,HRV_IMP01
PAK_EXP01,ITA_IMP01
PAK_EXP01,LTU_IMP01
PAK_EXP01,NLD_IMP01
PAK_EXP01,POL_IMP01
PAK_EXP01,PRT_IMP01
OMN_EXP01,BGR_IMP01
OMN_EXP01,DNK_IMP01
OMN_EXP01,EST_IMP01
OMN_EXP01,FIN_IMP01
OMN_EXP01,DEU_IMP01
OMN_EXP01,IRL_IMP01
OMN_EXP01,LVA_IMP01
OMN_EXP01,MLT_IMP01
OMN_EXP01,ROU_IMP01
OMN_EXP01,SVN_IMP01
OMN_EXP01,SWE_IMP01
OMN_EXP01,NOR_IMP01
OMN_EXP01,BEL_IMP01
OMN_EXP01,CYP_IMP01
OMN_EXP01,ESP_IMP01
OMN_EXP01,FRA_IMP01
OMN_EXP01,GBR_IMP01
OMN_EXP01,GRC_IMP01
OMN_EXP01,HRV_IMP01
OMN_EXP01,ITA_IMP01
OMN_EXP01,LTU_IMP01
OMN_EXP01,NLD_IMP01
OMN_EXP01,POL_IMP01
OMN_EXP01,PRT_IMP01
NGA_EXP01,BGR_IMP01
NGA_EXP01,DNK_IMP01
NGA_EXP01,EST_IMP01
NGA_EXP01,FIN_IMP01
NGA_EXP01,DEU_IMP01
NGA_EXP01,IRL_IMP01
NGA_EXP01,LVA_IMP01
NGA_EXP01,MLT_IMP01
NGA_EXP01,ROU_IMP01
NGA_EXP01,SVN_IMP01
NGA_EXP01,SWE_IMP01
NGA_EXP01,NOR_IMP01
NGA_EXP01,BEL_IMP01
NGA_EXP01,CYP_IMP01
NGA_EXP01,ESP_IMP01
NGA_EXP01,FRA_IMP01
NGA_EXP01,GBR_IMP01
NGA_EXP01,GRC_IMP01
NGA_EXP01,HRV_IMP01
NGA_EXP01,ITA_IMP01
NGA_EXP01,LTU_IMP01
NGA_EXP01,NLD_IMP01
NGA_EXP01,POL_IMP01
NGA_EXP01,PRT_IMP01
NIC_EXP01,BGR_IMP01
NIC_EXP01,DNK_IMP01
NIC_EXP01,EST_IMP01
NIC_EXP01,FIN_IMP01
NIC_EXP01,DEU_IMP01
NIC_EXP01,IRL_IMP01
NIC_EXP01,LVA_IMP01
NIC_EXP01,MLT_IMP01
NIC_EXP01,ROU_IMP01
NIC_EXP01,SVN_IMP01
NIC_EXP01,SWE_IMP01
NIC_EXP01,NOR_IMP01
NIC_EXP01,BEL_IMP01
NIC_EXP01,CYP_IMP01
NIC_EXP01,ESP_IMP01
NIC_EXP01,FRA_IMP01
NIC_EXP01,GBR_IMP01
NIC_EXP01,GRC_IMP01
NIC_EXP01,HRV_IMP01
NIC_EXP01,ITA_IMP01
NIC_EXP01,LTU_IMP01
NIC_EXP01,NLD_IMP01
NIC_EXP01,POL_IMP01
NIC_EXP01,PRT_IMP01
NZL_EXP01,BGR_IMP01
NZL_EXP01,DNK_IMP01
NZL_EXP01,EST_IMP01
NZL_EXP01,FIN_IMP01
NZL_EXP01,DEU_IMP01
NZL_EXP01,IRL_IMP01
NZL_EXP01,LVA_IMP01
NZL_EXP01,MLT_IMP01
NZL_EXP01,ROU_IMP01
NZL_EXP01,SVN_IMP01
NZL_EXP01,SWE_IMP01
NZL_EXP01,NOR_IMP01
NZL_EXP01,BEL_IMP01
NZL_EXP01,CYP_IMP01
NZL_EXP01,ESP_IMP01
NZL_EXP01,FRA_IMP01
NZL_EXP01,GBR_IMP01
NZL_EXP01,GRC_IMP01
NZL_EXP01,HRV_IMP01
NZL_EXP01,ITA_IMP01
NZL_EXP01,LTU_IMP01
NZL_EXP01,NLD_IMP01
NZL_EXP01,POL_IMP01
NZL_EXP01,PRT_IMP01
NCL_EXP01,BGR_IMP01
NCL_EXP01,DNK_IMP01
NCL_EXP01,EST_IMP01
NCL_EXP01,FIN_IMP01
NCL_EXP01,DEU_IMP01
NCL_EXP01,IRL_IMP01
NCL_EXP01,LVA_IMP01
NCL_EXP01,MLT_IMP01
NCL_EXP01,ROU_IMP01
NCL_EXP01,SVN_IMP01
NCL_EXP01,SWE_IMP01
NCL_EXP01,NOR_IMP01
NCL_EXP01,BEL_IMP01
NCL_EXP01,CYP_IMP01
NCL_EXP01,ESP_IMP01
NCL_EXP01,FRA_IMP01
NCL_EXP01,GBR_IMP01
NCL_EXP01,GRC_IMP01
NCL_EXP01,HRV_IMP01
NCL_EXP01,ITA_IMP01
NCL_EXP01,LTU_IMP01
NCL_EXP01,NLD_IMP01
NCL_EXP01,POL_IMP01
NCL_EXP01,PRT_IMP01
NRU_EXP01,BGR_IMP01
NRU_EXP01,DNK_IMP01
NRU_EXP01,EST_IMP01
NRU_EXP01,FIN_IMP01
NRU_EXP01,DEU_IMP01
NRU_EXP01,IRL_IMP01
NRU_EXP01,LVA_IMP01
NRU_EXP01,MLT_IMP01
NRU_EXP01,ROU_IMP01
NRU_EXP01,SVN_IMP01
NRU_EXP01,SWE_IMP01
NRU_EXP01,NOR_IMP01
NRU_EXP01,BEL_IMP01
NRU_EXP01,CYP_IMP01
NRU_EXP01,ESP_IMP01
NRU_EXP01,FRA_IMP01
NRU_EXP01,GBR_IMP01
NRU_EXP01,GRC_IMP01
NRU_EXP01,HRV_IMP01
NRU_EXP01,ITA_IMP01
NRU_EXP01,LTU_IMP01
NRU_EXP01,NLD_IMP01
NRU_EXP01,POL_IMP01
NRU_EXP01,PRT_IMP01
NAM_EXP01,BGR_IMP01
NAM_EXP01,DNK_IMP01
NAM_EXP01,EST_IMP01
NAM_EXP01,FIN_IMP01
NAM_EXP01,DEU_IMP01
NAM_EXP01,IRL_IMP01
NAM_EXP01,LVA_IMP01
NAM_EXP01,MLT_IMP01
NAM_EXP01,ROU_IMP01
NAM_EXP01,SVN_IMP01
NAM_EXP01,SWE_IMP01
NAM_EXP01,NOR_IMP01
NAM_EXP01,BEL_IMP01
NAM_EXP01,CYP_IMP01
NAM_EXP01,ESP_IMP01
NAM_EXP01,FRA_IMP01
NAM_EXP01,GBR_IMP01
NAM_EXP01,GRC_IMP01
NAM_EXP01,HRV_IMP01
NAM_EXP01,ITA_IMP01
NAM_EXP01,LTU_IMP01
NAM_EXP01,NLD_IMP01
NAM_EXP01,POL_IMP01
NAM_EXP01,PRT_IMP01
MMR_EXP01,BGR_IMP01
MMR_EXP01,DNK_IMP01
MMR_EXP01,EST_IMP01
MMR_EXP01,FIN_IMP01
MMR_EXP01,DEU_IMP01
MMR_EXP01,IRL_IMP01
MMR_EXP01,LVA_IMP01
MMR_EXP01,MLT_IMP01
MMR_EXP01,ROU_IMP01
MMR_EXP01,SVN_IMP01
MMR_EXP01,SWE_IMP01
MMR_EXP01,NOR_IMP01
MMR_EXP01,BEL_IMP01
MMR_EXP01,CYP_IMP01
MMR_EXP01,ESP_IMP01
MMR_EXP01,FRA_IMP01
MMR_EXP01,GBR_IMP01
MMR_EXP01,GRC_IMP01
MMR_EXP01,HRV_IMP01
MMR_EXP01,ITA_IMP01
MMR_EXP01,LTU_IMP01
MMR_EXP01,NLD_IMP01
MMR_EXP01,POL_IMP01
MMR_EXP01,PRT_IMP01
MOZ_EXP01,BGR_IMP01
MOZ_EXP01,DNK_IMP01
MOZ_EXP01,EST_IMP01
MOZ_EXP01,FIN_IMP01
MOZ_EXP01,DEU_IMP01
MOZ_EXP01,IRL_IMP01
MOZ_EXP01,LVA_IMP01
MOZ_EXP01,MLT_IMP01
MOZ_EXP01,ROU_IMP01
MOZ_EXP01,SVN_IMP01
MOZ_EXP01,SWE_IMP01
MOZ_EXP01,NOR_IMP01
MOZ_EXP01,BEL_IMP01
MOZ_EXP01,CYP_IMP01
MOZ_EXP01,ESP_IMP01
MOZ_EXP01,FRA_IMP01
MOZ_EXP01,GBR_IMP01
MOZ_EXP01,GRC_IMP01
MOZ_EXP01,HRV_IMP01
MOZ_EXP01,ITA_IMP01
MOZ_EXP01,LTU_IMP01
MOZ_EXP01,NLD_IMP01
MOZ_EXP01,POL_IMP01
MOZ_EXP01,PRT_IMP01
MAR_EXP01,BGR_IMP01
MAR_EXP01,DNK_IMP01
MAR_EXP01,EST_IMP01
MAR_EXP01,FIN_IMP01
MAR_EXP01,DEU_IMP01
MAR_EXP01,IRL_IMP01
MAR_EXP01,LVA_IMP01
MAR_EXP01,MLT_IMP01
MAR_EXP01,ROU_IMP01
MAR_EXP01,SVN_IMP01
MAR_EXP01,SWE_IMP01
MAR_EXP01,NOR_IMP01
MAR_EXP01,BEL_IMP01
MAR_EXP01,CYP_IMP01
MAR_EXP01,ESP_IMP01
MAR_EXP01,FRA_IMP01
MAR_EXP01,GBR_IMP01
MAR_EXP01,GRC_IMP01
MAR_EXP01,HRV_IMP01
MAR_EXP01,ITA_IMP01
MAR_EXP01,LTU_IMP01
MAR_EXP01,NLD_IMP01
MAR_EXP01,POL_IMP01
MAR_EXP01,PRT_IMP01
MSR_EXP01,BGR_IMP01
MSR_EXP01,DNK_IMP01
MSR_EXP01,EST_IMP01
MSR_EXP01,FIN_IMP01
MSR_EXP01,DEU_IMP01
MSR_EXP01,IRL_IMP01
MSR_EXP01,LVA_IMP01
MSR_EXP01,MLT_IMP01
MSR_EXP01,ROU_IMP01
MSR_EXP01,SVN_IMP01
MSR_EXP01,SWE_IMP01
MSR_EXP01,NOR_IMP01
MSR_EXP01,BEL_IMP01
MSR_EXP01,CYP_IMP01
MSR_EXP01,ESP_IMP01
MSR_EXP01,FRA_IMP01
MSR_EXP01,GBR_IMP01
MSR_EXP01,GRC_IMP01
MSR_EXP01,HRV_IMP01
MSR_EXP01,ITA_IMP01
MSR_EXP01,LTU_IMP01
MSR_EXP01,NLD_IMP01
MSR_EXP01,POL_IMP01
MSR_EXP01,PRT_IMP01
MNE_EXP01,BGR_IMP01
MNE_EXP01,DNK_IMP01
MNE_EXP01,EST_IMP01
MNE_EXP01,FIN_IMP01
MNE_EXP01,DEU_IMP01
MNE_EXP01,IRL_IMP01
MNE_EXP01,LVA_IMP01
MNE_EXP01,MLT_IMP01
MNE_EXP01,ROU_IMP01
MNE_EXP01,SVN_IMP01
MNE_EXP01,SWE_IMP01
MNE_EXP01,NOR_IMP01
MNE_EXP01,BEL_IMP01
MNE_EXP01,CYP_IMP01
MNE_EXP01,ESP_IMP01
MNE_EXP01,FRA_IMP01
MNE_EXP01,GBR_IMP01
MNE_EXP01,GRC_IMP01
MNE_EXP01,HRV_IMP01
MNE_EXP01,ITA_IMP01
MNE_EXP01,LTU_IMP01
MNE_EXP01,NLD_IMP01
MNE_EXP01,POL_IMP01
MNE_EXP01,PRT_IMP01
MDA_EXP01,BGR_IMP01
MDA_EXP01,DNK_IMP01
MDA_EXP01,EST_IMP01
MDA_EXP01,FIN_IMP01
MDA_EXP01,DEU_IMP01
MDA_EXP01,IRL_IMP01
MDA_EXP01,LVA_IMP01
MDA_EXP01,MLT_IMP01
MDA_EXP01,ROU_IMP01
MDA_EXP01,SVN_IMP01
MDA_EXP01,SWE_IMP01
MDA_EXP01,NOR_IMP01
MDA_EXP01,BEL_IMP01
MDA_EXP01,CYP_IMP01
MDA_EXP01,ESP_IMP01
MDA_EXP01,FRA_IMP01
MDA_EXP01,GBR_IMP01
MDA_EXP01,GRC_IMP01
MDA_EXP01,HRV_IMP01
MDA_EXP01,ITA_IMP01
MDA_EXP01,LTU_IMP01
MDA_EXP01,NLD_IMP01
MDA_EXP01,POL_IMP01
MDA_EXP01,PRT_IMP01
MEX_EXP01,BGR_IMP01
MEX_EXP01,DNK_IMP01
MEX_EXP01,EST_IMP01
MEX_EXP01,FIN_IMP01
MEX_EXP01,DEU_IMP01
MEX_EXP01,IRL_IMP01
MEX_EXP01,LVA_IMP01
MEX_EXP01,MLT_IMP01
MEX_EXP01,ROU_IMP01
MEX_EXP01,SVN_IMP01
MEX_EXP01,SWE_IMP01
MEX_EXP01,NOR_IMP01
MEX_EXP01,BEL_IMP01
MEX_EXP01,CYP_IMP01
MEX_EXP01,ESP_IMP01
MEX_EXP01,FRA_IMP01
MEX_EXP01,GBR_IMP01
MEX_EXP01,GRC_IMP01
MEX_EXP01,HRV_IMP01
MEX_EXP01,ITA_IMP01
MEX_EXP01,LTU_IMP01
MEX_EXP01,NLD_IMP01
MEX_EXP01,POL_IMP01
MEX_EXP01,PRT_IMP01
MYT_EXP01,BGR_IMP01
MYT_EXP01,DNK_IMP01
MYT_EXP01,EST_IMP01
MYT_EXP01,FIN_IMP01
MYT_EXP01,DEU_IMP01
MYT_EXP01,IRL_IMP01
MYT_EXP01,LVA_IMP01
MYT_EXP01,MLT_IMP01
MYT_EXP01,ROU_IMP01
MYT_EXP01,SVN_IMP01
MYT_EXP01,SWE_IMP01
MYT_EXP01,NOR_IMP01
MYT_EXP01,BEL_IMP01
MYT_EXP01,CYP_IMP01
MYT_EXP01,ESP_IMP01
MYT_EXP01,FRA_IMP01
MYT_EXP01,GBR_IMP01
MYT_EXP01,GRC_IMP01
MYT_EXP01,HRV_IMP01
MYT_EXP01,ITA_IMP01
MYT_EXP01,LTU_IMP01
MYT_EXP01,NLD_IMP01
MYT_EXP01,POL_IMP01
MYT_EXP01,PRT_IMP01
MUS_EXP01,BGR_IMP01
MUS_EXP01,DNK_IMP01
MUS_EXP01,EST_IMP01
MUS_EXP01,FIN_IMP01
MUS_EXP01,DEU_IMP01
MUS_EXP01,IRL_IMP01
MUS_EXP01,LVA_IMP01
MUS_EXP01,MLT_IMP01
MUS_EXP01,ROU_IMP01
MUS_EXP01,SVN_IMP01
MUS_EXP01,SWE_IMP01
MUS_EXP01,NOR_IMP01
MUS_EXP01,BEL_IMP01
MUS_EXP01,CYP_IMP01
MUS_EXP01,ESP_IMP01
MUS_EXP01,FRA_IMP01
MUS_EXP01,GBR_IMP01
MUS_EXP01,GRC_IMP01
MUS_EXP01,HRV_IMP01
MUS_EXP01,ITA_IMP01
MUS_EXP01,LTU_IMP01
MUS_EXP01,NLD_IMP01
MUS_EXP01,POL_IMP01
MUS_EXP01,PRT_IMP01
MRT_EXP01,BGR_IMP01
MRT_EXP01,DNK_IMP01
MRT_EXP01,EST_IMP01
MRT_EXP01,FIN_IMP01
MRT_EXP01,DEU_IMP01
MRT_EXP01,IRL_IMP01
MRT_EXP01,LVA_IMP01
MRT_EXP01,MLT_IMP01
MRT_EXP01,ROU_IMP01
MRT_EXP01,SVN_IMP01
MRT_EXP01,SWE_IMP01
MRT_EXP01,NOR_IMP01
MRT_EXP01,BEL_IMP01
MRT_EXP01,CYP_IMP01
MRT_EXP01,ESP_IMP01
MRT_EXP01,FRA_IMP01
MRT_EXP01,GBR_IMP01
MRT_EXP01,GRC_IMP01
MRT_EXP01,HRV_IMP01
MRT_EXP01,ITA_IMP01
MRT_EXP01,LTU_IMP01
MRT_EXP01,NLD_IMP01
MRT_EXP01,POL_IMP01
MRT_EXP01,PRT_IMP01
MTQ_EXP01,BGR_IMP01
MTQ_EXP01,DNK_IMP01
MTQ_EXP01,EST_IMP01
MTQ_EXP01,FIN_IMP01
MTQ_EXP01,DEU_IMP01
MTQ_EXP01,IRL_IMP01
MTQ_EXP01,LVA_IMP01
MTQ_EXP01,MLT_IMP01
MTQ_EXP01,ROU_IMP01
MTQ_EXP01,SVN_IMP01
MTQ_EXP01,SWE_IMP01
MTQ_EXP01,NOR_IMP01
MTQ_EXP01,BEL_IMP01
MTQ_EXP01,CYP_IMP01
MTQ_EXP01,ESP_IMP01
MTQ_EXP01,FRA_IMP01
MTQ_EXP01,GBR_IMP01
MTQ_EXP01,GRC_IMP01
MTQ_EXP01,HRV_IMP01
MTQ_EXP01,ITA_IMP01
MTQ_EXP01,LTU_IMP01
MTQ_EXP01,NLD_IMP01
MTQ_EXP01,POL_IMP01
MTQ_EXP01,PRT_IMP01
MHL_EXP01,BGR_IMP01
MHL_EXP01,DNK_IMP01
MHL_EXP01,EST_IMP01
MHL_EXP01,FIN_IMP01
MHL_EXP01,DEU_IMP01
MHL_EXP01,IRL_IMP01
MHL_EXP01,LVA_IMP01
MHL_EXP01,MLT_IMP01
MHL_EXP01,ROU_IMP01
MHL_EXP01,SVN_IMP01
MHL_EXP01,SWE_IMP01
MHL_EXP01,NOR_IMP01
MHL_EXP01,BEL_IMP01
MHL_EXP01,CYP_IMP01
MHL_EXP01,ESP_IMP01
MHL_EXP01,FRA_IMP01
MHL_EXP01,GBR_IMP01
MHL_EXP01,GRC_IMP01
MHL_EXP01,HRV_IMP01
MHL_EXP01,ITA_IMP01
MHL_EXP01,LTU_IMP01
MHL_EXP01,NLD_IMP01
MHL_EXP01,POL_IMP01
MHL_EXP01,PRT_IMP01
MDV_EXP01,BGR_IMP01
MDV_EXP01,DNK_IMP01
MDV_EXP01,EST_IMP01
MDV_EXP01,FIN_IMP01
MDV_EXP01,DEU_IMP01
MDV_EXP01,IRL_IMP01
MDV_EXP01,LVA_IMP01
MDV_EXP01,MLT_IMP01
MDV_EXP01,ROU_IMP01
MDV_EXP01,SVN_IMP01
MDV_EXP01,SWE_IMP01
MDV_EXP01,NOR_IMP01
MDV_EXP01,BEL_IMP01
MDV_EXP01,CYP_IMP01
MDV_EXP01,ESP_IMP01
MDV_EXP01,FRA_IMP01
MDV_EXP01,GBR_IMP01
MDV_EXP01,GRC_IMP01
MDV_EXP01,HRV_IMP01
