Node_production,Node_export
USA_GXXXXX,USA_PORT0025
USA_GXXXXX,USA_PORT0026
USA_GXXXXX,USA_PORT0027
USA_GXXXXX,USA_PORT0028
USA_GXXXXX,USA_PORT0029
USA_GXXXXX,USA_PORT0030
USA_GXXXXX,USA_PORT0031
USA_GXXXXX,USA_PORT0032
USA_GXXXXX,USA_PORT0033
USA_GXXXXX,USA_PORT0034
USA_GXXXXX,USA_PORT0035
USA_GXXXXX,USA_PORT0036
USA_GXXXXX,USA_PORT0037
USA_GXXXXX,USA_PORT0038
USA_GXXXXX,USA_PORT0039
USA_GXXXXX,USA_PORT0040
USA_GXXXXX,USA_PORT0041
USA_GXXXXX,USA_PORT0042
USA_GXXXXX,USA_PORT0043
USA_GXXXXX,USA_PORT0044
USA_GXXXXX,USA_PORT0045
USA_GXXXXX,USA_PORT0046
USA_GXXXXX,USA_PORT0047
USA_GXXXXX,USA_PORT0048
VEN_GXXXXX,VEN_PORT0001
VNM_GXXXXX,VNM_PORT0001
VNM_GXXXXX,VNM_PORT0002
VNM_GXXXXX,VNM_PORT0003
VNM_GXXXXX,VNM_PORT0004
VNM_GXXXXX,VNM_PORT0005
VNM_GXXXXX,VNM_PORT0006
VNM_GXXXXX,VNM_PORT0007
YEM_GXXXXX,YEM_PORT0001
YEM_GXXXXX,YEM_PORT0002
