Sensitivity,Country,Cell,System,Electrolyser,Year,PV,Onshore,Lcoh
Electrolyser_Capex_P10,DEU,DEU_DE72,Hybrid,Alkaline,2030,2.1643841352305704,0.0,7.562380192595397
Wacc_M10,DEU,DEU_DE72,Hybrid,Alkaline,2020,2.193147921133489,0.0,8.910693695152816
Wacc_M10,DEU,DEU_DE72,Hybrid,Alkaline,2025,2.1830898411061863,0.0,7.8477169195667145
Wacc_M10,DEU,DEU_DE72,Hybrid,Alkaline,2030,2.148774119171586,0.0,6.978001089742435
Wacc_P10,DEU,DEU_DE72,Hybrid,Alkaline,2020,2.188127510245638,0.0,9.79806706393286
Wacc_P10,DEU,DEU_DE72,Hybrid,Alkaline,2025,2.173950001583156,0.0,8.62969163886298
Wacc_P10,DEU,DEU_DE72,Hybrid,Alkaline,2030,2.1409890523991955,0.0,7.674285251707862
Default,DEU,DEU_DE73,PV,PEM,2020,2.9762623537426505,0.0,16.195939239616315
Default,DEU,DEU_DE73,PV,PEM,2025,2.93824321590364,0.0,14.326669693117713
Default,DEU,DEU_DE73,PV,PEM,2030,2.8570608779882702,0.0,12.80097937564576
Res_Capex_M10,DEU,DEU_DE73,PV,PEM,2020,3.0581075274838465,0.0,15.709086090687212
Res_Capex_M10,DEU,DEU_DE73,PV,PEM,2025,3.008887755757428,0.0,13.891396709981485
Res_Capex_M10,DEU,DEU_DE73,PV,PEM,2030,2.9411590943870087,0.0,12.400350012738102
Res_Capex_C10,DEU,DEU_DE73,PV,PEM,2020,2.9413454902158707,0.0,16.412798796953428
Res_Capex_C10,DEU,DEU_DE73,PV,PEM,2025,2.898725013202082,0.0,14.520561346670556
Res_Capex_C10,DEU,DEU_DE73,PV,PEM,2030,2.832850523356798,0.0,12.97926001122412
PV_Capex_M10,DEU,DEU_DE73,PV,PEM,2020,3.058222940216911,0.0,15.698041820496123
PV_Capex_M10,DEU,DEU_DE73,PV,PEM,2025,3.009893108726942,0.0,13.881534584419272
PV_Capex_M10,DEU,DEU_DE73,PV,PEM,2030,2.9487813546403174,0.0,12.391264252466872
PV_Capex_C10,DEU,DEU_DE73,PV,PEM,2020,2.94122537943816,0.0,16.400261270947208
PV_Capex_C10,DEU,DEU_DE73,PV,PEM,2025,2.90286334897246,0.0,14.509348963632888
PV_Capex_C10,DEU,DEU_DE73,PV,PEM,2030,2.8402927770730457,0.0,12.96892814113229
Onshore_Capex_M10,DEU,DEU_DE73,PV,PEM,2020,2.983977301333738,0.0,16.171778456799657
Onshore_Capex_M10,DEU,DEU_DE73,PV,PEM,2025,2.9412002725004682,0.0,14.305054921312644
Onshore_Capex_M10,DEU,DEU_DE73,PV,PEM,2030,2.865219020354753,0.0,12.78114138365589
Onshore_Capex_P10,DEU,DEU_DE73,PV,PEM,2020,2.983977301333738,0.0,16.171778456799657
Onshore_Capex_P10,DEU,DEU_DE73,PV,PEM,2025,2.9412002725004682,0.0,14.305054921312644
Onshore_Capex_P10,DEU,DEU_DE73,PV,PEM,2030,2.865219020354753,0.0,12.78114138365589
Electrolyser_Capex_M10,DEU,DEU_DE73,PV,PEM,2020,2.8807956931609624,0.0,15.376736719780075
Electrolyser_Capex_M10,DEU,DEU_DE73,PV,PEM,2025,2.840783158073563,0.0,13.617706466018614
Electrolyser_Capex_M10,DEU,DEU_DE73,PV,PEM,2030,2.7993502714235774,0.0,12.185531595498542
Electrolyser_Capex_P10,DEU,DEU_DE73,PV,PEM,2020,3.020537222873827,0.0,16.526287076092885
Electrolyser_Capex_P10,DEU,DEU_DE73,PV,PEM,2025,2.9824907957373625,0.0,14.611192657883088
Electrolyser_Capex_P10,DEU,DEU_DE73,PV,PEM,2030,2.912498107467485,0.0,13.046926250537453
Wacc_M10,DEU,DEU_DE73,PV,PEM,2020,3.028685475772477,0.0,15.464331843630802
Wacc_M10,DEU,DEU_DE73,PV,PEM,2025,2.985134641750447,0.0,13.663179288360455
Wacc_M10,DEU,DEU_DE73,PV,PEM,2030,2.915529122554426,0.0,12.192396002828294
Wacc_P10,DEU,DEU_DE73,PV,PEM,2020,2.9585379475364006,0.0,16.465480840071237
Wacc_P10,DEU,DEU_DE73,PV,PEM,2025,2.916957624256611,0.0,14.57288598988473
Wacc_P10,DEU,DEU_DE73,PV,PEM,2030,2.8484410299716956,0.0,13.027968034213664
Default,DEU,DEU_DE73,PV,Alkaline,2020,2.2075750582699527,0.0,9.624373685189301
Default,DEU,DEU_DE73,PV,Alkaline,2025,2.1930365514469146,0.0,8.476898690801677
Default,DEU,DEU_DE73,PV,Alkaline,2030,2.1631981546643786,0.0,7.539263629248105
Res_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2020,2.2470310583230457,0.0,9.219857142519592
Res_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2025,2.2274138500113576,0.0,8.119678538501033
Res_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2030,2.202796477339777,0.0,7.213743177421789
Res_Capex_C10,DEU,DEU_DE73,PV,Alkaline,2020,2.188048628822085,0.0,9.805549508565509
Res_Capex_C10,DEU,DEU_DE73,PV,Alkaline,2025,2.1738028741375004,0.0,8.63682196626844
Res_Capex_C10,DEU,DEU_DE73,PV,Alkaline,2030,2.1504212705823083,0.0,7.685088485751559
PV_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2020,2.2470310583230457,0.0,9.210716854317328
PV_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2025,2.2308911055509295,0.0,8.111619678118084
PV_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2030,2.20368241192773,0.0,7.206391008466835
PV_Capex_C10,DEU,DEU_DE73,PV,Alkaline,2020,2.192546194419265,0.0,9.795045248501486
PV_Capex_C10,DEU,DEU_DE73,PV,Alkaline,2025,2.1740437599015614,0.0,8.627557153538667
PV_Capex_C10,DEU,DEU_DE73,PV,Alkaline,2030,2.150758221115102,0.0,7.676632589783972
Onshore_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2020,2.2073730495714057,0.0,9.604234849865781
Onshore_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2025,2.1977363895422286,0.0,8.45911460872658
Onshore_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2030,2.1646614336108105,0.0,7.523056968166619
Onshore_Capex_P10,DEU,DEU_DE73,PV,Alkaline,2020,2.2073730495714057,0.0,9.604234849865781
Onshore_Capex_P10,DEU,DEU_DE73,PV,Alkaline,2025,2.1977363895422286,0.0,8.45911460872658
Onshore_Capex_P10,DEU,DEU_DE73,PV,Alkaline,2030,2.1646614336108105,0.0,7.523056968166619
Electrolyser_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2020,2.1640343140623397,0.0,9.303323771784415
Electrolyser_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2025,2.1552409645541712,0.0,8.196580001113507
Electrolyser_Capex_M10,DEU,DEU_DE73,PV,Alkaline,2030,2.1318039951825183,0.0,7.295744617666566
Electrolyser_Capex_P10,DEU,DEU_DE73,PV,Alkaline,2020,2.2272333383079967,0.0,9.738487354466104
Electrolyser_Capex_P10,DEU,DEU_DE73,PV,Alkaline,2025,2.2162711241981015,0.0,8.576237290007581
Electrolyser_Capex_P10,DEU,DEU_DE73,PV,Alkaline,2030,2.18347178365958,0.0,7.6247116296620945
Wacc_M10,DEU,DEU_DE73,PV,Alkaline,2020,2.211586015980238,0.0,8.983241287678437
Wacc_M10,DEU,DEU_DE73,PV,Alkaline,2025,2.2011739337338465,0.0,7.911923863039528
Wacc_M10,DEU,DEU_DE73,PV,Alkaline,2030,2.1646567762667415,0.0,7.035910764423038
Wacc_P10,DEU,DEU_DE73,PV,Alkaline,2020,2.2060885526735774,0.0,9.878074916764511
Wacc_P10,DEU,DEU_DE73,PV,Alkaline,2025,2.1930894015028564,0.0,8.700497485674529
Wacc_P10,DEU,DEU_DE73,PV,Alkaline,2030,2.1631981546643786,0.0,7.738181005246326
Default,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.112147528544684,21.09835288091953
Default,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.9354401774071577,19.784690801062304
Default,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.742608071987841,18.536819266163544
Res_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.212425867687583,20.25091785334462
Res_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,4.035416276115964,19.000778417768668
Res_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.85163163067773,17.804531592475435
Res_Capex_C10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.0683692757951135,21.477369430424893
Res_Capex_C10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.8939220128350014,20.135387706336463
Res_Capex_C10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.713375797895925,18.864544572102268
PV_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.115389446236724,21.077256357490853
PV_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.9389517062191715,19.765173281864744
PV_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.744128380625322,18.518595259303506
PV_Capex_C10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.115389446236724,21.077256357490853
PV_Capex_C10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.9389517062191715,19.765173281864744
PV_Capex_C10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.744128380625322,18.518595259303506
Onshore_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.2140312359674725,20.231777932802295
Onshore_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,4.036836282045909,18.983072174515648
Onshore_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.8535900683185984,17.78798066075128
Onshore_Capex_P10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.06954867346446,21.455407680462777
Onshore_Capex_P10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.8943022999385044,20.11506599573758
Onshore_Capex_P10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.714410550892353,18.84554641868197
Electrolyser_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,3.9864934142678976,20.445444482089954
Electrolyser_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.7952786966798158,19.20465590084577
Electrolyser_Capex_M10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.5995089341903874,18.019820004776314
Electrolyser_Capex_P10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.18412988332193,21.326588645054475
Electrolyser_Capex_P10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,4.0059817949077114,19.98466880842444
Electrolyser_Capex_P10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.8182900817884176,18.71269001091943
Wacc_M10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.18412988332193,19.998224264024028
Wacc_M10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,4.008901279664379,18.698582866681086
Wacc_M10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.8241418869639237,17.47101214361487
Wacc_P10,DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.088330616867027,21.517416865434953
Wacc_P10,DEU,DEU_DE73,Onshore,PEM,2025,0.0,3.906399495533251,20.20464496011387
Wacc_P10,DEU,DEU_DE73,Onshore,PEM,2030,0.0,3.7267503627097565,18.953586996572696
Default,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.720305426333738,15.487823213694938
Default,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.569863874613671,14.49518289386366
Default,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.4804671475944713,13.516546610809417
Res_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.7888277525321685,14.758527838318477
Res_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.670111824114514,13.830840928006705
Res_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.527841531744457,12.902811178425447
Res_Capex_C10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.6797615360266036,15.814697782278788
Res_Capex_C10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.5434037060964396,14.792805531514771
Res_Capex_C10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.458911538210442,13.792021932934004
PV_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.7209808261684914,15.469634608676866
PV_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.570236716050274,14.478631493533117
PV_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.4806303061627064,13.501229790573516
PV_Capex_C10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.7209808261684914,15.469634608676866
PV_Capex_C10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.570236716050274,14.478631493533117
PV_Capex_C10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.4806303061627064,13.501229790573516
Onshore_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.7909981082922286,14.742065481030506
Onshore_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.6720628627097565,13.815817353978584
Onshore_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.528732763706932,12.888971444387598
Onshore_Capex_P10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.684014490650409,15.79574875778969
Onshore_Capex_P10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.5459188934002115,14.775545059000693
Onshore_Capex_P10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.4618683035778943,13.77604300877667
Electrolyser_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.5882667917089077,15.181650426273858
Electrolyser_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.495911497803993,14.21846992354452
Electrolyser_Capex_M10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.419446288013205,13.270775491812444
Electrolyser_Capex_P10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.755462825147681,15.570225611611965
Electrolyser_Capex_P10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.6184361373396596,14.56979024736355
Electrolyser_Capex_P10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.503991048984276,13.581469604260553
Wacc_M10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.721901538000692,14.493007136697493
Wacc_M10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.5799485779819573,13.535735930393015
Wacc_M10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.4874251362507493,12.595526975215673
Wacc_P10,DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.720305426333738,15.8812557610123
Wacc_P10,DEU,DEU_DE73,Onshore,Alkaline,2025,0.0,2.568765389936604,14.87811404215784
Wacc_P10,DEU,DEU_DE73,Onshore,Alkaline,2030,0.0,2.476636292896802,13.886515937083953
Default,DEU,DEU_DE73,Hybrid,PEM,2020,2.4940991610747765,1.5030478163481953,15.296488500911472
Default,DEU,DEU_DE73,Hybrid,PEM,2025,2.564319685907646,1.263560456623869,13.902968808260423
Default,DEU,DEU_DE73,Hybrid,PEM,2030,2.6195910268392635,1.0242341106538637,12.69641351503246
Res_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2020,2.545003906021547,1.5754520406895673,14.724754917620528
Res_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2025,2.637526483530922,1.2980767060270395,13.390332114988949
Res_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2030,2.6502330525559405,1.1217802164304223,12.225585106412666
Res_Capex_C10,DEU,DEU_DE73,Hybrid,PEM,2020,2.4877556659066618,1.4604162004413725,15.551406533208143
Res_Capex_C10,DEU,DEU_DE73,Hybrid,PEM,2025,2.546595098945628,1.2479002242873067,14.13171869895364
Res_Capex_C10,DEU,DEU_DE73,Hybrid,PEM,2030,2.6117589712137756,0.9266876989602928,12.905008364477936
PV_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2020,2.642601279665413,1.376287308909525,14.988416290459481
PV_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2025,2.685655168120235,1.2041766070131952,13.607892378494729
PV_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2030,2.83547714795713,0.39018442310623375,12.379920800585507
PV_Capex_C10,DEU,DEU_DE73,Hybrid,PEM,2020,2.462264091867683,1.5360948789050817,15.409070922678493
PV_Capex_C10,DEU,DEU_DE73,Hybrid,PEM,2025,2.527586621337758,1.2861200732963578,14.01298592479826
PV_Capex_C10,DEU,DEU_DE73,Hybrid,PEM,2030,2.5475975278117002,1.1111700173792278,12.805641474780062
Onshore_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2020,2.445689752872105,1.6637615012040765,14.98179885129777
Onshore_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2025,2.5032796082486306,1.3964677251330369,13.64290383583397
Onshore_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2030,2.5317921236899523,1.230164778404376,12.470938743789791
Onshore_Capex_P10,DEU,DEU_DE73,Hybrid,PEM,2020,2.5442613661207525,1.406289691612051,15.399432298534082
Onshore_Capex_P10,DEU,DEU_DE73,Hybrid,PEM,2025,2.6126282649960726,1.2164910221531076,13.986493691932047
Onshore_Capex_P10,DEU,DEU_DE73,Hybrid,PEM,2030,2.7324778765549445,0.5567309064028361,12.75031318668783
Electrolyser_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2020,2.4814556426790286,1.3628661177436534,14.703943439743112
Electrolyser_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2025,2.5254086009803114,1.1868109536147946,13.374091933845053
Electrolyser_Capex_M10,DEU,DEU_DE73,Hybrid,PEM,2030,2.7512396802459564,0.2023178490180471,12.181878393191145
Electrolyser_Capex_P10,DEU,DEU_DE73,Hybrid,PEM,2020,2.502959387916413,1.5574259419201757,15.516736710535326
Electrolyser_Capex_P10,DEU,DEU_DE73,Hybrid,PEM,2025,2.610190319416516,1.29076152778562,14.100478855100409
Electrolyser_Capex_P10,DEU,DEU_DE73,Hybrid,PEM,2030,2.6297557019499815,1.1110760396730335,12.872768416480092
Wacc_M10,DEU,DEU_DE73,Hybrid,PEM,2020,2.5262078571870545,1.5503533853282259,14.530897010717698
Wacc_M10,DEU,DEU_DE73,Hybrid,PEM,2025,2.610487335376834,1.2909842897558583,13.186522917042934
Wacc_M10,DEU,DEU_DE73,Hybrid,PEM,2030,2.631182988362807,1.1217802164304223,12.023636680740987
Wacc_P10,DEU,DEU_DE73,Hybrid,PEM,2020,2.4903081468156425,1.4701414427592374,15.58426806121185
Wacc_P10,DEU,DEU_DE73,Hybrid,PEM,2025,2.559650168631118,1.2514551340623596,14.174629842004347
Wacc_P10,DEU,DEU_DE73,Hybrid,PEM,2030,2.6297557019499815,0.9588168167326845,12.951523946004356
Default,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.2064008080894246,0.0,9.624377697098632
Default,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.192906595665731,0.0,8.476898802755573
Default,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1634698829777173,0.0,7.539262629422947
Res_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.2422056258361702,0.0,9.219858481533578
Res_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.2269963202744307,0.0,8.119678654662888
Res_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.202464529136976,0.0,7.21374313607958
Res_Capex_C10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.1883595539646366,0.0,9.805549474884083
Res_Capex_C10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.1737620461707676,0.0,8.636822072673558
Res_Capex_C10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.150518072747182,0.0,7.685088009388353
PV_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.245417020265028,0.0,9.210720044610916
PV_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.2312102342114386,0.0,8.11161956932909
PV_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.2050961791027013,0.0,7.206389998840248
PV_Capex_C10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.1921279439611676,0.0,9.795045797845995
PV_Capex_C10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.173950001583156,0.0,8.627556872588789
PV_Capex_C10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1507060281595702,0.0,7.676632836184304
Onshore_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.2076544242813125,0.0,9.60423627893038
Onshore_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.1973084650151273,0.0,8.45911575557762
Onshore_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1643841352305704,0.0,7.523057090444124
Onshore_Capex_P10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.207661293251266,0.0,9.604235442280185
Onshore_Capex_P10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.1976182960656976,0.0,8.459114925194012
Onshore_Capex_P10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1646061811283945,0.0,7.523056625514135
Electrolyser_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.1645976154520485,0.0,9.30332182063212
Electrolyser_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.1550916544486367,0.0,8.196579512697218
Electrolyser_Capex_M10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1320998200926833,0.0,7.295744065299611
Electrolyser_Capex_P10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.2250781888822613,0.0,9.738499307548397
Electrolyser_Capex_P10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.2142397326848657,0.0,8.576239202001469
Electrolyser_Capex_P10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1837732098586358,0.0,7.624711723862508
Wacc_M10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.2119842677362027,0.0,8.983240643062876
Wacc_M10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.2022928167849174,0.0,7.911923169025261
Wacc_M10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.1662821168888593,0.0,7.0359109794952195
Wacc_P10,DEU,DEU_DE73,Hybrid,Alkaline,2020,2.2064008080894246,0.0,9.878074326579775
Wacc_P10,DEU,DEU_DE73,Hybrid,Alkaline,2025,2.193147921133489,0.0,8.700498515670128
Wacc_P10,DEU,DEU_DE73,Hybrid,Alkaline,2030,2.163046983299843,0.0,7.738181283889877
Default,DEU,DEU_DE80,PV,PEM,2020,2.99269677350555,0.0,16.617199079792925
Default,DEU,DEU_DE80,PV,PEM,2025,2.9584813325771635,0.0,14.699929188287141
Default,DEU,DEU_DE80,PV,PEM,2030,2.923394925892353,0.0,13.137404425832687
Res_Capex_M10,DEU,DEU_DE80,PV,PEM,2020,3.0958566589794403,0.0,16.114962941637973
Res_Capex_M10,DEU,DEU_DE80,PV,PEM,2025,3.030431262710743,0.0,14.252044707363332
Res_Capex_M10,DEU,DEU_DE80,PV,PEM,2030,2.958650478038047,0.0,12.723236385403512
Res_Capex_C10,DEU,DEU_DE80,PV,PEM,2020,2.95866046816269,0.0,16.84021655892737
Res_Capex_C10,DEU,DEU_DE80,PV,PEM,2025,2.9411724213657577,0.0,14.900045728284146
Res_Capex_C10,DEU,DEU_DE80,PV,PEM,2030,2.8890418229713077,0.0,13.32251407414016
PV_Capex_M10,DEU,DEU_DE80,PV,PEM,2020,3.0960665664259626,0.0,16.103551355074092
PV_Capex_M10,DEU,DEU_DE80,PV,PEM,2025,3.0389090817061515,0.0,14.241878874903811
PV_Capex_M10,DEU,DEU_DE80,PV,PEM,2030,2.965184934288203,0.0,12.713882431568221
PV_Capex_C10,DEU,DEU_DE80,PV,PEM,2020,2.9586264500658457,0.0,16.827308212560144
PV_Capex_C10,DEU,DEU_DE80,PV,PEM,2025,2.94137586168604,0.0,14.888451162165762
PV_Capex_C10,DEU,DEU_DE80,PV,PEM,2030,2.8890418229713077,0.0,13.311807069071381
Onshore_Capex_M10,DEU,DEU_DE80,PV,PEM,2020,2.993948393862922,0.0,16.59235373912748
Onshore_Capex_M10,DEU,DEU_DE80,PV,PEM,2025,2.9585379475364006,0.0,14.677693799806013
Onshore_Capex_M10,DEU,DEU_DE80,PV,PEM,2030,2.923394925892353,0.0,13.11680413160527
Onshore_Capex_P10,DEU,DEU_DE80,PV,PEM,2020,2.993948393862922,0.0,16.59235373912748
Onshore_Capex_P10,DEU,DEU_DE80,PV,PEM,2025,2.9585379475364006,0.0,14.677693799806013
Onshore_Capex_P10,DEU,DEU_DE80,PV,PEM,2030,2.923394925892353,0.0,13.11680413160527
Electrolyser_Capex_M10,DEU,DEU_DE80,PV,PEM,2020,2.9325142956825543,0.0,15.779520427878724
Electrolyser_Capex_M10,DEU,DEU_DE80,PV,PEM,2025,2.90286334897246,0.0,13.97720006564725
Electrolyser_Capex_M10,DEU,DEU_DE80,PV,PEM,2030,2.8411752497524727,0.0,12.510452635533488
Electrolyser_Capex_P10,DEU,DEU_DE80,PV,PEM,2020,3.048674261442457,0.0,16.955040874767906
Electrolyser_Capex_P10,DEU,DEU_DE80,PV,PEM,2025,2.993532932903511,0.0,14.991219621208907
Electrolyser_Capex_P10,DEU,DEU_DE80,PV,PEM,2030,2.9490821432119674,0.0,13.387516794261579
Wacc_M10,DEU,DEU_DE80,PV,PEM,2020,3.0645086520199527,0.0,15.865286687911917
Wacc_M10,DEU,DEU_DE80,PV,PEM,2025,2.9941553951079127,0.0,14.01849938249515
Wacc_M10,DEU,DEU_DE80,PV,PEM,2030,2.9499733751744426,0.0,12.510544504295037
Wacc_P10,DEU,DEU_DE80,PV,PEM,2020,2.973497095770199,0.0,16.89403001651293
Wacc_P10,DEU,DEU_DE80,PV,PEM,2025,2.94974931930427,0.0,14.953101264190849
Wacc_P10,DEU,DEU_DE80,PV,PEM,2030,2.9070372259912247,0.0,13.371550741727313
Default,DEU,DEU_DE80,PV,Alkaline,2020,2.221939972912713,0.0,9.930073695559715
Default,DEU,DEU_DE80,PV,Alkaline,2025,2.207573612202522,0.0,8.74641284987549
Default,DEU,DEU_DE80,PV,Alkaline,2030,2.1671271979448647,0.0,7.7795092304274895
Res_Capex_M10,DEU,DEU_DE80,PV,Alkaline,2020,2.267662525345517,0.0,9.511020158565538
Res_Capex_M10,DEU,DEU_DE80,PV,Alkaline,2025,2.257299967517485,0.0,8.376636534455175
Res_Capex_M10,DEU,DEU_DE80,PV,Alkaline,2030,2.2172564002534143,0.0,7.442922273066514
Res_Capex_C10,DEU,DEU_DE80,PV,Alkaline,2020,2.202509448762382,0.0,10.117448013032433
Res_Capex_C10,DEU,DEU_DE80,PV,Alkaline,2025,2.188086677630139,0.0,8.911809338187224
Res_Capex_C10,DEU,DEU_DE80,PV,Alkaline,2030,2.1459804843908614,0.0,7.9299309906443
PV_Capex_M10,DEU,DEU_DE80,PV,Alkaline,2020,2.2715141068293576,0.0,9.501550535107425
PV_Capex_M10,DEU,DEU_DE80,PV,Alkaline,2025,2.2575509072000886,0.0,8.368277405488474
PV_Capex_M10,DEU,DEU_DE80,PV,Alkaline,2030,2.217382571827609,0.0,7.435317026061687
PV_Capex_C10,DEU,DEU_DE80,PV,Alkaline,2020,2.2026803143424827,0.0,10.10658717893736
