Turbine_type,Wind_speed,Load_factor
Vestas_V80,26.0,0.0
Vestas_V80,26.1,0.0
Vestas_V80,26.2,0.0
Vestas_V80,26.3,0.0
Vestas_V80,26.4,0.0
Vestas_V80,26.5,0.0
Vestas_V80,26.6,0.0
Vestas_V80,26.7,0.0
Vestas_V80,26.8,0.0
Vestas_V80,26.9,0.0
Vestas_V80,27.0,0.0
Vestas_V80,27.1,0.0
Vestas_V80,27.2,0.0
Vestas_V80,27.3,0.0
Vestas_V80,27.4,0.0
Vestas_V80,27.5,0.0
Vestas_V80,27.6,0.0
Vestas_V80,27.7,0.0
Vestas_V80,27.8,0.0
Vestas_V80,27.9,0.0
Vestas_V80,28.0,0.0
Vestas_V80,28.1,0.0
Vestas_V80,28.2,0.0
Vestas_V80,28.3,0.0
Vestas_V80,28.4,0.0
Vestas_V80,28.5,0.0
Vestas_V80,28.6,0.0
Vestas_V80,28.7,0.0
Vestas_V80,28.8,0.0
Vestas_V80,28.9,0.0
Vestas_V80,29.0,0.0
Vestas_V80,29.1,0.0
Vestas_V80,29.2,0.0
Vestas_V80,29.3,0.0
Vestas_V80,29.4,0.0
Vestas_V80,29.5,0.0
Vestas_V80,29.6,0.0
Vestas_V80,29.7,0.0
Vestas_V80,29.8,0.0
Vestas_V80,29.9,0.0
Vestas_V80,30.0,0.0
Vestas_V80,30.1,0.0
Vestas_V80,30.2,0.0
Vestas_V80,30.3,0.0
Vestas_V80,30.4,0.0
Vestas_V80,30.5,0.0
Vestas_V80,30.6,0.0
Vestas_V80,30.7,0.0
Vestas_V80,30.8,0.0
Vestas_V80,30.9,0.0
Vestas_V80,31.0,0.0
Vestas_V80,31.1,0.0
Vestas_V80,31.2,0.0
Vestas_V80,31.3,0.0
Vestas_V80,31.4,0.0
Vestas_V80,31.5,0.0
Vestas_V80,31.6,0.0
Vestas_V80,31.7,0.0
Vestas_V80,31.8,0.0
Vestas_V80,31.9,0.0
Vestas_V80,32.0,0.0
Vestas_V80,32.1,0.0
Vestas_V80,32.2,0.0
Vestas_V80,32.3,0.0
Vestas_V80,32.4,0.0
Vestas_V80,32.5,0.0
Vestas_V80,32.6,0.0
Vestas_V80,32.7,0.0
Vestas_V80,32.8,0.0
Vestas_V80,32.9,0.0
Vestas_V80,33.0,0.0
Vestas_V80,33.1,0.0
Vestas_V80,33.2,0.0
Vestas_V80,33.3,0.0
Vestas_V80,33.4,0.0
Vestas_V80,33.5,0.0
Vestas_V80,33.6,0.0
Vestas_V80,33.7,0.0
Vestas_V80,33.8,0.0
Vestas_V80,33.9,0.0
Vestas_V80,34.0,0.0
Vestas_V80,34.1,0.0
Vestas_V80,34.2,0.0
Vestas_V80,34.3,0.0
Vestas_V80,34.4,0.0
Vestas_V80,34.5,0.0
Vestas_V80,34.6,0.0
Vestas_V80,34.7,0.0
Vestas_V80,34.8,0.0
Vestas_V80,34.9,0.0
Vestas_V80,35.0,0.0
Vestas_V80,35.1,0.0
Vestas_V80,35.2,0.0
Vestas_V80,35.3,0.0
Vestas_V80,35.4,0.0
Vestas_V80,35.5,0.0
Vestas_V80,35.6,0.0
Vestas_V80,35.7,0.0
Vestas_V80,35.8,0.0
Vestas_V80,35.9,0.0
Vestas_V80,36.0,0.0
Vestas_V80,36.1,0.0
Vestas_V80,36.2,0.0
Vestas_V80,36.3,0.0
Vestas_V80,36.4,0.0
Vestas_V80,36.5,0.0
Vestas_V80,36.6,0.0
Vestas_V80,36.7,0.0
Vestas_V80,36.8,0.0
Vestas_V80,36.9,0.0
Vestas_V80,37.0,0.0
Vestas_V80,37.1,0.0
Vestas_V80,37.2,0.0
Vestas_V80,37.3,0.0
Vestas_V80,37.4,0.0
Vestas_V80,37.5,0.0
Vestas_V80,37.6,0.0
Vestas_V80,37.7,0.0
Vestas_V80,37.8,0.0
Vestas_V80,37.9,0.0
Vestas_V80,38.0,0.0
Vestas_V80,38.1,0.0
Vestas_V80,38.2,0.0
Vestas_V80,38.3,0.0
Vestas_V80,38.4,0.0
Vestas_V80,38.5,0.0
Vestas_V80,38.6,0.0
Vestas_V80,38.7,0.0
Vestas_V80,38.8,0.0
Vestas_V80,38.9,0.0
Vestas_V80,39.0,0.0
Vestas_V80,39.1,0.0
Vestas_V80,39.2,0.0
Vestas_V80,39.3,0.0
Vestas_V80,39.4,0.0
Vestas_V80,39.5,0.0
Vestas_V80,39.6,0.0
Vestas_V80,39.7,0.0
Vestas_V80,39.8,0.0
Vestas_V80,39.9,0.0
Vestas_V80,40.0,0.0
