Sensitivity,Country,Cell,System,Electrolyser,Year,Optimization,PV,Onshore,Lcoh,H2_volume,Unit
Default,FRA,FRA_FR10,PV,Alkaline,2030,Lcoh,2.1407337209763635,0.0,6.345634408780156,45235.04045307447,288.9410338896276
Default,FRA,FRA_FR10,Onshore,Alkaline,2030,Lcoh,0.0,2.3204619253608096,7.125123907219057,68171.92681403282,261.33480523310374
Default,FRA,FRA_FR10,Hybrid,Alkaline,2030,Lcoh,1.7350461783176732,1.2154440030740106,6.024500247889861,74787.28218538455,207.9286035269709
Default,FRA,FRA_FR21,PV,Alkaline,2030,Lcoh,2.1852785910102237,0.0,6.397190275907163,45447.47441700864,603.2994228730615
Default,FRA,FRA_FR21,Onshore,Alkaline,2030,Lcoh,0.0,2.0781631490769494,6.161423954086014,72473.8100985396,621.9563549680145
Default,FRA,FRA_FR21,Hybrid,Alkaline,2030,Lcoh,1.574074716055937,1.4463772391319014,5.537498147406611,85729.82573405336,432.34281360719103
Default,FRA,FRA_FR22,PV,Alkaline,2030,Lcoh,2.1852785910102237,0.0,6.3901852293248895,45497.37291742749,457.05421896398025
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Lcoh,0.0,2.1258854309650768,5.877120407421639,77302.76498877308,460.61121264762835
Default,FRA,FRA_FR22,Hybrid,Alkaline,2030,Lcoh,1.476660578480454,1.4132787741159958,5.400498831484483,85417.80447377643,342.26204953003395
Default,FRA,FRA_FR23,PV,Alkaline,2030,Lcoh,2.1407337209763635,0.0,6.2507608202904805,45922.71471857519,295.1441714478492
Default,FRA,FRA_FR23,Onshore,Alkaline,2030,Lcoh,0.0,1.9600897098513947,5.326193116589183,80263.81136725626,316.0244912203345
Default,FRA,FRA_FR23,Hybrid,Alkaline,2030,Lcoh,1.3355123044836876,1.4314194082148117,5.012498809154402,90293.43773863466,226.01019386885636
Default,FRA,FRA_FR24,PV,Alkaline,2030,Lcoh,2.1407337209763635,0.0,6.152641265213819,46656.26176154125,946.8002857300762
Default,FRA,FRA_FR24,Onshore,Alkaline,2030,Lcoh,0.0,2.1518699384848285,6.117203219610871,74952.83716312841,923.4318298045735
Default,FRA,FRA_FR24,Hybrid,Alkaline,2030,Lcoh,1.5739641106822704,1.3650602777856329,5.476498461484635,84276.0555911327,683.2855107935578
Default,FRA,FRA_FR25,PV,Alkaline,2030,Lcoh,2.1153147245019635,0.0,6.111405714863049,46626.56694655796,430.2447822687343
Default,FRA,FRA_FR25,Onshore,Alkaline,2030,Lcoh,0.0,1.9149003827857947,5.15335710036869,81538.29631251568,465.9552903212616
Default,FRA,FRA_FR25,Hybrid,Alkaline,2030,Lcoh,1.3010558603768148,1.490225075631872,4.874499783322714,94225.82235288816,322.60743009358634
Default,FRA,FRA_FR26,PV,Alkaline,2030,Lcoh,2.0976515297167633,0.0,6.132219048149477,46229.12387761496,776.0619293835541
Default,FRA,FRA_FR26,Onshore,Alkaline,2030,Lcoh,0.0,2.0892993665854145,5.811246221203236,77159.34858010583,763.8865756052979
Default,FRA,FRA_FR26,Hybrid,Alkaline,2030,Lcoh,1.4890149120957104,1.3790066833924561,5.265498828560655,86750.68881248473,562.200069482913
Default,FRA,FRA_FR30,PV,Alkaline,2030,Lcoh,2.1852785910102237,0.0,6.290123385086716,46222.28718470457,291.732099164352
Default,FRA,FRA_FR30,Onshore,Alkaline,2030,Lcoh,0.0,2.039280589911591,5.531259902356497,79605.20341911216,306.488279118371
Default,FRA,FRA_FR30,Hybrid,Alkaline,2030,Lcoh,1.3830529746882712,1.405400735876377,5.174498946761667,87407.66416611803,226.34544270477895
Default,FRA,FRA_FR41,PV,Alkaline,2030,Lcoh,2.1117911556809257,0.0,6.2743968705673,45366.82512274879,574.3090861867272
