Country,Cell,System,Electrolyser,Year,PV,Onshore,Lcoh
FRA,FRA_FR30,PV,PEM,2020,2.9940082704274666,0.0,15.807627131465802
FRA,FRA_FR30,PV,Alkaline,2020,2.2224365187185176,0.0,9.396142379579741
FRA,FRA_FR30,Onshore,PEM,2020,0.0,2.9869539490590826,11.59716302088344
FRA,FRA_FR30,Onshore,Alkaline,2020,0.0,2.0977080980082974,8.02606050591193
FRA,FRA_FR30,Hybrid,PEM,2020,1.4960302341763911,2.2776895519328098,10.814599590633621
FRA,FRA_FR30,Hybrid,Alkaline,2020,1.3716868971530605,1.483819004844745,7.530147517310986
FRA,FRA_FR41,PV,PEM,2020,2.8985400906214935,0.0,15.838259394265542
FRA,FRA_FR41,PV,Alkaline,2020,2.173623942908307,0.0,9.379914081882964
FRA,FRA_FR41,Onshore,PEM,2020,0.0,3.562661024971619,15.339907701583455
FRA,FRA_FR41,Onshore,Alkaline,2020,0.0,2.422034372626838,10.989251416410246
FRA,FRA_FR41,Hybrid,PEM,2020,9.102191759263611,5.795224598260491,10.0
FRA,FRA_FR41,Hybrid,Alkaline,2020,1.8131888965318985,1.2012157291587777,8.94569594764022
FRA,FRA_FR42,PV,PEM,2020,2.865450489049781,0.0,15.304255519050097
FRA,FRA_FR42,PV,Alkaline,2020,2.190926405853588,0.0,9.046717868439025
FRA,FRA_FR42,Onshore,PEM,2020,0.0,4.436693387197609,21.364760239700033
FRA,FRA_FR42,Onshore,Alkaline,2020,0.0,2.965482703654839,15.96610492535526
FRA,FRA_FR42,Hybrid,PEM,2020,7.9672986585147,3.3333333333333335,10.0
FRA,FRA_FR42,Hybrid,Alkaline,2020,9.780659967608708,5.555555555555555,10.0
FRA,FRA_FR43,PV,PEM,2020,2.857253616921311,0.0,15.29386936270583
FRA,FRA_FR43,PV,Alkaline,2020,2.15433264752221,0.0,9.017635335762108
FRA,FRA_FR43,Onshore,PEM,2020,0.0,3.8655363781420693,18.49524074011357
FRA,FRA_FR43,Onshore,Alkaline,2020,0.0,2.585127243871348,13.416863477789942
FRA,FRA_FR43,Hybrid,PEM,2020,9.378500142063547,3.3333333333333335,10.0
FRA,FRA_FR43,Hybrid,Alkaline,2020,2.1539546402255456,0.0,9.017635995895441
FRA,FRA_FR51,PV,PEM,2020,2.9136129866647664,0.0,15.046413296616555
FRA,FRA_FR51,PV,Alkaline,2020,2.169088588402346,0.0,8.896745014827529
FRA,FRA_FR51,Onshore,PEM,2020,0.0,2.823986245670867,10.851606220540578
FRA,FRA_FR51,Onshore,Alkaline,2020,0.0,2.1008684685290255,7.454028614565825
FRA,FRA_FR51,Hybrid,PEM,2020,1.433338384376924,2.2920921430027197,10.121175826800865
FRA,FRA_FR51,Hybrid,Alkaline,2020,1.316872427983539,1.5288575894010588,7.062442243883459
FRA,FRA_FR52,PV,PEM,2020,2.9326689787649616,0.0,15.190213010462662
FRA,FRA_FR52,PV,Alkaline,2020,2.166781367228481,0.0,8.986587893089828
FRA,FRA_FR52,Onshore,PEM,2020,0.0,3.085213868599722,11.470570815732954
FRA,FRA_FR52,Onshore,Alkaline,2020,0.0,2.177932714135639,7.998609408132995
FRA,FRA_FR52,Hybrid,PEM,2020,1.5067418560474397,2.3276138305889433,10.627600849659583
FRA,FRA_FR52,Hybrid,Alkaline,2020,1.4251951001133296,1.446785914997559,7.431269929676364
FRA,FRA_FR53,PV,PEM,2020,2.8692353423684835,0.0,14.847692245876704
FRA,FRA_FR53,PV,Alkaline,2020,2.10085544282372,0.0,8.732108207773576
FRA,FRA_FR53,Onshore,PEM,2020,0.0,2.8537917787232967,11.188235521886515
FRA,FRA_FR53,Onshore,Alkaline,2020,0.0,2.111503465484358,7.695996927853736
FRA,FRA_FR53,Hybrid,PEM,2020,1.5064599229288567,2.2291486883573657,10.255112576711218
FRA,FRA_FR53,Hybrid,Alkaline,2020,1.3769183227978758,1.4887265255568827,7.150368751190724
FRA,FRA_FR61,PV,PEM,2020,2.7856608830203378,0.0,14.265632016174512
FRA,FRA_FR61,PV,Alkaline,2020,2.1053604517705953,0.0,8.358188021385123
FRA,FRA_FR61,Onshore,PEM,2020,0.0,4.495815141413999,18.189464171400267
FRA,FRA_FR61,Onshore,Alkaline,2020,0.0,3.06061600567773,13.625967074652225
FRA,FRA_FR61,Hybrid,PEM,2020,8.253383935170726,5.555555555555555,10.0
FRA,FRA_FR61,Hybrid,Alkaline,2020,2.105434103702547,0.0,8.358188411428884
FRA,FRA_FR62,PV,PEM,2020,2.746702386353803,0.0,14.125475665504226
FRA,FRA_FR62,PV,Alkaline,2020,2.0529349193159785,0.0,8.233322900651885
FRA,FRA_FR62,Onshore,PEM,2020,0.0,3.0123252999490457,12.76464399322071
FRA,FRA_FR62,Onshore,Alkaline,2020,0.0,2.128149875861146,8.859449397167108
FRA,FRA_FR62,Hybrid,PEM,2020,9.025423790763764,6.530131764791792,10.0
FRA,FRA_FR62,Hybrid,Alkaline,2020,1.553300204596387,1.107892979957675,7.7596027134190395
FRA,FRA_FR63,PV,PEM,2020,2.7752372067061515,0.0,15.01913392454859
FRA,FRA_FR63,PV,Alkaline,2020,2.0574254049716956,0.0,8.755304609784096
FRA,FRA_FR63,Onshore,PEM,2020,0.0,3.129875549457305,12.621750137059177
FRA,FRA_FR63,Onshore,Alkaline,2020,0.0,2.2951969028740447,8.852649715056126
FRA,FRA_FR63,Hybrid,PEM,2020,7.499429960054796,8.056422611461079,10.0
FRA,FRA_FR63,Hybrid,Alkaline,2020,1.5324834084735228,1.392976917435357,7.779370727916311
FRA,FRA_FR71,PV,PEM,2020,2.777792183840125,0.0,14.224541414913553
FRA,FRA_FR71,PV,Alkaline,2020,2.11184772397246,0.0,8.355725397108737
FRA,FRA_FR71,Onshore,PEM,2020,0.0,2.9859283399289804,13.126047556609594
FRA,FRA_FR71,Onshore,Alkaline,2020,0.0,2.1800819443340984,9.102986033648344
FRA,FRA_FR71,Hybrid,PEM,2020,9.42376116227862,5.839156075947262,10.0
FRA,FRA_FR71,Hybrid,Alkaline,2020,1.5950483321715394,1.0718721808346188,8.000846433743598
FRA,FRA_FR72,PV,PEM,2020,2.8002643424747475,0.0,14.604509311227112
FRA,FRA_FR72,PV,Alkaline,2020,2.0875861326233833,0.0,8.568927534198526
FRA,FRA_FR72,Onshore,PEM,2020,0.0,3.240022659301758,13.564276546887001
FRA,FRA_FR72,Onshore,Alkaline,2020,0.0,2.1459804843908614,9.489625185017097
FRA,FRA_FR72,Hybrid,PEM,2020,9.900957178245125,5.596793277590989,10.0
FRA,FRA_FR72,Hybrid,Alkaline,2020,1.6155080619575872,1.1406620262667626,8.03242705054454
FRA,FRA_FR81,PV,PEM,2020,2.5774446615078976,0.0,13.37568180493106
FRA,FRA_FR81,PV,Alkaline,2020,1.972528686275614,0.0,7.710692190210455
FRA,FRA_FR81,Onshore,PEM,2020,0.0,2.8433552706820784,12.027626817634621
FRA,FRA_FR81,Onshore,Alkaline,2020,0.0,2.016925616257781,8.225487133513704
FRA,FRA_FR81,Hybrid,PEM,2020,8.406774221823392,7.148781333732164,10.0
FRA,FRA_FR81,Hybrid,Alkaline,2020,1.4815093008097924,1.06397511671098,7.33552947079297
FRA,FRA_FR82,PV,PEM,2020,2.5253120494092025,0.0,13.242765361073214
FRA,FRA_FR82,PV,Alkaline,2020,1.972015968310643,0.0,7.626165706577449
FRA,FRA_FR82,Onshore,PEM,2020,0.0,2.42129526645045,11.07696392612304
FRA,FRA_FR82,Onshore,Alkaline,2020,0.0,1.8073837175766598,7.346525006319232
FRA,FRA_FR82,Hybrid,PEM,2020,1.495323564744834,1.7896343074372574,9.988191758375766
FRA,FRA_FR82,Hybrid,Alkaline,2020,1.316872427983539,1.2837601886741457,6.731129059396242
FRA,FRA_FR83,PV,PEM,2020,2.6166734470426434,0.0,13.177552255074675
FRA,FRA_FR83,PV,Alkaline,2020,1.9868642583219298,0.0,7.613308539833226
FRA,FRA_FR83,Onshore,PEM,2020,0.0,2.7419872607593234,18.093794150057203
FRA,FRA_FR83,Onshore,Alkaline,2020,0.0,1.8887439829366959,12.23011211041425
FRA,FRA_FR83,Hybrid,PEM,2020,9.610112592854085,3.3333333333333335,10.0
FRA,FRA_FR83,Hybrid,Alkaline,2020,1.9861972762106548,0.0,7.613313445324569
DEU,DEU_DE11,PV,PEM,2020,2.9154429892974845,0.0,15.533940213722307
DEU,DEU_DE11,PV,Alkaline,2020,2.1787938632823565,0.0,9.198044970349914
DEU,DEU_DE11,Onshore,PEM,2020,0.0,4.016094571124928,21.426375974586335
DEU,DEU_DE11,Onshore,Alkaline,2020,0.0,2.6491523444292397,15.728528031576657
DEU,DEU_DE11,Hybrid,PEM,2020,8.358112591700563,3.3333333333333335,10.0
DEU,DEU_DE11,Hybrid,Alkaline,2020,2.178539826344941,0.0,9.198044682332762
DEU,DEU_DE12,PV,PEM,2020,2.932452806331308,0.0,15.640865809647435
DEU,DEU_DE12,PV,Alkaline,2020,2.1832587014033322,0.0,9.257896133348973
DEU,DEU_DE12,Onshore,PEM,2020,0.0,3.8799377835107536,21.004784700406905
DEU,DEU_DE12,Onshore,Alkaline,2020,0.0,2.5787086993477843,15.267625451022354
DEU,DEU_DE12,Hybrid,PEM,2020,8.550653499558685,3.3333333333333335,10.0
DEU,DEU_DE12,Hybrid,Alkaline,2020,2.1822602848107673,0.0,9.257898624705447
DEU,DEU_DE13,PV,PEM,2020,2.8653581665185976,0.0,15.330759072604359
DEU,DEU_DE13,PV,Alkaline,2020,2.1412806462955474,0.0,9.040439190435784
DEU,DEU_DE13,Onshore,PEM,2020,0.0,4.703340045525692,27.966060803222287
DEU,DEU_DE13,Onshore,Alkaline,2020,0.0,2.8710325110455543,21.011201528974293
DEU,DEU_DE13,Hybrid,PEM,2020,7.845660167200917,0.0,10.0
DEU,DEU_DE13,Hybrid,Alkaline,2020,8.334947109925821,4.998386223407513,10.0
DEU,DEU_DE14,PV,PEM,2020,2.8819840024442627,0.0,15.199846659298645
DEU,DEU_DE14,PV,Alkaline,2020,2.17728171015124,0.0,8.997925649189519
DEU,DEU_DE14,Onshore,PEM,2020,0.0,3.694612830877304,22.158024291482267
DEU,DEU_DE14,Onshore,Alkaline,2020,0.0,2.54662143683033,16.00090694444731
DEU,DEU_DE14,Hybrid,PEM,2020,8.215555936962334,3.3333333333333335,10.0
DEU,DEU_DE14,Hybrid,Alkaline,2020,2.1773264552355673,0.0,8.997925566455315
DEU,DEU_DE21,PV,PEM,2020,2.994160052451982,0.0,15.345868993656504
DEU,DEU_DE21,PV,Alkaline,2020,2.221939972912713,0.0,9.133101190239925
DEU,DEU_DE21,Onshore,PEM,2020,0.0,3.7665176256353234,20.44382199675288
DEU,DEU_DE21,Onshore,Alkaline,2020,0.0,2.540275906551071,14.80593293514494
DEU,DEU_DE21,Hybrid,PEM,2020,9.005011954552053,3.3333333333333335,10.0
DEU,DEU_DE21,Hybrid,Alkaline,2020,2.2199488783361687,0.0,9.133108113527493
DEU,DEU_DE22,PV,PEM,2020,2.976096309406185,0.0,15.49495690317861
DEU,DEU_DE22,PV,Alkaline,2020,2.188086677630139,0.0,9.202190101337568
DEU,DEU_DE22,Onshore,PEM,2020,0.0,3.7301392146939323,20.37076743195794
DEU,DEU_DE22,Onshore,Alkaline,2020,0.0,2.5321458680051894,14.685659188891716
DEU,DEU_DE22,Hybrid,PEM,2020,8.906157122200343,3.3333333333333335,10.0
DEU,DEU_DE22,Hybrid,Alkaline,2020,2.1870531478266764,0.0,9.202191872498263
DEU,DEU_DE23,PV,PEM,2020,2.923803162222045,0.0,15.605595459058867
DEU,DEU_DE23,PV,Alkaline,2020,2.178731924107079,0.0,9.246559721395633
DEU,DEU_DE23,Onshore,PEM,2020,0.0,3.546297401189804,18.970154019299255
DEU,DEU_DE23,Onshore,Alkaline,2020,0.0,2.46804439485024,13.586437424508041
DEU,DEU_DE23,Hybrid,PEM,2020,9.381356600244416,3.3333333333333335,10.0
DEU,DEU_DE23,Hybrid,Alkaline,2020,2.178317064374703,0.0,9.246559403896077
DEU,DEU_DE24,PV,PEM,2020,2.9071721201997915,0.0,15.796548751405279
DEU,DEU_DE24,PV,Alkaline,2020,2.1363307724787717,0.0,9.333789765088671
DEU,DEU_DE24,Onshore,PEM,2020,0.0,3.6333961993477843,17.779880192174456
DEU,DEU_DE24,Onshore,Alkaline,2020,0.0,2.5484023806884233,12.812322167937975
DEU,DEU_DE24,Hybrid,PEM,2020,9.521556456723177,3.3333333333333335,10.0
DEU,DEU_DE24,Hybrid,Alkaline,2020,2.1359285414561544,0.0,9.333791203248389
DEU,DEU_DE25,PV,PEM,2020,2.940928213847475,0.0,15.673256853309356
DEU,DEU_DE25,PV,Alkaline,2020,2.193134894113873,0.0,9.28907065096104
DEU,DEU_DE25,Onshore,PEM,2020,0.0,3.5703727047530265,18.121486035375177
DEU,DEU_DE25,Onshore,Alkaline,2020,0.0,2.4652129411697388,12.999381592854146
DEU,DEU_DE25,Hybrid,PEM,2020,7.732365589237564,5.600967744095768,10.0
DEU,DEU_DE25,Hybrid,Alkaline,2020,2.1921279439611676,0.0,9.289080226945943
DEU,DEU_DE26,PV,PEM,2020,2.894987845356809,0.0,15.753295685552171
DEU,DEU_DE26,PV,Alkaline,2020,2.172255974644761,0.0,9.31122913322902
DEU,DEU_DE26,Onshore,PEM,2020,0.0,3.431763127757264,17.777951684863517
DEU,DEU_DE26,Onshore,Alkaline,2020,0.0,2.3077441560129754,12.629184743231647
DEU,DEU_DE26,Hybrid,PEM,2020,7.922508967898008,5.410824365435325,10.0
DEU,DEU_DE26,Hybrid,Alkaline,2020,2.1219577692445677,0.23721368025014286,9.304507300171538
DEU,DEU_DE27,PV,PEM,2020,2.9393255273744856,0.0,15.139285174926254
DEU,DEU_DE27,PV,Alkaline,2020,2.1740568599787995,0.0,8.978131225464544
DEU,DEU_DE27,Onshore,PEM,2020,0.0,3.693017238132832,21.754019379199754
DEU,DEU_DE27,Onshore,Alkaline,2020,0.0,2.4586253819484227,15.723128406301381
DEU,DEU_DE27,Hybrid,PEM,2020,8.40922118161595,3.3333333333333335,10.0
DEU,DEU_DE27,Hybrid,Alkaline,2020,2.174077843169592,0.0,8.97813121119032
DEU,DEU_DE30,PV,PEM,2020,3.030429952202399,0.0,16.516459866675273
DEU,DEU_DE30,PV,Alkaline,2020,2.236868096803022,0.0,9.858549586763408
DEU,DEU_DE30,Onshore,PEM,2020,0.0,3.9527386041098085,20.058557336699383
DEU,DEU_DE30,Onshore,Alkaline,2020,0.0,2.7419872607593234,14.706127926934478
DEU,DEU_DE30,Hybrid,PEM,2020,8.217240574362263,3.3333333333333335,10.0
DEU,DEU_DE30,Hybrid,Alkaline,2020,2.237130829701679,0.0,9.858548508174033
DEU,DEU_DE40,PV,PEM,2020,3.0486860899907313,0.0,16.268979684232633
DEU,DEU_DE40,PV,Alkaline,2020,2.2727753770772425,0.0,9.751203179766229
DEU,DEU_DE40,Onshore,PEM,2020,0.0,3.4782488126868305,15.883668100666721
DEU,DEU_DE40,Onshore,Alkaline,2020,0.0,2.4121316263748978,11.354205318518412
DEU,DEU_DE40,Hybrid,PEM,2020,7.1398029233591025,6.934271150714972,10.0
DEU,DEU_DE40,Hybrid,Alkaline,2020,1.8848990801491936,1.1602706631997222,9.30166084752109
DEU,DEU_DE50,PV,PEM,2020,3.086319463106875,0.0,17.09719832334479
DEU,DEU_DE50,PV,Alkaline,2020,2.188238151383268,0.0,10.189243448295432
DEU,DEU_DE50,Onshore,PEM,2020,0.0,3.00295367637747,13.47007540702158
DEU,DEU_DE50,Onshore,Alkaline,2020,0.0,2.1739274955199406,9.36345684292375
DEU,DEU_DE50,Hybrid,PEM,2020,9.66593467505001,5.694528668952428,10.0
DEU,DEU_DE50,Hybrid,Alkaline,2020,1.5475340541423972,1.4130822729542971,8.54868775139694
DEU,DEU_DE60,PV,PEM,2020,3.105554012192729,0.0,17.119822885217914
DEU,DEU_DE60,PV,Alkaline,2020,2.232152971208542,0.0,10.247844731032453
DEU,DEU_DE60,Onshore,PEM,2020,0.0,3.49296259313028,16.125890554948857
DEU,DEU_DE60,Onshore,Alkaline,2020,0.0,2.5073514455974877,11.554379875090508
DEU,DEU_DE60,Hybrid,PEM,2020,6.921325601373513,6.412304747920138,10.0
DEU,DEU_DE60,Hybrid,Alkaline,2020,1.810217780654801,1.1762093202399462,9.64507392052195
DEU,DEU_DE71,PV,PEM,2020,2.8986169144395815,0.0,15.778233419321193
DEU,DEU_DE71,PV,Alkaline,2020,2.1553244197333408,0.0,9.336611925507396
DEU,DEU_DE71,Onshore,PEM,2020,0.0,4.323515183758322,23.710718696224262
DEU,DEU_DE71,Onshore,Alkaline,2020,0.0,2.793304398859398,17.58975212657301
DEU,DEU_DE71,Hybrid,PEM,2020,0.0,5.555555555555555,10.0
DEU,DEU_DE71,Hybrid,Alkaline,2020,2.7893587519767,9.02888716620313,10.0
DEU,DEU_DE72,PV,PEM,2020,2.906950099502141,0.0,16.104398041820197
DEU,DEU_DE72,PV,Alkaline,2020,2.188219063793365,0.0,9.546468898287026
DEU,DEU_DE72,Onshore,PEM,2020,0.0,4.006699186200242,21.359292987867352
DEU,DEU_DE72,Onshore,Alkaline,2020,0.0,2.660439643028628,15.674673178401294
DEU,DEU_DE72,Hybrid,PEM,2020,7.699153464412119,3.3333333333333335,10.0
DEU,DEU_DE72,Hybrid,Alkaline,2020,9.323514373529935,5.555555555555555,10.0
DEU,DEU_DE73,PV,PEM,2020,2.9762623537426505,0.0,16.195939239616315
DEU,DEU_DE73,PV,Alkaline,2020,2.2075750582699527,0.0,9.624373685189301
DEU,DEU_DE73,Onshore,PEM,2020,0.0,4.112147528544684,21.09835288091953
DEU,DEU_DE73,Onshore,Alkaline,2020,0.0,2.720305426333738,15.487823213694938
DEU,DEU_DE73,Hybrid,PEM,2020,7.701810364994648,3.3333333333333335,10.0
DEU,DEU_DE73,Hybrid,Alkaline,2020,9.21263918989946,5.684480151664325,10.0
DEU,DEU_DE80,PV,PEM,2020,2.99269677350555,0.0,16.617199079792925
DEU,DEU_DE80,PV,Alkaline,2020,2.221939972912713,0.0,9.930073695559715
DEU,DEU_DE80,Onshore,PEM,2020,0.0,2.878490201231536,12.437432608093603
DEU,DEU_DE80,Onshore,Alkaline,2020,0.0,2.05200702271555,8.536344480636433
DEU,DEU_DE80,Hybrid,PEM,2020,8.399745472547611,7.155810083007944,10.0
DEU,DEU_DE80,Hybrid,Alkaline,2020,1.4302606144990613,1.521842898711534,7.979342026495751
DEU,DEU_DE91,PV,PEM,2020,2.9884368181228638,0.0,16.299973250615412
DEU,DEU_DE91,PV,Alkaline,2020,2.2272239212389637,0.0,9.708460504529837
DEU,DEU_DE91,Onshore,PEM,2020,0.0,3.56641369360577,17.400367316716746
DEU,DEU_DE91,Onshore,Alkaline,2020,0.0,2.4951187050045167,12.470778851947209
DEU,DEU_DE91,Hybrid,PEM,2020,9.471686980267243,3.3333333333333335,10.0
DEU,DEU_DE91,Hybrid,Alkaline,2020,2.015944249932595,0.7740333660700769,9.61713447112112
DEU,DEU_DE92,PV,PEM,2020,3.030429952202399,0.0,16.572393558630424
DEU,DEU_DE92,PV,Alkaline,2020,2.2470310583230457,0.0,9.909960670407944
DEU,DEU_DE92,Onshore,PEM,2020,0.0,3.429588917979345,15.744216152247306
DEU,DEU_DE92,Onshore,Alkaline,2020,0.0,2.413853012248529,11.21920211487571
DEU,DEU_DE92,Hybrid,PEM,2020,5.6654207628798865,7.668209586413764,10.0
DEU,DEU_DE92,Hybrid,Alkaline,2020,1.8326800250752844,1.1696835166608859,9.319145234253158
DEU,DEU_DE93,PV,PEM,2020,3.105544022068086,0.0,16.84563680607904
DEU,DEU_DE93,PV,Alkaline,2020,2.2624866619772566,0.0,10.092882565952797
DEU,DEU_DE93,Onshore,PEM,2020,0.0,3.340092275375174,14.806097012395009
DEU,DEU_DE93,Onshore,Alkaline,2020,0.0,2.388491963805362,10.506299943898645
DEU,DEU_DE93,Hybrid,PEM,2020,8.679221461296791,5.888679773271111,10.0
DEU,DEU_DE93,Hybrid,Alkaline,2020,1.73406750307416,1.2489033607280988,9.110183639532277
DEU,DEU_DE94,PV,PEM,2020,3.0960208252023085,0.0,16.764566809083867
DEU,DEU_DE94,PV,Alkaline,2020,2.2934592662133673,0.0,10.048643690750767
DEU,DEU_DE94,Onshore,PEM,2020,0.0,2.57869335326927,11.77710681890851
DEU,DEU_DE94,Onshore,Alkaline,2020,0.0,1.9402956468593497,7.929700619868938
DEU,DEU_DE94,Hybrid,PEM,2020,8.589780336707827,6.965775218847727,10.0
DEU,DEU_DE94,Hybrid,Alkaline,2020,1.2994140386754092,1.5853260629138242,7.604226843779044
DEU,DEU_DEA1,PV,PEM,2020,3.034631498157978,0.0,16.482379339435738
DEU,DEU_DEA1,PV,Alkaline,2020,2.207565172876097,0.0,9.818383437359113
DEU,DEU_DEA1,Onshore,PEM,2020,0.0,3.3978987009235664,15.729902067384106
DEU,DEU_DEA1,Onshore,Alkaline,2020,0.0,2.323695905506611,11.173294130038709
DEU,DEU_DEA1,Hybrid,PEM,2020,5.664789603964211,7.668543729369121,10.0
DEU,DEU_DEA1,Hybrid,Alkaline,2020,1.8251603583064977,1.1842977841749271,9.200137362684773
DEU,DEU_DEA2,PV,PEM,2020,3.0114891405510846,0.0,16.28746107305495
DEU,DEU_DEA2,PV,Alkaline,2020,2.197881444868623,0.0,9.69617775375894
DEU,DEU_DEA2,Onshore,PEM,2020,0.0,3.304751235780034,15.508658036767015
DEU,DEU_DEA2,Onshore,Alkaline,2020,0.0,2.2505546271440835,10.92463924691088
DEU,DEU_DEA2,Hybrid,PEM,2020,7.337813766760257,6.736260307313818,10.0
DEU,DEU_DEA2,Hybrid,Alkaline,2020,1.814701821579767,1.2269440115846806,8.988382044540282
DEU,DEU_DEA3,PV,PEM,2020,3.0769305609223663,0.0,16.670636769689388
DEU,DEU_DEA3,PV,Alkaline,2020,2.257299967517485,0.0,9.967188493966505
DEU,DEU_DEA3,Onshore,PEM,2020,0.0,3.5027024140578042,16.231285492109016
DEU,DEU_DEA3,Onshore,Alkaline,2020,0.0,2.436811814183848,11.635629062587409
DEU,DEU_DEA3,Hybrid,PEM,2020,6.163533833038412,7.169799500294921,10.0
DEU,DEU_DEA3,Hybrid,Alkaline,2020,1.8752257576134546,1.1217802164304223,9.50859054408073
DEU,DEU_DEA4,PV,PEM,2020,3.0395593899038786,0.0,16.641090894130627
DEU,DEU_DEA4,PV,Alkaline,2020,2.2470310583230457,0.0,9.934240680423349
DEU,DEU_DEA4,Onshore,PEM,2020,0.0,3.8911124497639062,18.56830623436066
DEU,DEU_DEA4,Onshore,Alkaline,2020,0.0,2.672365184029287,13.550540392862374
DEU,DEU_DEA4,Hybrid,PEM,2020,8.755905872813562,3.3333333333333335,10.0
DEU,DEU_DEA4,Hybrid,Alkaline,2020,2.2467216492517514,0.0,9.934240935781753
DEU,DEU_DEA5,PV,PEM,2020,3.000739502858778,0.0,16.586568753584032
DEU,DEU_DEA5,PV,Alkaline,2020,2.2076840056709894,0.0,9.874915557398811
DEU,DEU_DEA5,Onshore,PEM,2020,0.0,4.118751168898055,19.92188783903072
DEU,DEU_DEA5,Onshore,Alkaline,2020,0.0,2.798292007185533,14.666560295109294
DEU,DEU_DEA5,Hybrid,PEM,2020,8.189856841285462,3.3333333333333335,10.0
DEU,DEU_DEA5,Hybrid,Alkaline,2020,2.2074570947785475,0.0,9.874915813943785
DEU,DEU_DEB1,PV,PEM,2020,2.9155675448614393,0.0,15.968497968113246
DEU,DEU_DEB1,PV,Alkaline,2020,2.1740972691068254,0.0,9.464960925822089
DEU,DEU_DEB1,Onshore,PEM,2020,0.0,3.834298259719462,20.38731222118617
DEU,DEU_DEB1,Onshore,Alkaline,2020,0.0,2.3928318559054356,14.753804660166463
DEU,DEU_DEB1,Hybrid,PEM,2020,8.22202975277771,3.3333333333333335,10.0
DEU,DEU_DEB1,Hybrid,Alkaline,2020,2.174168258642131,0.0,9.464961798031029
DEU,DEU_DEB2,PV,PEM,2020,2.9063869177934976,0.0,16.209026138909245
DEU,DEU_DEB2,PV,Alkaline,2020,2.159220405669667,0.0,9.587752064773271
DEU,DEU_DEB2,Onshore,PEM,2020,0.0,3.7398013771613448,19.723764237368506
DEU,DEU_DEB2,Onshore,Alkaline,2020,0.0,2.3458962960719902,14.16775291397534
DEU,DEU_DEB2,Hybrid,PEM,2020,8.287001522758413,3.3333333333333335,10.0
DEU,DEU_DEB2,Hybrid,Alkaline,2020,2.15733783764854,0.0,9.587757951808818
DEU,DEU_DEB3,PV,PEM,2020,2.9156255487556297,0.0,15.726748190623516
DEU,DEU_DEB3,PV,Alkaline,2020,2.1784519191351137,0.0,9.328113851669285
DEU,DEU_DEB3,Onshore,PEM,2020,0.0,3.7791047210939337,20.440935349781704
DEU,DEU_DEB3,Onshore,Alkaline,2020,0.0,2.406761526487744,14.733655647029083
DEU,DEU_DEB3,Hybrid,PEM,2020,8.463945849979522,3.3333333333333335,10.0
DEU,DEU_DEB3,Hybrid,Alkaline,2020,2.178317064374703,0.0,9.328113118308886
DEU,DEU_DEC0,PV,PEM,2020,2.8952264203290667,0.0,16.105245185644797
DEU,DEU_DEC0,PV,Alkaline,2020,2.1552238794846854,0.0,9.513722699388369
DEU,DEU_DEC0,Onshore,PEM,2020,0.0,3.6584064823644913,20.569353653588657
DEU,DEU_DEC0,Onshore,Alkaline,2020,0.0,2.308129954909385,14.678983054060101
DEU,DEU_DEC0,Hybrid,PEM,2020,8.169851337079354,3.3333333333333335,10.0
DEU,DEU_DEC0,Hybrid,Alkaline,2020,2.155082372699877,0.0,9.513722784014226
DEU,DEU_DED2,PV,PEM,2020,3.021182103129559,0.0,16.014401432070187
DEU,DEU_DED2,PV,Alkaline,2020,2.2422256265571505,0.0,9.558349516101648
DEU,DEU_DED2,Onshore,PEM,2020,0.0,3.3648321918245214,16.386859239993303
DEU,DEU_DED2,Onshore,Alkaline,2020,0.0,2.3235639856457935,11.611823487765912
DEU,DEU_DED2,Hybrid,PEM,2020,6.418501119453387,6.915129229840264,10.0
DEU,DEU_DED2,Hybrid,Alkaline,2020,1.9139758803391498,1.1119125572800221,9.263243206721622
DEU,DEU_DED4,PV,PEM,2020,3.014833778142929,0.0,15.916016813741813
DEU,DEU_DED4,PV,Alkaline,2020,2.241327613592148,0.0,9.489521661073063
DEU,DEU_DED4,Onshore,PEM,2020,0.0,3.58094341121614,18.15861424223253
DEU,DEU_DED4,Onshore,Alkaline,2020,0.0,2.5083038693770696,13.023014395632496
DEU,DEU_DED4,Hybrid,PEM,2020,9.484243772323016,3.3333333333333335,10.0
DEU,DEU_DED4,Hybrid,Alkaline,2020,2.24164685311726,0.0,9.489520596350088
DEU,DEU_DED5,PV,PEM,2020,3.008887755757428,0.0,15.964401622750428
DEU,DEU_DED5,PV,Alkaline,2020,2.2223230144600237,0.0,9.524868612810648
DEU,DEU_DED5,Onshore,PEM,2020,0.0,3.199874286212328,16.39042209347266
DEU,DEU_DED5,Onshore,Alkaline,2020,0.0,2.2382430344124393,11.501639136482265
DEU,DEU_DED5,Hybrid,PEM,2020,6.413691868349824,6.919641464983508,10.0
DEU,DEU_DED5,Hybrid,Alkaline,2020,1.907310805207652,1.1157029914298584,9.135775775951318
DEU,DEU_DEE0,PV,PEM,2020,3.012103330204816,0.0,15.970164221243742
DEU,DEU_DEE0,PV,Alkaline,2020,2.2777707922955543,0.0,9.547007478324684
DEU,DEU_DEE0,Onshore,PEM,2020,0.0,3.4795334396716715,16.765681081223843
DEU,DEU_DEE0,Onshore,Alkaline,2020,0.0,2.4112246274307836,11.960235711243287
