Sensitivity,Country,Cell,System,Electrolyser,Year,Optimization,PV,Onshore,Lcoh,H2_volume,Unit
Default,FRA,FRA_FR22,Onshore,Alkaline,2025,Lcoh,0.0,2.1602221016161773,7.94497315595924,75898.04514016461,453.2898101422781
Default,FRA,FRA_FR22,Onshore,Alkaline,2025,Volume,0.0,1.0305753539514977,9.195696873423543,39757.54145445303,950.1553307598648
Default,FRA,FRA_FR22,Onshore,Alkaline,2025,Profit,0.0,1.467337474706518,8.240958224087178,55501.969783475484,667.3356901094625
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Lcoh,0.0,2.09826326041486,7.3854644933941875,76746.90308027466,466.67483760505115
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Volume,0.0,1.0305753539514977,8.413320752871185,41097.68330123235,950.1553307598648
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Profit,0.0,1.420041564051513,7.647520034502508,55756.535318254,689.5619755755464
Default,FRA,FRA_FR22,Hybrid,PEM,2020,Lcoh,1.5922373171130866,2.36036832577128,11.211497440883445,100285.98923770546,249.70937323461595
Default,FRA,FRA_FR22,Hybrid,PEM,2020,Volume,0.0,1.0305500443171078,17.883499448560972,37225.24818281246,950.1786659527239
Default,FRA,FRA_FR22,Hybrid,PEM,2020,Profit,0.5193224359590517,2.220243419339771,11.907047020137734,81966.06846868219,358.7648358279483
Default,FRA,FRA_FR22,Hybrid,PEM,2025,Lcoh,1.6387795177572346,2.1986091540176864,10.316498624877319,99191.07995963415,257.33005432449727
Default,FRA,FRA_FR22,Hybrid,PEM,2025,Volume,0.0,1.0305500443171078,16.161830296009107,37820.852153737455,950.1786659527239
Default,FRA,FRA_FR22,Hybrid,PEM,2025,Profit,0.2636814018158043,2.1757908315263603,11.326860076202804,77580.37728507975,402.25356688441167
Default,FRA,FRA_FR22,Hybrid,PEM,2030,Lcoh,1.6699258223785138,2.084721346852584,9.522497835167437,98690.15900195586,263.09297367787394
Default,FRA,FRA_FR22,Hybrid,PEM,2030,Volume,0.0,1.0305500443171078,14.628269907455204,38416.45612466246,950.1786659527239
Default,FRA,FRA_FR22,Hybrid,PEM,2030,Profit,0.0,2.1186398979712875,10.892645898591441,72272.03100830736,462.18645615255025
Default,FRA,FRA_FR22,Hybrid,Alkaline,2020,Lcoh,1.4781849266681935,1.4773745522285437,7.857499113170225,81833.07210454949,334.5912926036694
Default,FRA,FRA_FR22,Hybrid,Alkaline,2020,Volume,0.0,1.0305500443171078,10.012327089340266,38416.45612466246,950.1786659527239
Default,FRA,FRA_FR22,Hybrid,Alkaline,2020,Profit,0.0,1.5292964157153386,8.829987477063183,55565.02198955035,640.2988042371887
Default,FRA,FRA_FR22,Hybrid,Alkaline,2025,Lcoh,1.5361413964718298,1.3956200638332785,7.192498076647476,83205.13397199831,337.46650690055736
Default,FRA,FRA_FR22,Hybrid,Alkaline,2025,Volume,0.0,1.0305500443171078,9.195788920933111,39756.5650592437,950.1786659527239
Default,FRA,FRA_FR22,Hybrid,Alkaline,2025,Profit,0.0,1.467318220424568,8.240978938313216,55501.33925006114,667.3444469485405
Default,FRA,FRA_FR22,Hybrid,Alkaline,2030,Lcoh,1.5713898299184133,1.326937496675897,6.59949752489552,84441.86433220506,341.482575099155
Default,FRA,FRA_FR22,Hybrid,Alkaline,2030,Volume,0.0,1.0305500443171078,8.413399877784684,41096.67399382495,950.1786659527239
Default,FRA,FRA_FR22,Hybrid,Alkaline,2030,Profit,0.0,1.4200629929650028,7.647497896095387,55757.27684065711,689.5515700062205
Default,FRA,FRA_FR23,PV,PEM,2020,Lcoh,3.014777209851395,0.0,15.750924127230425,49517.57948036598,209.57604373000555
Default,FRA,FRA_FR23,PV,PEM,2020,Volume,1.3404310310813294,0.0,20.9345653054424,28415.38842148488,471.35963411585976
Default,FRA,FRA_FR23,PV,PEM,2020,Profit,2.4813828307044057,0.0,15.934719922229277,45246.211701994376,254.62619977453457
Default,FRA,FRA_FR23,PV,PEM,2025,Lcoh,2.9762942160102237,0.0,13.933440181101343,50036.884003985986,212.28582744585415
Default,FRA,FRA_FR23,PV,PEM,2025,Volume,1.3404310310813294,0.0,18.389807610195515,28870.03463622864,471.35963411585976
Default,FRA,FRA_FR23,PV,PEM,2025,Profit,2.2830930158811915,0.0,14.249498115055037,43982.45695510344,276.7408405934694
Default,FRA,FRA_FR23,PV,PEM,2030,Lcoh,2.9137236441108096,0.0,12.450421756805817,50361.71270217953,216.84454585975539
Default,FRA,FRA_FR23,PV,PEM,2030,Volume,1.3404498871785075,0.0,16.255516925975527,29325.093366811718,471.35300350389
Default,FRA,FRA_FR23,PV,PEM,2030,Profit,2.164494448602227,0.0,12.817818861500502,43332.95358189823,291.9042276943958
Default,FRA,FRA_FR23,PV,Alkaline,2020,Lcoh,2.1783953508435796,0.0,9.34324413787715,43498.12520418683,290.0415115756499
Default,FRA,FRA_FR23,PV,Alkaline,2020,Volume,1.3404498871785075,0.0,10.70026628794365,29325.093366811718,471.35300350389
Default,FRA,FRA_FR23,PV,Alkaline,2020,Profit,1.7543751961639762,0.0,9.591103832314746,37487.03120681302,360.142506431666
Default,FRA,FRA_FR23,PV,Alkaline,2025,Lcoh,2.1852785910102237,0.0,8.229129449506187,45098.904283222,289.12793223126585
Default,FRA,FRA_FR23,PV,Alkaline,2025,Volume,1.3404498871785075,0.0,9.399449889473324,30348.061740072593,471.35300350389
Default,FRA,FRA_FR23,PV,Alkaline,2025,Profit,1.7182148261213703,0.0,8.481337284333652,38160.452817534715,367.72181846102256
Default,FRA,FRA_FR23,PV,Alkaline,2030,Lcoh,2.1474104216957026,0.0,7.317480621496578,46135.82339184026,294.2265130058926
Default,FRA,FRA_FR23,PV,Alkaline,2030,Volume,1.3404498871785075,0.0,8.30355310349966,31371.030113333465,471.35300350389
Default,FRA,FRA_FR23,PV,Alkaline,2030,Profit,1.6750368405684462,0.0,7.5695904114703,38636.38186291737,377.2007069131816
Default,FRA,FRA_FR23,Onshore,PEM,2020,Lcoh,0.0,2.8345327640506137,11.293589020933911,92895.58070801884,218.53208442608053
Default,FRA,FRA_FR23,Onshore,PEM,2020,Volume,0.0,1.0191923179198952,16.006289701438643,41440.197578837615,607.7718036240983
Default,FRA,FRA_FR23,Onshore,PEM,2020,Profit,0.0,2.0924700353546095,11.664686342849217,76419.65478256223,296.03117026095174
Default,FRA,FRA_FR23,Onshore,PEM,2025,Lcoh,0.0,2.751105334851395,10.487999122652665,92758.47186807322,225.15908258942034
Default,FRA,FRA_FR23,Onshore,PEM,2025,Volume,0.0,1.0192300301142514,14.460944328943388,42104.79864587391,607.7493156599437
Default,FRA,FRA_FR23,Onshore,PEM,2025,Profit,0.0,1.9619517177325332,10.887753289813343,74119.98421525992,315.72456534144226
Default,FRA,FRA_FR23,Onshore,PEM,2030,Lcoh,0.0,2.63986876258577,9.737787991506044,91924.74797961887,234.646646864088
Default,FRA,FRA_FR23,Onshore,PEM,2030,Volume,0.0,1.0192488862114295,13.084970188039865,42768.65756094658,607.7380723019072
Default,FRA,FRA_FR23,Onshore,PEM,2030,Profit,0.0,1.8559985421552088,10.145333867675392,72236.06291302179,333.74829733578497
Default,FRA,FRA_FR23,Onshore,Alkaline,2020,Lcoh,0.0,2.024724772005079,7.7363842542773416,77029.98756217131,305.93607677777067
Default,FRA,FRA_FR23,Onshore,Alkaline,2020,Volume,0.0,1.0192488862114295,8.93729827336594,42768.65756094658,607.7380723019072
Default,FRA,FRA_FR23,Onshore,Alkaline,2020,Profit,0.0,1.4082662781978668,8.046016817603094,57782.06747615581,439.8574068639077
Default,FRA,FRA_FR23,Onshore,Alkaline,2025,Lcoh,0.0,1.9798874298664437,7.204906818890549,78433.81192225448,312.864430551885
Default,FRA,FRA_FR23,Onshore,Alkaline,2025,Volume,0.0,1.0192300301142514,8.206412879719943,44259.768655308406,607.7493156599437
Default,FRA,FRA_FR23,Onshore,Alkaline,2025,Profit,0.0,1.3625852695609701,7.491201073802983,58118.104404755955,454.6037353695924
Default,FRA,FRA_FR23,Onshore,Alkaline,2030,Lcoh,0.0,1.9002840973059343,6.684682150993503,78661.01476871292,325.97039262717914
Default,FRA,FRA_FR23,Onshore,Alkaline,2030,Volume,0.0,1.0192300301142514,7.5061557531741645,45751.67096953228,607.7493156599437
Default,FRA,FRA_FR23,Onshore,Alkaline,2030,Profit,0.0,1.3184033069442618,6.9459282708611125,58358.944461792235,469.83828851104965
