Sensitivity,Country,Cell,System,Electrolyser,Year,Optimization,PV,Onshore,Lcoh,H2_volume,Unit,H2_volume_total,Change_volume,Change_lcoh
Default,FRA,FRA_FR21,PV,PEM,2020,Profit,2.570705711951504,0.0,16.18500140775013,45156.59465077524,512.846455603237,23158399.513762172,0.0,0.0
Default,FRA,FRA_FR21,PV,PEM,2025,Lcoh,3.014777209851395,0.0,14.181989076932465,49435.759298777266,437.3050547368012,21618507.42610712,0.13114402534163783,0.01954823341061629
Default,FRA,FRA_FR21,PV,PEM,2025,Volume,1.3605212874599513,0.0,18.841060927907463,28286.96260768477,969.0236565388052,27410735.938475154,-0.10788073816287169,-0.2325685923440708
Default,FRA,FRA_FR21,PV,PEM,2025,Profit,2.3696509663196403,0.0,14.459221909635152,43952.974733223615,556.3592830808021,24453645.5118449,0.0,0.0
Default,FRA,FRA_FR21,PV,PEM,2030,Lcoh,2.9428855634848285,0.0,12.675960987569365,49685.46796701625,447.98796430676146,22258491.650172416,0.14600505076752168,0.02780968871220013
Default,FRA,FRA_FR21,PV,PEM,2030,Volume,1.3605401435571294,0.0,16.657402332814534,28732.82480181945,969.0102265754763,27842401.07136453,-0.0838310320944543,-0.21785670679899516
Default,FRA,FRA_FR21,PV,PEM,2030,Profit,2.2271740739801715,0.0,13.028475516761661,43092.00526313802,591.9507272358193,25508343.8535643,0.0,0.0
Default,FRA,FRA_FR21,PV,Alkaline,2020,Lcoh,2.2307003388375004,0.0,9.55647894266475,43132.564759858455,591.0149784889438,25491991.83372072,0.06648982660695757,0.022290270202990348
Default,FRA,FRA_FR21,PV,Alkaline,2020,Volume,1.3605401435571294,0.0,10.998121706988776,28732.82480181945,969.0102265754763,27842401.07136453,-0.02354147255740313,-0.11171237227917818
Default,FRA,FRA_FR21,PV,Alkaline,2020,Profit,1.821491403816722,0.0,9.769495440485935,37561.92946529213,723.7900272330792,27186949.95061079,0.0,0.0
Default,FRA,FRA_FR21,PV,Alkaline,2025,Lcoh,2.2148740852805484,0.0,8.41737250198841,44447.700394412175,595.2380415369445,26456962.133590776,0.0690629008631074,0.027408908313469205
Default,FRA,FRA_FR21,PV,Alkaline,2025,Volume,1.3605024313627732,0.0,9.662012366195432,29734.3084291057,969.0370868744037,28813647.620365612,-0.018376393741604047,-0.10493972007396168
Default,FRA,FRA_FR21,PV,Alkaline,2025,Profit,1.77619964735688,0.0,8.648083493135728,38106.16933840986,742.2461291078232,28284156.686561942,0.0,0.0
Default,FRA,FRA_FR21,PV,Alkaline,2030,Lcoh,2.1924896261277307,0.0,7.487412354306858,45664.02938371282,601.3151884790348,27458474.435579456,0.06961747680566943,0.030885733011058125
Default,FRA,FRA_FR21,PV,Alkaline,2030,Volume,1.3605024313627732,0.0,8.537287160831193,30736.58848851376,969.0370868744037,29784894.169366706,-0.013927530656660192,-0.09588767159681855
Default,FRA,FRA_FR21,PV,Alkaline,2030,Profit,1.7330933601734495,0.0,7.7186665732256765,38608.87369681523,760.707612797836,29370064.142717473,0.0,0.0
Default,FRA,FRA_FR21,Onshore,PEM,2020,Lcoh,0.0,3.084110363766462,12.848395610117588,85782.54831594325,419.0922583101907,35950801.8973317,0.0932395792049745,0.01894082733536684
Default,FRA,FRA_FR21,Onshore,PEM,2020,Volume,0.0,1.0318387631188883,18.773129341045014,35475.79038101108,1252.644137269948,44438540.83579115,-0.11556863031232811,-0.30263332153782774
Default,FRA,FRA_FR21,Onshore,PEM,2020,Profit,0.0,2.40729469848898,13.09175485290531,73200.43106497044,536.9208755538108,39302839.5383203,0.0,0.0
Default,FRA,FRA_FR21,Onshore,PEM,2025,Lcoh,0.0,2.976294216010224,11.958237107469495,85311.6617334248,434.2738598475677,37048624.630984426,0.09969968739444446,0.02337315304302212
Default,FRA,FRA_FR21,Onshore,PEM,2025,Volume,0.0,1.0318387631188883,16.966351216786485,36043.40302710726,1252.644137269948,45149557.48916381,-0.09761328369904565,-0.2787053234286979
Default,FRA,FRA_FR21,Onshore,PEM,2025,Profit,0.0,2.247698256406338,12.237738813507125,70850.78253430272,575.0446144382681,40742360.92508769,0.0,0.0
Default,FRA,FRA_FR21,Onshore,PEM,2030,Lcoh,0.0,2.8345327640506137,11.124314156258476,84090.12923222918,455.9928865954257,38344500.762786575,0.0993924833043136,0.0288377550722676
Default,FRA,FRA_FR21,Onshore,PEM,2030,Volume,0.0,1.0318764753132443,15.35658985569292,36612.353752163035,1252.5983566360312,45860574.14253645,-0.08078656443238885,-0.2547098990860436
Default,FRA,FRA_FR21,Onshore,PEM,2030,Profit,0.0,2.096893379768804,11.445114403243617,68390.00735969009,616.4008097403882,42155655.91466408,0.0,0.0
Default,FRA,FRA_FR21,Onshore,Alkaline,2020,Lcoh,0.0,2.185278591010224,8.936025282271444,70507.48313242572,591.4700224245703,41703062.62943585,0.06594073615239116,0.02613094270268923
Default,FRA,FRA_FR21,Onshore,Alkaline,2020,Volume,0.0,1.0318764753132443,10.513392228023326,36612.353752163035,1252.5983566360312,45860574.14253645,-0.03069261320478678,-0.12782365120260797
Default,FRA,FRA_FR21,Onshore,Alkaline,2020,Profit,0.0,1.6105708210607386,9.169532046912263,55391.26550052456,802.5271290941919,44452993.27903013,0.0,0.0
Default,FRA,FRA_FR21,Onshore,Alkaline,2025,Lcoh,0.0,2.1227080191108096,8.332489568687546,71422.09597219972,608.9046470791504,43489246.14160548,0.06404662847753739,0.027775325755579505
Default,FRA,FRA_FR21,Onshore,Alkaline,2025,Volume,0.0,1.0318764753132443,9.6562759589767,37889.52888305246,1252.5983566360312,47460361.61262495,-0.024984552167939156,-0.11312319395226245
Default,FRA,FRA_FR21,Onshore,Alkaline,2025,Profit,0.0,1.545104011219082,8.56392718081281,55317.26637441145,836.5305946031107,46274585.73200507,0.0,0.0
Default,FRA,FRA_FR21,Onshore,Alkaline,2030,Lcoh,0.0,2.0435171390506137,7.7409465838312626,71758.33427963307,632.5010701056502,45387223.22086688,0.05987984822480441,0.029418763771219547
Default,FRA,FRA_FR21,Onshore,Alkaline,2030,Volume,0.0,1.0318387631188883,8.835111636952742,39165.27258063623,1252.644137269948,49060149.08271342,-0.019468873248333907,-0.0980673487567787
Default,FRA,FRA_FR21,Onshore,Alkaline,2030,Profit,0.0,1.4786497109137482,7.968675662746624,55032.089404334336,874.1264193194335,48105003.258677706,0.0,0.0
Default,FRA,FRA_FR21,Hybrid,PEM,2020,Lcoh,1.7220265219137845,2.263857878610178,11.468498503525181,97501.1183108842,327.0465084996413,31887400.318385117,0.10765852954394228,0.03271084475709807
Default,FRA,FRA_FR21,Hybrid,PEM,2020,Volume,0.0,1.031813909106585,18.773432639723662,35474.93587179694,1252.6743105720564,44438540.83579114,-0.2051865276549717,-0.3691274789773694
Default,FRA,FRA_FR21,Hybrid,PEM,2020,Profit,1.0610188302135113,2.0458085039041234,11.843642777671006,84330.4903567217,418.8325100237749,35320350.94764149,0.0,0.0
Default,FRA,FRA_FR21,Hybrid,PEM,2025,Lcoh,1.7800395432386134,2.075521578004408,10.53849935176508,96009.31442069876,338.2994884517926,32479901.95512971,0.12613877526379547,0.047178322117571
Default,FRA,FRA_FR21,Hybrid,PEM,2025,Volume,0.0,1.031813909106585,16.966614974126156,36042.534845745686,1252.6743105720564,45149557.48916379,-0.18987296791963848,-0.3495645368479374
Default,FRA,FRA_FR21,Hybrid,PEM,2025,Profit,0.9480960824932648,1.9656251330531107,11.035688068818466,81928.55722420545,446.44844542229333,36576877.008437924,0.0,0.0
Default,FRA,FRA_FR21,Hybrid,PEM,2030,Lcoh,1.7972204306694224,1.9898596415976857,9.718498066305102,95930.5532763638,344.50472838438355,33048529.20023735,0.1630392155389031,0.07734576937019066
Default,FRA,FRA_FR21,Hybrid,PEM,2030,Volume,0.0,1.031813909106585,15.357167223271079,36610.13381969444,1252.6743105720564,45860574.14253646,-0.16187845018477742,-0.3182217381536053
Default,FRA,FRA_FR21,Hybrid,PEM,2030,Profit,0.6933319738781991,1.947868857859289,10.47018277636618,78138.88414976058,491.9027945432512,38436735.47575858,0.0,0.0
Default,FRA,FRA_FR21,Hybrid,Alkaline,2020,Lcoh,1.5718013476370152,1.5234512913900873,8.050498594747955,82373.10825174404,421.78333650015634,34743604.43630916,0.2794595723869533,0.1390030910087936
Default,FRA,FRA_FR21,Hybrid,Alkaline,2020,Volume,0.0,1.031813909106585,10.513666512854249,36610.13381969444,1252.6743105720564,45860574.14253646,-0.030691653857193524,-0.12784538368522746
Default,FRA,FRA_FR21,Hybrid,Alkaline,2020,Profit,0.0,1.610560148825653,9.16954278357987,55390.95327935854,802.5324469695851,44453037.27526157,0.0,0.0
Default,FRA,FRA_FR21,Hybrid,Alkaline,2025,Lcoh,1.630474405678809,1.41680593051196,7.368497466577193,83123.24112199468,428.65465578952484,35631164.31125831,0.29870920570048876,0.16223304106813874
Default,FRA,FRA_FR21,Hybrid,Alkaline,2025,Volume,0.0,1.031813909106585,9.656514429123732,37887.231511079124,1252.6743105720564,47460361.61262493,-0.02498591396007399,-0.11314674859756724
Default,FRA,FRA_FR21,Hybrid,Alkaline,2025,Profit,0.0,1.5451200279530055,8.563911218682888,55317.762538095216,836.5219231162938,46274521.10085788,0.0,0.0
Default,FRA,FRA_FR21,Hybrid,Alkaline,2030,Lcoh,1.6654133514166618,1.2992997687701409,6.758498783261774,82937.97482023825,440.82579418073294,36561198.617873155,0.3157396488942976,0.17906058124516067
Default,FRA,FRA_FR21,Hybrid,Alkaline,2030,Volume,0.0,1.031813909106585,8.835193071330384,39164.32920246381,1252.6743105720564,49060149.0827134,-0.019468559878772274,-0.0980752271735662
Default,FRA,FRA_FR21,Hybrid,Alkaline,2030,Profit,0.0,1.4786457852615416,7.968679503737338,55031.96088794472,874.1287400350107,48105018.6326351,0.0,0.0
Default,FRA,FRA_FR22,PV,PEM,2020,Lcoh,3.034574929866444,0.0,16.001793671763114,48878.02657408066,329.13697065204553,16087565.598043088,0.09067189330954672,0.0097653289937214
Default,FRA,FRA_FR22,PV,PEM,2020,Volume,1.3567778762627043,0.0,21.43206309230547,27840.100972401302,736.1490905085303,20494465.01049887,-0.14385393224118714,-0.24608021253639423
Default,FRA,FRA_FR22,PV,PEM,2020,Profit,2.5773276850371456,0.0,16.15805645145753,45277.199609191135,387.52961271918747,17546255.629559185,0.0,0.0
Default,FRA,FRA_FR22,PV,PEM,2025,Lcoh,3.0006829345672434,0.0,14.157485976240384,49420.132686450335,332.85449393103903,16449713.255353227,0.1263266832912735,0.01969758144441891
Default,FRA,FRA_FR22,PV,PEM,2025,Volume,1.3567967323598824,0.0,18.82836129162651,28285.935692055176,736.1388598686289,20822376.450666852,-0.11019998049256607,-0.23326549848361777
Default,FRA,FRA_FR22,PV,PEM,2025,Profit,2.37531075420881,0.0,14.436354209305598,44062.44646151851,420.48847623963684,18527750.971994497,0.0,0.0
Default,FRA,FRA_FR22,PV,PEM,2030,Lcoh,2.9428855634848285,0.0,12.653888529477765,49772.135429504866,339.391654240936,16892247.37852356,0.14530076601852993,0.02843933170290036
Default,FRA,FRA_FR22,PV,PEM,2030,Volume,1.3567967323598824,0.0,16.645788434009702,28731.383498229283,736.1388598686289,21150287.890834842,-0.08527467984106551,-0.21819523813542163
Default,FRA,FRA_FR22,PV,PEM,2030,Profit,2.227182417896469,0.0,13.013756662699109,43140.80456329708,448.45486907903285,19346703.862397537,0.0,0.0
Default,FRA,FRA_FR22,PV,Alkaline,2020,Lcoh,2.2412710453006137,0.0,9.54593934986532,43302.594721519665,445.6358822495388,19297190.002418637,0.07010270030095045,0.02580211716341929
Default,FRA,FRA_FR22,PV,Alkaline,2020,Volume,1.3567967323598824,0.0,10.984271046701178,28731.383498229283,736.1388598686289,21150287.890834842,-0.0236551277036261,-0.10852119783166958
Default,FRA,FRA_FR22,PV,Alkaline,2020,Profit,1.8018219665033053,0.0,9.79224479540544,37252.62468408024,554.3226901441221,20649975.129808687,0.0,0.0
Default,FRA,FRA_FR22,PV,Alkaline,2025,Lcoh,2.222478678255079,0.0,8.407940245036302,44589.49305052959,449.40399627008316,20038696.3685651,0.0716501659536688,0.030446662206136565
Default,FRA,FRA_FR22,PV,Alkaline,2025,Volume,1.3567778762627043,0.0,9.64963131569051,29733.227838524595,736.1490905085303,21888088.631212797,-0.018896868946108203,-0.1021487061957943
Default,FRA,FRA_FR22,PV,Alkaline,2025,Profit,1.7605711428497717,0.0,8.663933961526304,37853.108212054496,567.3106728400529,21474472.28886797,0.0,0.0
Default,FRA,FRA_FR22,PV,Alkaline,2030,Lcoh,2.203625843636196,0.0,7.4792702910721705,45856.01217929996,453.24881377538367,20784183.124737255,0.07287700410220888,0.03373033933109637
Default,FRA,FRA_FR22,PV,Alkaline,2030,Volume,1.3567778762627043,0.0,8.526018300602393,30735.471473531034,736.1490905085303,22625889.37159075,-0.014453232871436295,-0.09318179443823604
Default,FRA,FRA_FR22,PV,Alkaline,2030,Profit,1.7182174636016552,0.0,7.7315486159390225,38360.69727057729,581.2947550534504,22298872.123579793,0.0,0.0
Default,FRA,FRA_FR22,Onshore,PEM,2020,Lcoh,0.0,3.0876339325875004,12.209433932473145,90333.18004802596,317.1381995682872,28648102.081708875,0.09493949683910996,0.022738779368088213
Default,FRA,FRA_FR22,Onshore,PEM,2020,Volume,0.0,1.0305376417571417,17.883643865235847,37224.800180917366,950.1901013893404,35370636.65810381,-0.11316443687605982,-0.30176077923657396
Default,FRA,FRA_FR22,Onshore,PEM,2020,Profit,0.0,2.382640445041338,12.487061556872902,76325.58219697182,410.9754236501098,31367938.478741772,0.0,0.0
Default,FRA,FRA_FR22,Onshore,PEM,2025,Lcoh,0.0,2.976294216010224,11.364710778710366,89767.09560894717,329.0019719956968,29533551.475669876,0.09901155860247113,0.02746383638207206
Default,FRA,FRA_FR22,Onshore,PEM,2025,Volume,0.0,1.0305376417571417,16.161955884943882,37820.39698381204,950.1901013893404,35936566.84463347,-0.0968053632204634,-0.27751137181705143
Default,FRA,FRA_FR22,Onshore,PEM,2025,Profit,0.0,2.231184398770368,11.676829336066438,73956.95777655854,438.8730339125724,32457714.438342262,0.0,0.0
Default,FRA,FRA_FR22,Onshore,PEM,2030,Lcoh,0.0,2.869178774076949,10.574838001895245,89137.7987852082,341.28464742381664,30421362.23054489,0.09801660971731607,0.030053400691467225
Default,FRA,FRA_FR22,Onshore,PEM,2030,Volume,0.0,1.0305753539514977,14.628047048332839,38417.399607673724,950.1553307598648,36502497.031163126,-0.0849075067152758,-0.25535870853963427
Default,FRA,FRA_FR22,Onshore,PEM,2030,Profit,0.0,2.1186380217577048,10.892647845613556,72271.98242985895,462.1868654534775,33403161.019365307,0.0,0.0
Default,FRA,FRA_FR22,Onshore,Alkaline,2020,Lcoh,0.0,2.2322065199347843,8.517061952564932,75146.85387322486,438.67207516953147,32964826.33102909,0.07927463512392241,0.036736735276551524
Default,FRA,FRA_FR22,Onshore,Alkaline,2020,Volume,0.0,1.0305753539514977,10.012221217658153,38417.399607673724,950.1553307598648,36502497.031163126,-0.025324188644657797,-0.11808271003069049
Default,FRA,FRA_FR22,Onshore,Alkaline,2020,Profit,0.0,1.5293299321081082,8.829951002850299,55566.05824077211,640.2847716169136,35578100.91034489,0.0,0.0
Default,FRA,FRA_FR22,Onshore,Alkaline,2025,Lcoh,0.0,2.1602221016161773,7.94497315595924,75898.04514016461,453.28981014227816,34403810.47175527,0.07657973927910833,0.037254382402277963
Default,FRA,FRA_FR22,Onshore,Alkaline,2025,Volume,0.0,1.0305753539514977,9.195696873423543,39757.541454453036,950.1553307598648,37775839.95085486,-0.01952027126131517,-0.10382450209898197
Default,FRA,FRA_FR22,Onshore,Alkaline,2025,Profit,0.0,1.467337474706518,8.240958224087178,55501.96978347549,667.3356901094625,37038445.30789015,0.0,0.0
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Lcoh,0.0,2.09826326041486,7.3854644933941875,76746.90308027466,466.6748376050512,35815848.53167778,0.07347970860714081,0.03548260794466107
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Volume,0.0,1.0305753539514977,8.413320752871185,41097.68330123235,950.1553307598648,39049182.870546594,-0.015406115596272807,-0.09102240849516341
Default,FRA,FRA_FR22,Onshore,Alkaline,2030,Profit,0.0,1.4200415640515132,7.647520034502508,55756.535318254006,689.5619755755464,38447586.64530296,0.0,0.0
Default,FRA,FRA_FR22,Hybrid,PEM,2020,Lcoh,1.5922373171130866,2.36036832577128,11.211497440883443,100285.98923770546,249.70937323461598,25042351.516760875,0.1742724351563909,0.06203895446810925
Default,FRA,FRA_FR22,Hybrid,PEM,2020,Volume,0.0,1.0305500443171078,17.883499448560972,37225.24818281246,950.178665952724,35370636.65810381,-0.1686170825287714,-0.33418808469860994
Default,FRA,FRA_FR22,Hybrid,PEM,2020,Profit,0.5193224359590517,2.220243419339771,11.907047020137734,81966.06846868219,358.7648358279483,29406543.097629134,0.0,0.0
