Sensitivity,Country,Cell,System,Electrolyser,Year,Optimization,PV,Onshore,Lcoh,H2_volume,Unit
Default,FRA,FRA_FR10,PV,Alkaline,2020,Lcoh,2.1852785910102237,0.0,8.637346446160052,42814.301419604024,283.05123985832626
Default,FRA,FRA_FR10,Onshore,Alkaline,2020,Lcoh,0.0,2.49155333289827,8.66760005814996,67248.29393859688,243.38931754255972
Default,FRA,FRA_FR10,Hybrid,Alkaline,2020,Lcoh,1.623014669213744,1.5244389127475069,7.644500107624174,75807.31217324823,194.63720373431167
Default,FRA,FRA_FR21,PV,Alkaline,2020,Lcoh,2.2119780067675445,0.0,8.704281579842123,42798.42425745799,596.0173694041039
Default,FRA,FRA_FR21,Onshore,Alkaline,2020,Lcoh,0.0,2.2322065199347843,7.527228272032489,71411.38388415844,579.0354815675892
Default,FRA,FRA_FR21,Hybrid,Alkaline,2020,Lcoh,1.4690227812861725,1.6688834286510306,6.979499424582216,84410.70096234039,415.7235250073733
Default,FRA,FRA_FR22,PV,Alkaline,2020,Lcoh,2.2104145684914225,0.0,8.694487944168275,42828.296348649434,451.8567755887285
Default,FRA,FRA_FR22,Onshore,Alkaline,2020,Lcoh,0.0,2.2674024666282047,7.173014402669379,75802.72039434915,431.8627507550095
Default,FRA,FRA_FR22,Hybrid,Alkaline,2020,Lcoh,1.332818099776391,1.6670880787652953,6.807499152584323,84453.23153884288,329.28096197581584
Default,FRA,FRA_FR23,PV,Alkaline,2020,Lcoh,2.166486223964689,0.0,8.50834867240819,43238.2698029045,291.6358633528694
Default,FRA,FRA_FR23,Onshore,Alkaline,2020,Lcoh,0.0,2.0781631490769494,6.524265444784723,78267.2509945769,298.06916438544926
Default,FRA,FRA_FR23,Hybrid,Alkaline,2020,Lcoh,1.1283610692443122,1.7259410946787226,6.302498926752116,89548.43490403985,218.7138225144942
Default,FRA,FRA_FR24,PV,Alkaline,2020,Lcoh,2.1728133598896373,0.0,8.37412548957553,44009.419013593695,932.8216293715071
Default,FRA,FRA_FR24,Onshore,Alkaline,2020,Lcoh,0.0,2.3204619253608096,7.460397590635398,74125.2938847385,856.3403575292555
Default,FRA,FRA_FR24,Hybrid,Alkaline,2020,Lcoh,1.4472096027455084,1.6660521800462482,6.913498152570227,84823.11862703851,644.142363484535
Default,FRA,FRA_FR25,PV,Alkaline,2020,Lcoh,2.1518699384848285,0.0,8.319694633723618,44040.20111749117,422.93593436879155
Default,FRA,FRA_FR25,Onshore,Alkaline,2020,Lcoh,0.0,2.0633148590656627,6.315458375737349,80446.93027960291,432.43907243574733
Default,FRA,FRA_FR25,Hybrid,Alkaline,2020,Lcoh,1.1171813280304852,1.7088959474024101,6.1214999597983475,91525.46291853642,318.1894835331895
Default,FRA,FRA_FR26,PV,Alkaline,2020,Lcoh,2.1407337209763635,0.0,8.34973350724266,43745.15002702668,760.4437101985228
Default,FRA,FRA_FR26,Onshore,Alkaline,2020,Lcoh,0.0,2.218332467701948,7.098490051113106,75388.0320646133,719.4538067635067
Default,FRA,FRA_FR26,Hybrid,Alkaline,2020,Lcoh,1.3504778825501753,1.7025237764644368,6.636499069600806,87840.8401292807,527.3339815386279
Default,FRA,FRA_FR30,PV,Alkaline,2020,Lcoh,2.2036258436361957,0.0,8.558582657753405,43428.047602182334,289.3031557309961
Default,FRA,FRA_FR30,Onshore,Alkaline,2020,Lcoh,0.0,2.1518699384848285,6.765308921156075,77384.24180115198,290.45231194669
Default,FRA,FRA_FR30,Hybrid,Alkaline,2020,Lcoh,1.1914237448479958,1.706298247411358,6.511498184389917,87131.94040077321,217.44507898067394
Default,FRA,FRA_FR41,PV,Alkaline,2020,Lcoh,2.1602221016161773,0.0,8.54164213165804,42994.52723278008,561.4334044304745
Default,FRA,FRA_FR41,Onshore,Alkaline,2020,Lcoh,0.0,2.511351052913319,9.241002092700397,63446.41661540319,473.4662828199156
Default,FRA,FRA_FR41,Hybrid,Alkaline,2020,Lcoh,1.7085192209667892,1.418789710939629,7.813496981474929,72915.3656947728,384.3289029463722
Default,FRA,FRA_FR42,PV,Alkaline,2020,Lcoh,2.166486223964689,0.0,8.239158617901166,44652.668618806994,197.20530455969498
Default,FRA,FRA_FR42,Onshore,Alkaline,2020,Lcoh,0.0,3.093968089911591,13.387842341785337,51402.06796685186,135.38125088709916
Default,FRA,FRA_FR42,Hybrid,Alkaline,2020,Lcoh,2.183878894099713,0.0,8.239498710445536,44866.743945616385,195.6347381604544
Default,FRA,FRA_FR43,PV,Alkaline,2020,Lcoh,2.1407337209763635,0.0,8.211408556312872,44482.95569654756,390.3878422694437
Default,FRA,FRA_FR43,Onshore,Alkaline,2020,Lcoh,0.0,2.659666482600819,11.271371059811075,54312.52304360377,308.0573549841477
Default,FRA,FRA_FR43,Hybrid,Alkaline,2020,Lcoh,2.139740598821496,0.0034392889787719207,8.211498411839989,44543.49529650343,389.929749406779
Default,FRA,FRA_FR51,PV,Alkaline,2020,Lcoh,2.1602221016161773,0.0,8.1021674318174,45329.50202286209,767.4496516509831
Default,FRA,FRA_FR51,Onshore,Alkaline,2020,Lcoh,0.0,2.1602221016161773,6.283465864439438,83560.87995939914,752.4016192656698
Default,FRA,FRA_FR51,Hybrid,Alkaline,2020,Lcoh,1.1213929713803374,1.7699260330629407,6.099498132485465,93680.982318154,566.4577073644558
Default,FRA,FRA_FR52,PV,Alkaline,2020,Lcoh,2.1518699384848285,0.0,8.183684881789606,44773.02810014852,653.9844820575488
Default,FRA,FRA_FR52,Onshore,Alkaline,2020,Lcoh,0.0,2.2423459772341583,6.738436010883849,80046.88905122245,615.2911497570494
Default,FRA,FRA_FR52,Hybrid,Alkaline,2020,Lcoh,1.2677589195245569,1.6992488821731662,6.435499075137547,89184.21302079715,468.94133063664174
Default,FRA,FRA_FR53,PV,Alkaline,2020,Lcoh,2.0892993665854145,0.0,7.949490891342317,45288.56041928202,636.3924142032844
Default,FRA,FRA_FR53,Onshore,Alkaline,2020,Lcoh,0.0,2.1852785910102237,6.48711126595743,81610.75414912595,596.511312223189
Default,FRA,FRA_FR53,Hybrid,Alkaline,2020,Lcoh,1.2430208579067377,1.7023796200733476,6.186498594646679,92459.13031300229,446.26193727364165
Default,FRA,FRA_FR61,PV,Alkaline,2020,Lcoh,2.0892993665854145,0.0,7.609641425563313,47313.82611308443,1023.704215980944
Default,FRA,FRA_FR61,Onshore,Alkaline,2020,Lcoh,0.0,3.1773955191108096,11.423485150701309,61528.179540557314,659.9388778453244
Default,FRA,FRA_FR61,Hybrid,Alkaline,2020,Lcoh,2.115292355113137,0.0,7.610498661419216,47657.883718024415,1011.1248049707101
Default,FRA,FRA_FR62,PV,Alkaline,2020,Lcoh,2.0435171390506137,0.0,7.494032305902477,47419.728604312724,1143.6170894826892
Default,FRA,FRA_FR62,Onshore,Alkaline,2020,Lcoh,0.0,2.207150030540738,7.464431784248552,71424.63465950936,1038.0706067719943
Default,FRA,FRA_FR62,Hybrid,Alkaline,2020,Lcoh,1.4216869264671332,1.3668458542033246,6.76449845856262,78554.90749059914,829.9393699689526
Default,FRA,FRA_FR63,PV,Alkaline,2020,Lcoh,2.0435171390506137,0.0,7.968604995507284,44592.08379007926,427.6389044028569
Default,FRA,FRA_FR63,Onshore,Alkaline,2020,Lcoh,0.0,2.3830324972602237,7.452446831698945,75675.99411531092,359.521904884117
Default,FRA,FRA_FR63,Hybrid,Alkaline,2020,Lcoh,1.433763825767764,1.612593735278359,6.751497477377572,85269.74792892518,283.8578418956518
Default,FRA,FRA_FR71,PV,Alkaline,2020,Lcoh,2.0892993665854145,0.0,7.6074918282602875,47327.212856408085,1103.2962323688057
