id_init,Ctry_iso3,Id,Longitude,Latitude
2645,BRA,"553",-43.4999885410,-19.8763998380
2646,BRA,"554",-43.4999885410,-22.8763998380
2697,BRA,"555",-40.4999885410,-1.8763998380
2698,BRA,"556",-40.4999885410,-4.8763998380
2699,BRA,"557",-40.4999885410,-7.8763998380
2700,BRA,"558",-40.4999885410,-10.8763998380
2701,BRA,"559",-40.4999885410,-13.8763998380
2702,BRA,"560",-40.4999885410,-16.8763998380
2703,BRA,"561",-40.4999885410,-19.8763998380
2704,BRA,"562",-40.4999885410,-22.8763998380
2756,BRA,"563",-37.4999885410,-4.8763998380
2757,BRA,"564",-37.4999885410,-7.8763998380
2758,BRA,"565",-37.4999885410,-10.8763998380
2759,BRA,"566",-37.4999885410,-13.8763998380
2760,BRA,"567",-37.4999885410,-16.8763998380
2814,BRA,"568",-34.4999885410,-4.8763998380
2815,BRA,"569",-34.4999885410,-7.8763998380
2816,BRA,"570",-34.4999885410,-10.8763998380
2772,SGS,"571",-37.4999885410,-52.8763998380
2773,SGS,"572",-37.4999885410,-55.8763998380
2831,SGS,"573",-34.4999885410,-55.8763998380
3006,SGS,"574",-25.4999885410,-58.8763998380
56,ATA,"575",-178.4999885410,-82.8763998380
57,ATA,"576",-178.4999885410,-85.8763998380
58,ATA,"577",-178.4999885410,-88.8763998380
115,ATA,"578",-175.4999885410,-85.8763998380
116,ATA,"579",-175.4999885410,-88.8763998380
173,ATA,"580",-172.4999885410,-85.8763998380
174,ATA,"581",-172.4999885410,-88.8763998380
231,ATA,"582",-169.4999885410,-85.8763998380
232,ATA,"583",-169.4999885410,-88.8763998380
289,ATA,"584",-166.4999885410,-85.8763998380
290,ATA,"585",-166.4999885410,-88.8763998380
345,ATA,"586",-163.4999885410,-79.8763998380
347,ATA,"587",-163.4999885410,-85.8763998380
348,ATA,"588",-163.4999885410,-88.8763998380
403,ATA,"589",-160.4999885410,-79.8763998380
405,ATA,"590",-160.4999885410,-85.8763998380
406,ATA,"591",-160.4999885410,-88.8763998380
460,ATA,"592",-157.4999885410,-76.8763998380
461,ATA,"593",-157.4999885410,-79.8763998380
463,ATA,"594",-157.4999885410,-85.8763998380
464,ATA,"595",-157.4999885410,-88.8763998380
518,ATA,"596",-154.4999885410,-76.8763998380
519,ATA,"597",-154.4999885410,-79.8763998380
520,ATA,"598",-154.4999885410,-82.8763998380
521,ATA,"599",-154.4999885410,-85.8763998380
522,ATA,"600",-154.4999885410,-88.8763998380
576,ATA,"601",-151.4999885410,-76.8763998380
577,ATA,"602",-151.4999885410,-79.8763998380
578,ATA,"603",-151.4999885410,-82.8763998380
579,ATA,"604",-151.4999885410,-85.8763998380
580,ATA,"605",-151.4999885410,-88.8763998380
634,ATA,"606",-148.4999885410,-76.8763998380
635,ATA,"607",-148.4999885410,-79.8763998380
636,ATA,"608",-148.4999885410,-82.8763998380
637,ATA,"609",-148.4999885410,-85.8763998380
638,ATA,"610",-148.4999885410,-88.8763998380
692,ATA,"611",-145.4999885410,-76.8763998380
693,ATA,"612",-145.4999885410,-79.8763998380
694,ATA,"613",-145.4999885410,-82.8763998380
695,ATA,"614",-145.4999885410,-85.8763998380
696,ATA,"615",-145.4999885410,-88.8763998380
750,ATA,"616",-142.4999885410,-76.8763998380
751,ATA,"617",-142.4999885410,-79.8763998380
752,ATA,"618",-142.4999885410,-82.8763998380
753,ATA,"619",-142.4999885410,-85.8763998380
754,ATA,"620",-142.4999885410,-88.8763998380
807,ATA,"621",-139.4999885410,-73.8763998380
808,ATA,"622",-139.4999885410,-76.8763998380
809,ATA,"623",-139.4999885410,-79.8763998380
810,ATA,"624",-139.4999885410,-82.8763998380
811,ATA,"625",-139.4999885410,-85.8763998380
812,ATA,"626",-139.4999885410,-88.8763998380
865,ATA,"627",-136.4999885410,-73.8763998380
866,ATA,"628",-136.4999885410,-76.8763998380
867,ATA,"629",-136.4999885410,-79.8763998380
868,ATA,"630",-136.4999885410,-82.8763998380
869,ATA,"631",-136.4999885410,-85.8763998380
870,ATA,"632",-136.4999885410,-88.8763998380
923,ATA,"633",-133.4999885410,-73.8763998380
924,ATA,"634",-133.4999885410,-76.8763998380
925,ATA,"635",-133.4999885410,-79.8763998380
926,ATA,"636",-133.4999885410,-82.8763998380
927,ATA,"637",-133.4999885410,-85.8763998380
928,ATA,"638",-133.4999885410,-88.8763998380
981,ATA,"639",-130.4999885410,-73.8763998380
982,ATA,"640",-130.4999885410,-76.8763998380
983,ATA,"641",-130.4999885410,-79.8763998380
984,ATA,"642",-130.4999885410,-82.8763998380
985,ATA,"643",-130.4999885410,-85.8763998380
986,ATA,"644",-130.4999885410,-88.8763998380
1039,ATA,"645",-127.4999885410,-73.8763998380
1040,ATA,"646",-127.4999885410,-76.8763998380
1041,ATA,"647",-127.4999885410,-79.8763998380
1042,ATA,"648",-127.4999885410,-82.8763998380
1043,ATA,"649",-127.4999885410,-85.8763998380
1044,ATA,"650",-127.4999885410,-88.8763998380
1097,ATA,"651",-124.4999885410,-73.8763998380
1098,ATA,"652",-124.4999885410,-76.8763998380
1099,ATA,"653",-124.4999885410,-79.8763998380
1100,ATA,"654",-124.4999885410,-82.8763998380
1101,ATA,"655",-124.4999885410,-85.8763998380
1102,ATA,"656",-124.4999885410,-88.8763998380
1155,ATA,"657",-121.4999885410,-73.8763998380
1156,ATA,"658",-121.4999885410,-76.8763998380
1157,ATA,"659",-121.4999885410,-79.8763998380
1158,ATA,"660",-121.4999885410,-82.8763998380
1159,ATA,"661",-121.4999885410,-85.8763998380
1160,ATA,"662",-121.4999885410,-88.8763998380
1213,ATA,"663",-118.4999885410,-73.8763998380
1214,ATA,"664",-118.4999885410,-76.8763998380
1215,ATA,"665",-118.4999885410,-79.8763998380
1216,ATA,"666",-118.4999885410,-82.8763998380
1217,ATA,"667",-118.4999885410,-85.8763998380
1218,ATA,"668",-118.4999885410,-88.8763998380
1271,ATA,"669",-115.4999885410,-73.8763998380
1272,ATA,"670",-115.4999885410,-76.8763998380
1273,ATA,"671",-115.4999885410,-79.8763998380
1274,ATA,"672",-115.4999885410,-82.8763998380
1275,ATA,"673",-115.4999885410,-85.8763998380
1276,ATA,"674",-115.4999885410,-88.8763998380
1329,ATA,"675",-112.4999885410,-73.8763998380
1330,ATA,"676",-112.4999885410,-76.8763998380
1331,ATA,"677",-112.4999885410,-79.8763998380
1332,ATA,"678",-112.4999885410,-82.8763998380
1333,ATA,"679",-112.4999885410,-85.8763998380
1334,ATA,"680",-112.4999885410,-88.8763998380
1387,ATA,"681",-109.4999885410,-73.8763998380
1388,ATA,"682",-109.4999885410,-76.8763998380
1389,ATA,"683",-109.4999885410,-79.8763998380
1390,ATA,"684",-109.4999885410,-82.8763998380
1391,ATA,"685",-109.4999885410,-85.8763998380
1392,ATA,"686",-109.4999885410,-88.8763998380
1445,ATA,"687",-106.4999885410,-73.8763998380
1446,ATA,"688",-106.4999885410,-76.8763998380
1447,ATA,"689",-106.4999885410,-79.8763998380
1448,ATA,"690",-106.4999885410,-82.8763998380
1449,ATA,"691",-106.4999885410,-85.8763998380
1450,ATA,"692",-106.4999885410,-88.8763998380
1502,ATA,"693",-103.4999885410,-70.8763998380
1503,ATA,"694",-103.4999885410,-73.8763998380
1504,ATA,"695",-103.4999885410,-76.8763998380
1505,ATA,"696",-103.4999885410,-79.8763998380
1506,ATA,"697",-103.4999885410,-82.8763998380
1507,ATA,"698",-103.4999885410,-85.8763998380
1508,ATA,"699",-103.4999885410,-88.8763998380
1560,ATA,"700",-100.4999885410,-70.8763998380
1561,ATA,"701",-100.4999885410,-73.8763998380
1562,ATA,"702",-100.4999885410,-76.8763998380
1563,ATA,"703",-100.4999885410,-79.8763998380
1564,ATA,"704",-100.4999885410,-82.8763998380
1565,ATA,"705",-100.4999885410,-85.8763998380
1566,ATA,"706",-100.4999885410,-88.8763998380
1618,ATA,"707",-97.4999885410,-70.8763998380
1619,ATA,"708",-97.4999885410,-73.8763998380
1620,ATA,"709",-97.4999885410,-76.8763998380
1621,ATA,"710",-97.4999885410,-79.8763998380
1622,ATA,"711",-97.4999885410,-82.8763998380
1623,ATA,"712",-97.4999885410,-85.8763998380
1624,ATA,"713",-97.4999885410,-88.8763998380
1676,ATA,"714",-94.4999885410,-70.8763998380
1677,ATA,"715",-94.4999885410,-73.8763998380
1678,ATA,"716",-94.4999885410,-76.8763998380
1679,ATA,"717",-94.4999885410,-79.8763998380
1680,ATA,"718",-94.4999885410,-82.8763998380
1681,ATA,"719",-94.4999885410,-85.8763998380
1682,ATA,"720",-94.4999885410,-88.8763998380
1733,ATA,"721",-91.4999885410,-67.8763998380
1735,ATA,"722",-91.4999885410,-73.8763998380
1736,ATA,"723",-91.4999885410,-76.8763998380
1737,ATA,"724",-91.4999885410,-79.8763998380
1738,ATA,"725",-91.4999885410,-82.8763998380
1739,ATA,"726",-91.4999885410,-85.8763998380
1740,ATA,"727",-91.4999885410,-88.8763998380
1793,ATA,"728",-88.4999885410,-73.8763998380
1794,ATA,"729",-88.4999885410,-76.8763998380
1795,ATA,"730",-88.4999885410,-79.8763998380
1796,ATA,"731",-88.4999885410,-82.8763998380
1797,ATA,"732",-88.4999885410,-85.8763998380
1798,ATA,"733",-88.4999885410,-88.8763998380
1851,ATA,"734",-85.4999885410,-73.8763998380
1852,ATA,"735",-85.4999885410,-76.8763998380
1853,ATA,"736",-85.4999885410,-79.8763998380
1854,ATA,"737",-85.4999885410,-82.8763998380
1855,ATA,"738",-85.4999885410,-85.8763998380
1856,ATA,"739",-85.4999885410,-88.8763998380
1909,ATA,"740",-82.4999885410,-73.8763998380
1910,ATA,"741",-82.4999885410,-76.8763998380
1911,ATA,"742",-82.4999885410,-79.8763998380
1912,ATA,"743",-82.4999885410,-82.8763998380
1913,ATA,"744",-82.4999885410,-85.8763998380
1914,ATA,"745",-82.4999885410,-88.8763998380
1966,ATA,"746",-79.4999885410,-70.8763998380
1967,ATA,"747",-79.4999885410,-73.8763998380
1968,ATA,"748",-79.4999885410,-76.8763998380
1969,ATA,"749",-79.4999885410,-79.8763998380
1970,ATA,"750",-79.4999885410,-82.8763998380
1971,ATA,"751",-79.4999885410,-85.8763998380
1972,ATA,"752",-79.4999885410,-88.8763998380
2024,ATA,"753",-76.4999885410,-70.8763998380
2025,ATA,"754",-76.4999885410,-73.8763998380
2026,ATA,"755",-76.4999885410,-76.8763998380
2027,ATA,"756",-76.4999885410,-79.8763998380
2028,ATA,"757",-76.4999885410,-82.8763998380
2029,ATA,"758",-76.4999885410,-85.8763998380
2030,ATA,"759",-76.4999885410,-88.8763998380
2081,ATA,"760",-73.4999885410,-67.8763998380
2082,ATA,"761",-73.4999885410,-70.8763998380
2083,ATA,"762",-73.4999885410,-73.8763998380
2084,ATA,"763",-73.4999885410,-76.8763998380
2085,ATA,"764",-73.4999885410,-79.8763998380
2086,ATA,"765",-73.4999885410,-82.8763998380
2087,ATA,"766",-73.4999885410,-85.8763998380
2088,ATA,"767",-73.4999885410,-88.8763998380
2139,ATA,"768",-70.4999885410,-67.8763998380
2140,ATA,"769",-70.4999885410,-70.8763998380
2141,ATA,"770",-70.4999885410,-73.8763998380
2142,ATA,"771",-70.4999885410,-76.8763998380
2143,ATA,"772",-70.4999885410,-79.8763998380
2144,ATA,"773",-70.4999885410,-82.8763998380
2145,ATA,"774",-70.4999885410,-85.8763998380
2146,ATA,"775",-70.4999885410,-88.8763998380
2196,ATA,"776",-67.4999885410,-64.8763998380
2197,ATA,"777",-67.4999885410,-67.8763998380
2198,ATA,"778",-67.4999885410,-70.8763998380
2199,ATA,"779",-67.4999885410,-73.8763998380
2200,ATA,"780",-67.4999885410,-76.8763998380
2201,ATA,"781",-67.4999885410,-79.8763998380
2202,ATA,"782",-67.4999885410,-82.8763998380
2203,ATA,"783",-67.4999885410,-85.8763998380
2204,ATA,"784",-67.4999885410,-88.8763998380
2254,ATA,"785",-64.4999885410,-64.8763998380
2255,ATA,"786",-64.4999885410,-67.8763998380
2256,ATA,"787",-64.4999885410,-70.8763998380
2257,ATA,"788",-64.4999885410,-73.8763998380
2258,ATA,"789",-64.4999885410,-76.8763998380
2259,ATA,"790",-64.4999885410,-79.8763998380
2260,ATA,"791",-64.4999885410,-82.8763998380
2261,ATA,"792",-64.4999885410,-85.8763998380
2262,ATA,"793",-64.4999885410,-88.8763998380
2311,ATA,"794",-61.4999885410,-61.8763998380
2312,ATA,"795",-61.4999885410,-64.8763998380
2313,ATA,"796",-61.4999885410,-67.8763998380
2314,ATA,"797",-61.4999885410,-70.8763998380
2315,ATA,"798",-61.4999885410,-73.8763998380
2317,ATA,"799",-61.4999885410,-79.8763998380
2318,ATA,"800",-61.4999885410,-82.8763998380
2319,ATA,"801",-61.4999885410,-85.8763998380
2320,ATA,"802",-61.4999885410,-88.8763998380
2369,ATA,"803",-58.4999885410,-61.8763998380
2370,ATA,"804",-58.4999885410,-64.8763998380
2373,ATA,"805",-58.4999885410,-73.8763998380
2376,ATA,"806",-58.4999885410,-82.8763998380
2377,ATA,"807",-58.4999885410,-85.8763998380
2378,ATA,"808",-58.4999885410,-88.8763998380
2427,ATA,"809",-55.4999885410,-61.8763998380
2428,ATA,"810",-55.4999885410,-64.8763998380
2433,ATA,"811",-55.4999885410,-79.8763998380
2434,ATA,"812",-55.4999885410,-82.8763998380
2435,ATA,"813",-55.4999885410,-85.8763998380
2436,ATA,"814",-55.4999885410,-88.8763998380
2491,ATA,"815",-52.4999885410,-79.8763998380
2492,ATA,"816",-52.4999885410,-82.8763998380
2493,ATA,"817",-52.4999885410,-85.8763998380
2494,ATA,"818",-52.4999885410,-88.8763998380
2548,ATA,"819",-49.4999885410,-76.8763998380
2549,ATA,"820",-49.4999885410,-79.8763998380
2550,ATA,"821",-49.4999885410,-82.8763998380
2551,ATA,"822",-49.4999885410,-85.8763998380
2552,ATA,"823",-49.4999885410,-88.8763998380
2601,ATA,"824",-46.4999885410,-61.8763998380
2606,ATA,"825",-46.4999885410,-76.8763998380
2607,ATA,"826",-46.4999885410,-79.8763998380
2608,ATA,"827",-46.4999885410,-82.8763998380
2609,ATA,"828",-46.4999885410,-85.8763998380
2610,ATA,"829",-46.4999885410,-88.8763998380
2659,ATA,"830",-43.4999885410,-61.8763998380
2664,ATA,"831",-43.4999885410,-76.8763998380
2665,ATA,"832",-43.4999885410,-79.8763998380
2666,ATA,"833",-43.4999885410,-82.8763998380
2667,ATA,"834",-43.4999885410,-85.8763998380
2668,ATA,"835",-43.4999885410,-88.8763998380
2723,ATA,"836",-40.4999885410,-79.8763998380
2724,ATA,"837",-40.4999885410,-82.8763998380
2725,ATA,"838",-40.4999885410,-85.8763998380
2726,ATA,"839",-40.4999885410,-88.8763998380
2781,ATA,"840",-37.4999885410,-79.8763998380
2782,ATA,"841",-37.4999885410,-82.8763998380
2783,ATA,"842",-37.4999885410,-85.8763998380
2784,ATA,"843",-37.4999885410,-88.8763998380
2838,ATA,"844",-34.4999885410,-76.8763998380
2839,ATA,"845",-34.4999885410,-79.8763998380
2840,ATA,"846",-34.4999885410,-82.8763998380
2841,ATA,"847",-34.4999885410,-85.8763998380
2842,ATA,"848",-34.4999885410,-88.8763998380
2896,ATA,"849",-31.4999885410,-76.8763998380
2897,ATA,"850",-31.4999885410,-79.8763998380
2898,ATA,"851",-31.4999885410,-82.8763998380
2899,ATA,"852",-31.4999885410,-85.8763998380
2900,ATA,"853",-31.4999885410,-88.8763998380
2954,ATA,"854",-28.4999885410,-76.8763998380
2955,ATA,"855",-28.4999885410,-79.8763998380
2956,ATA,"856",-28.4999885410,-82.8763998380
2957,ATA,"857",-28.4999885410,-85.8763998380
2958,ATA,"858",-28.4999885410,-88.8763998380
3012,ATA,"859",-25.4999885410,-76.8763998380
3013,ATA,"860",-25.4999885410,-79.8763998380
3014,ATA,"861",-25.4999885410,-82.8763998380
3015,ATA,"862",-25.4999885410,-85.8763998380
3016,ATA,"863",-25.4999885410,-88.8763998380
3069,ATA,"864",-22.4999885410,-73.8763998380
3070,ATA,"865",-22.4999885410,-76.8763998380
3071,ATA,"866",-22.4999885410,-79.8763998380
3072,ATA,"867",-22.4999885410,-82.8763998380
3073,ATA,"868",-22.4999885410,-85.8763998380
3074,ATA,"869",-22.4999885410,-88.8763998380
3127,ATA,"870",-19.4999885410,-73.8763998380
3128,ATA,"871",-19.4999885410,-76.8763998380
3129,ATA,"872",-19.4999885410,-79.8763998380
3130,ATA,"873",-19.4999885410,-82.8763998380
3131,ATA,"874",-19.4999885410,-85.8763998380
3132,ATA,"875",-19.4999885410,-88.8763998380
3185,ATA,"876",-16.4999885410,-73.8763998380
3186,ATA,"877",-16.4999885410,-76.8763998380
3187,ATA,"878",-16.4999885410,-79.8763998380
3188,ATA,"879",-16.4999885410,-82.8763998380
3189,ATA,"880",-16.4999885410,-85.8763998380
3190,ATA,"881",-16.4999885410,-88.8763998380
3242,ATA,"882",-13.4999885410,-70.8763998380
3243,ATA,"883",-13.4999885410,-73.8763998380
3244,ATA,"884",-13.4999885410,-76.8763998380
3245,ATA,"885",-13.4999885410,-79.8763998380
3246,ATA,"886",-13.4999885410,-82.8763998380
3247,ATA,"887",-13.4999885410,-85.8763998380
3248,ATA,"888",-13.4999885410,-88.8763998380
3300,ATA,"889",-10.4999885410,-70.8763998380
3301,ATA,"890",-10.4999885410,-73.8763998380
3302,ATA,"891",-10.4999885410,-76.8763998380
3303,ATA,"892",-10.4999885410,-79.8763998380
3304,ATA,"893",-10.4999885410,-82.8763998380
3305,ATA,"894",-10.4999885410,-85.8763998380
3306,ATA,"895",-10.4999885410,-88.8763998380
3358,ATA,"896",-7.4999885410,-70.8763998380
3359,ATA,"897",-7.4999885410,-73.8763998380
3360,ATA,"898",-7.4999885410,-76.8763998380
3361,ATA,"899",-7.4999885410,-79.8763998380
3362,ATA,"900",-7.4999885410,-82.8763998380
3363,ATA,"901",-7.4999885410,-85.8763998380
3364,ATA,"902",-7.4999885410,-88.8763998380
3416,ATA,"903",-4.4999885410,-70.8763998380
3417,ATA,"904",-4.4999885410,-73.8763998380
3418,ATA,"905",-4.4999885410,-76.8763998380
3419,ATA,"906",-4.4999885410,-79.8763998380
3420,ATA,"907",-4.4999885410,-82.8763998380
3421,ATA,"908",-4.4999885410,-85.8763998380
3422,ATA,"909",-4.4999885410,-88.8763998380
3474,ATA,"910",-1.4999885410,-70.8763998380
3475,ATA,"911",-1.4999885410,-73.8763998380
3476,ATA,"912",-1.4999885410,-76.8763998380
3477,ATA,"913",-1.4999885410,-79.8763998380
3478,ATA,"914",-1.4999885410,-82.8763998380
3479,ATA,"915",-1.4999885410,-85.8763998380
3480,ATA,"916",-1.4999885410,-88.8763998380
3532,ATA,"917",1.5000114590,-70.8763998380
3533,ATA,"918",1.5000114590,-73.8763998380
3534,ATA,"919",1.5000114590,-76.8763998380
3535,ATA,"920",1.5000114590,-79.8763998380
3536,ATA,"921",1.5000114590,-82.8763998380
3537,ATA,"922",1.5000114590,-85.8763998380
3538,ATA,"923",1.5000114590,-88.8763998380
3590,ATA,"924",4.5000114590,-70.8763998380
3591,ATA,"925",4.5000114590,-73.8763998380
3592,ATA,"926",4.5000114590,-76.8763998380
3593,ATA,"927",4.5000114590,-79.8763998380
3594,ATA,"928",4.5000114590,-82.8763998380
3595,ATA,"929",4.5000114590,-85.8763998380
3596,ATA,"930",4.5000114590,-88.8763998380
3648,ATA,"931",7.5000114590,-70.8763998380
3649,ATA,"932",7.5000114590,-73.8763998380
3650,ATA,"933",7.5000114590,-76.8763998380
3651,ATA,"934",7.5000114590,-79.8763998380
3652,ATA,"935",7.5000114590,-82.8763998380
3653,ATA,"936",7.5000114590,-85.8763998380
3654,ATA,"937",7.5000114590,-88.8763998380
3706,ATA,"938",10.5000114590,-70.8763998380
3707,ATA,"939",10.5000114590,-73.8763998380
3708,ATA,"940",10.5000114590,-76.8763998380
3709,ATA,"941",10.5000114590,-79.8763998380
3710,ATA,"942",10.5000114590,-82.8763998380
3711,ATA,"943",10.5000114590,-85.8763998380
3712,ATA,"944",10.5000114590,-88.8763998380
3764,ATA,"945",13.5000114590,-70.8763998380
3765,ATA,"946",13.5000114590,-73.8763998380
3766,ATA,"947",13.5000114590,-76.8763998380
3767,ATA,"948",13.5000114590,-79.8763998380
3768,ATA,"949",13.5000114590,-82.8763998380
3769,ATA,"950",13.5000114590,-85.8763998380
3770,ATA,"951",13.5000114590,-88.8763998380
3822,ATA,"952",16.5000114590,-70.8763998380
3823,ATA,"953",16.5000114590,-73.8763998380
3824,ATA,"954",16.5000114590,-76.8763998380
3825,ATA,"955",16.5000114590,-79.8763998380
3826,ATA,"956",16.5000114590,-82.8763998380
3827,ATA,"957",16.5000114590,-85.8763998380
3828,ATA,"958",16.5000114590,-88.8763998380
3880,ATA,"959",19.5000114590,-70.8763998380
3881,ATA,"960",19.5000114590,-73.8763998380
3882,ATA,"961",19.5000114590,-76.8763998380
3883,ATA,"962",19.5000114590,-79.8763998380
3884,ATA,"963",19.5000114590,-82.8763998380
3885,ATA,"964",19.5000114590,-85.8763998380
3886,ATA,"965",19.5000114590,-88.8763998380
3938,ATA,"966",22.5000114590,-70.8763998380
3939,ATA,"967",22.5000114590,-73.8763998380
3940,ATA,"968",22.5000114590,-76.8763998380
3941,ATA,"969",22.5000114590,-79.8763998380
3942,ATA,"970",22.5000114590,-82.8763998380
3943,ATA,"971",22.5000114590,-85.8763998380
3944,ATA,"972",22.5000114590,-88.8763998380
3996,ATA,"973",25.5000114590,-70.8763998380
3997,ATA,"974",25.5000114590,-73.8763998380
3998,ATA,"975",25.5000114590,-76.8763998380
3999,ATA,"976",25.5000114590,-79.8763998380
4000,ATA,"977",25.5000114590,-82.8763998380
4001,ATA,"978",25.5000114590,-85.8763998380
4002,ATA,"979",25.5000114590,-88.8763998380
4054,ATA,"980",28.5000114590,-70.8763998380
4055,ATA,"981",28.5000114590,-73.8763998380
4056,ATA,"982",28.5000114590,-76.8763998380
4057,ATA,"983",28.5000114590,-79.8763998380
4058,ATA,"984",28.5000114590,-82.8763998380
4059,ATA,"985",28.5000114590,-85.8763998380
4060,ATA,"986",28.5000114590,-88.8763998380
4111,ATA,"987",31.5000114590,-67.8763998380
4112,ATA,"988",31.5000114590,-70.8763998380
4113,ATA,"989",31.5000114590,-73.8763998380
4114,ATA,"990",31.5000114590,-76.8763998380
4115,ATA,"991",31.5000114590,-79.8763998380
4116,ATA,"992",31.5000114590,-82.8763998380
4117,ATA,"993",31.5000114590,-85.8763998380
4118,ATA,"994",31.5000114590,-88.8763998380
4169,ATA,"995",34.5000114590,-67.8763998380
4170,ATA,"996",34.5000114590,-70.8763998380
4171,ATA,"997",34.5000114590,-73.8763998380
4172,ATA,"998",34.5000114590,-76.8763998380
4173,ATA,"999",34.5000114590,-79.8763998380
4174,ATA,"1000",34.5000114590,-82.8763998380
4175,ATA,"1001",34.5000114590,-85.8763998380
4176,ATA,"1002",34.5000114590,-88.8763998380
4227,ATA,"1003",37.5000114590,-67.8763998380
4228,ATA,"1004",37.5000114590,-70.8763998380
4229,ATA,"1005",37.5000114590,-73.8763998380
4230,ATA,"1006",37.5000114590,-76.8763998380
4231,ATA,"1007",37.5000114590,-79.8763998380
4232,ATA,"1008",37.5000114590,-82.8763998380
4233,ATA,"1009",37.5000114590,-85.8763998380
4234,ATA,"1010",37.5000114590,-88.8763998380
4285,ATA,"1011",40.5000114590,-67.8763998380
4286,ATA,"1012",40.5000114590,-70.8763998380
4287,ATA,"1013",40.5000114590,-73.8763998380
4288,ATA,"1014",40.5000114590,-76.8763998380
4289,ATA,"1015",40.5000114590,-79.8763998380
4290,ATA,"1016",40.5000114590,-82.8763998380
4291,ATA,"1017",40.5000114590,-85.8763998380
4292,ATA,"1018",40.5000114590,-88.8763998380
4343,ATA,"1019",43.5000114590,-67.8763998380
4344,ATA,"1020",43.5000114590,-70.8763998380
4345,ATA,"1021",43.5000114590,-73.8763998380
4346,ATA,"1022",43.5000114590,-76.8763998380
4347,ATA,"1023",43.5000114590,-79.8763998380
4348,ATA,"1024",43.5000114590,-82.8763998380
4349,ATA,"1025",43.5000114590,-85.8763998380
4350,ATA,"1026",43.5000114590,-88.8763998380
4401,ATA,"1027",46.5000114590,-67.8763998380
4402,ATA,"1028",46.5000114590,-70.8763998380
4403,ATA,"1029",46.5000114590,-73.8763998380
4404,ATA,"1030",46.5000114590,-76.8763998380
4405,ATA,"1031",46.5000114590,-79.8763998380
4406,ATA,"1032",46.5000114590,-82.8763998380
4407,ATA,"1033",46.5000114590,-85.8763998380
4408,ATA,"1034",46.5000114590,-88.8763998380
4458,ATA,"1035",49.5000114590,-64.8763998380
4459,ATA,"1036",49.5000114590,-67.8763998380
4460,ATA,"1037",49.5000114590,-70.8763998380
4461,ATA,"1038",49.5000114590,-73.8763998380
4462,ATA,"1039",49.5000114590,-76.8763998380
4463,ATA,"1040",49.5000114590,-79.8763998380
4464,ATA,"1041",49.5000114590,-82.8763998380
4465,ATA,"1042",49.5000114590,-85.8763998380
4466,ATA,"1043",49.5000114590,-88.8763998380
4516,ATA,"1044",52.5000114590,-64.8763998380
4517,ATA,"1045",52.5000114590,-67.8763998380
4518,ATA,"1046",52.5000114590,-70.8763998380
4519,ATA,"1047",52.5000114590,-73.8763998380
4520,ATA,"1048",52.5000114590,-76.8763998380
4521,ATA,"1049",52.5000114590,-79.8763998380
4522,ATA,"1050",52.5000114590,-82.8763998380
4523,ATA,"1051",52.5000114590,-85.8763998380
4524,ATA,"1052",52.5000114590,-88.8763998380
4574,ATA,"1053",55.5000114590,-64.8763998380
4575,ATA,"1054",55.5000114590,-67.8763998380
4576,ATA,"1055",55.5000114590,-70.8763998380
4577,ATA,"1056",55.5000114590,-73.8763998380
4578,ATA,"1057",55.5000114590,-76.8763998380
4579,ATA,"1058",55.5000114590,-79.8763998380
4580,ATA,"1059",55.5000114590,-82.8763998380
4581,ATA,"1060",55.5000114590,-85.8763998380
4582,ATA,"1061",55.5000114590,-88.8763998380
4633,ATA,"1062",58.5000114590,-67.8763998380
4634,ATA,"1063",58.5000114590,-70.8763998380
4635,ATA,"1064",58.5000114590,-73.8763998380
4636,ATA,"1065",58.5000114590,-76.8763998380
4637,ATA,"1066",58.5000114590,-79.8763998380
4638,ATA,"1067",58.5000114590,-82.8763998380
4639,ATA,"1068",58.5000114590,-85.8763998380
4640,ATA,"1069",58.5000114590,-88.8763998380
4691,ATA,"1070",61.5000114590,-67.8763998380
4692,ATA,"1071",61.5000114590,-70.8763998380
4693,ATA,"1072",61.5000114590,-73.8763998380
4694,ATA,"1073",61.5000114590,-76.8763998380
4695,ATA,"1074",61.5000114590,-79.8763998380
4696,ATA,"1075",61.5000114590,-82.8763998380
4697,ATA,"1076",61.5000114590,-85.8763998380
4698,ATA,"1077",61.5000114590,-88.8763998380
4749,ATA,"1078",64.5000114590,-67.8763998380
4750,ATA,"1079",64.5000114590,-70.8763998380
4751,ATA,"1080",64.5000114590,-73.8763998380
4752,ATA,"1081",64.5000114590,-76.8763998380
4753,ATA,"1082",64.5000114590,-79.8763998380
4754,ATA,"1083",64.5000114590,-82.8763998380
4755,ATA,"1084",64.5000114590,-85.8763998380
4756,ATA,"1085",64.5000114590,-88.8763998380
4807,ATA,"1086",67.5000114590,-67.8763998380
4808,ATA,"1087",67.5000114590,-70.8763998380
4809,ATA,"1088",67.5000114590,-73.8763998380
4810,ATA,"1089",67.5000114590,-76.8763998380
4811,ATA,"1090",67.5000114590,-79.8763998380
4812,ATA,"1091",67.5000114590,-82.8763998380
4813,ATA,"1092",67.5000114590,-85.8763998380
4814,ATA,"1093",67.5000114590,-88.8763998380
4865,ATA,"1094",70.5000114590,-67.8763998380
4866,ATA,"1095",70.5000114590,-70.8763998380
