Id_cell,Id_terminal,Distance,Ctry_iso3
IDN_C03131,IDN08,254861.75483497302,IDN
IDN_C03131,IDN09,596064.9368050421,IDN
IDN_C03131,IDN10,1348679.94105523,IDN
IDN_C03132,IDN01,478336.03626941296,IDN
IDN_C03132,IDN02,478336.03626941296,IDN
IDN_C03132,IDN03,478336.03626941296,IDN
IDN_C03132,IDN04,478336.03626941296,IDN
IDN_C03132,IDN05,478336.03626941296,IDN
IDN_C03132,IDN06,1326683.17647022,IDN
IDN_C03132,IDN07,1326683.17647022,IDN
IDN_C03132,IDN08,174432.557436303,IDN
IDN_C03132,IDN09,294114.59292125603,IDN
IDN_C03132,IDN10,1326683.17647022,IDN
IDN_C03133,IDN01,672242.13055345,IDN
IDN_C03133,IDN02,672242.13055345,IDN
IDN_C03133,IDN03,672242.13055345,IDN
IDN_C03133,IDN04,672242.13055345,IDN
IDN_C03133,IDN05,672242.13055345,IDN
IDN_C03133,IDN06,1304274.35076754,IDN
IDN_C03133,IDN07,1304274.35076754,IDN
IDN_C03133,IDN08,364254.102733527,IDN
IDN_C03133,IDN09,128593.32425047,IDN
IDN_C03133,IDN10,1304274.35076754,IDN
IDN_C03134,IDN01,1044870.68187478,IDN
IDN_C03134,IDN02,1044870.68187478,IDN
IDN_C03134,IDN03,1044870.68187478,IDN
IDN_C03134,IDN04,1044870.68187478,IDN
IDN_C03134,IDN05,1044870.68187478,IDN
IDN_C03134,IDN06,1482044.8309815,IDN
IDN_C03134,IDN07,1482044.8309815,IDN
IDN_C03134,IDN08,822500.0975367591,IDN
IDN_C03134,IDN09,453171.192322526,IDN
IDN_C03134,IDN10,1482044.8309815,IDN
IDN_C03135,IDN01,1170380.91410833,IDN
IDN_C03135,IDN02,1170380.91410833,IDN
IDN_C03135,IDN03,1170380.91410833,IDN
IDN_C03135,IDN04,1170380.91410833,IDN
IDN_C03135,IDN05,1170380.91410833,IDN
IDN_C03135,IDN06,1620375.8993775,IDN
IDN_C03135,IDN07,1620375.8993775,IDN
IDN_C03135,IDN08,993855.834554066,IDN
IDN_C03135,IDN09,604612.1780970821,IDN
IDN_C03135,IDN10,1620375.8993775,IDN
IDN_C03136,IDN01,988575.2599928641,IDN
IDN_C03136,IDN02,988575.2599928641,IDN
IDN_C03136,IDN03,988575.2599928641,IDN
IDN_C03136,IDN04,988575.2599928641,IDN
IDN_C03136,IDN05,988575.2599928641,IDN
IDN_C03136,IDN06,1049068.81568102,IDN
IDN_C03136,IDN07,1049068.81568102,IDN
IDN_C03136,IDN08,622412.203535259,IDN
IDN_C03136,IDN09,1060046.70799564,IDN
IDN_C03136,IDN10,1049068.81568102,IDN
IDN_C03137,IDN01,741013.8746959291,IDN
IDN_C03137,IDN02,741013.8746959291,IDN
IDN_C03137,IDN03,741013.8746959291,IDN
IDN_C03137,IDN04,741013.8746959291,IDN
IDN_C03137,IDN05,741013.8746959291,IDN
IDN_C03137,IDN06,1070066.49825101,IDN
IDN_C03137,IDN07,1070066.49825101,IDN
IDN_C03137,IDN08,283260.705441567,IDN
IDN_C03137,IDN09,720741.457885708,IDN
IDN_C03137,IDN10,1070066.49825101,IDN
IDN_C03138,IDN01,775719.1547455459,IDN
IDN_C03138,IDN02,775719.1547455459,IDN
IDN_C03138,IDN03,775719.1547455459,IDN
IDN_C03138,IDN04,775719.1547455459,IDN
IDN_C03138,IDN05,775719.1547455459,IDN
IDN_C03138,IDN06,993741.590121392,IDN
IDN_C03138,IDN07,993741.590121392,IDN
IDN_C03138,IDN08,187285.491318632,IDN
IDN_C03138,IDN09,544387.912164901,IDN
IDN_C03138,IDN10,993741.590121392,IDN
IDN_C03139,IDN01,821296.638006277,IDN
IDN_C03139,IDN02,821296.638006277,IDN
IDN_C03139,IDN03,821296.638006277,IDN
IDN_C03139,IDN04,821296.638006277,IDN
IDN_C03139,IDN05,821296.638006277,IDN
IDN_C03139,IDN06,1139024.79662114,IDN
IDN_C03139,IDN07,1139024.79662114,IDN
IDN_C03139,IDN08,383139.250647628,IDN
IDN_C03139,IDN09,301657.09366211697,IDN
IDN_C03139,IDN10,1139024.79662114,IDN
IDN_C03140,IDN01,1229351.26537202,IDN
IDN_C03140,IDN02,1229351.26537202,IDN
IDN_C03140,IDN03,1229351.26537202,IDN
IDN_C03140,IDN04,1229351.26537202,IDN
IDN_C03140,IDN05,1229351.26537202,IDN
IDN_C03140,IDN06,1179480.12671776,IDN
IDN_C03140,IDN07,1179480.12671776,IDN
IDN_C03140,IDN08,833626.22119185,IDN
IDN_C03140,IDN09,627003.703811288,IDN
IDN_C03140,IDN10,1179480.12671776,IDN
IDN_C03141,IDN01,1327409.32979625,IDN
IDN_C03141,IDN02,1327409.32979625,IDN
IDN_C03141,IDN03,1327409.32979625,IDN
IDN_C03141,IDN04,1327409.32979625,IDN
IDN_C03141,IDN05,1327409.32979625,IDN
IDN_C03141,IDN06,1292072.33093751,IDN
IDN_C03141,IDN07,1292072.33093751,IDN
IDN_C03141,IDN08,969416.719668906,IDN
IDN_C03141,IDN09,718340.318495559,IDN
IDN_C03141,IDN10,1292072.33093751,IDN
IDN_C03142,IDN01,1131278.3971008998,IDN
IDN_C03142,IDN02,1131278.3971008998,IDN
IDN_C03142,IDN03,1131278.3971008998,IDN
IDN_C03142,IDN04,1131278.3971008998,IDN
IDN_C03142,IDN05,1131278.3971008998,IDN
IDN_C03142,IDN06,1022336.19234009,IDN
IDN_C03142,IDN07,1022336.19234009,IDN
IDN_C03142,IDN08,764010.214157886,IDN
IDN_C03142,IDN09,1200978.41612534,IDN
IDN_C03142,IDN10,1022336.19234009,IDN
IDN_C03143,IDN01,1182595.08459495,IDN
IDN_C03143,IDN02,1182595.08459495,IDN
IDN_C03143,IDN03,1182595.08459495,IDN
IDN_C03143,IDN04,1182595.08459495,IDN
IDN_C03143,IDN05,1182595.08459495,IDN
IDN_C03143,IDN06,688379.463948285,IDN
IDN_C03143,IDN07,688379.463948285,IDN
IDN_C03143,IDN08,660317.369444008,IDN
IDN_C03143,IDN09,1053516.22260635,IDN
IDN_C03143,IDN10,688379.463948285,IDN
IDN_C03144,IDN01,1163468.57771318,IDN
IDN_C03144,IDN02,1163468.57771318,IDN
IDN_C03144,IDN03,1163468.57771318,IDN
IDN_C03144,IDN04,1163468.57771318,IDN
IDN_C03144,IDN05,1163468.57771318,IDN
IDN_C03144,IDN06,610730.5950635129,IDN
IDN_C03144,IDN07,610730.5950635129,IDN
IDN_C03144,IDN08,574568.672082388,IDN
IDN_C03144,IDN09,841773.310155973,IDN
IDN_C03144,IDN10,610730.5950635129,IDN
IDN_C03145,IDN01,1141378.5828751002,IDN
IDN_C03145,IDN02,1141378.5828751002,IDN
IDN_C03145,IDN03,1141378.5828751002,IDN
IDN_C03145,IDN04,1141378.5828751002,IDN
IDN_C03145,IDN05,1141378.5828751002,IDN
IDN_C03145,IDN06,686675.00256082,IDN
IDN_C03145,IDN07,686675.00256082,IDN
IDN_C03145,IDN08,559077.592639836,IDN
IDN_C03145,IDN09,746320.504768845,IDN
IDN_C03145,IDN10,686675.00256082,IDN
IDN_C03146,IDN01,1366222.75892087,IDN
IDN_C03146,IDN02,1366222.75892087,IDN
IDN_C03146,IDN03,1366222.75892087,IDN
IDN_C03146,IDN04,1366222.75892087,IDN
IDN_C03146,IDN05,1366222.75892087,IDN
IDN_C03146,IDN06,905958.903937176,IDN
IDN_C03146,IDN07,905958.903937176,IDN
IDN_C03146,IDN08,869435.576852295,IDN
IDN_C03146,IDN09,806716.9862500009,IDN
IDN_C03146,IDN10,905958.903937176,IDN
IDN_C03147,IDN01,1480351.93997012,IDN
IDN_C03147,IDN02,1480351.93997012,IDN
IDN_C03147,IDN03,1480351.93997012,IDN
IDN_C03147,IDN04,1480351.93997012,IDN
IDN_C03147,IDN05,1480351.93997012,IDN
IDN_C03147,IDN06,362582.358895496,IDN
IDN_C03147,IDN07,362582.358895496,IDN
IDN_C03147,IDN08,917191.071539719,IDN
IDN_C03147,IDN09,1247457.25834547,IDN
IDN_C03147,IDN10,362582.358895496,IDN
IDN_C03148,IDN01,1483041.8675493,IDN
IDN_C03148,IDN02,1483041.8675493,IDN
IDN_C03148,IDN03,1483041.8675493,IDN
IDN_C03148,IDN04,1483041.8675493,IDN
IDN_C03148,IDN05,1483041.8675493,IDN
IDN_C03148,IDN06,283339.49553672,IDN
IDN_C03148,IDN07,283339.49553672,IDN
IDN_C03148,IDN08,898482.830719484,IDN
IDN_C03148,IDN09,1170380.07010635,IDN
IDN_C03148,IDN10,283339.49553672,IDN
IDN_C03149,IDN01,1495578.02694591,IDN
IDN_C03149,IDN02,1495578.02694591,IDN
IDN_C03149,IDN03,1495578.02694591,IDN
IDN_C03149,IDN04,1495578.02694591,IDN
IDN_C03149,IDN05,1495578.02694591,IDN
IDN_C03149,IDN06,325811.049383993,IDN
IDN_C03149,IDN07,325811.049383993,IDN
IDN_C03149,IDN08,906445.163984373,IDN
IDN_C03149,IDN09,1116463.37982336,IDN
IDN_C03149,IDN10,325811.049383993,IDN
IDN_C03150,IDN01,1743655.46499336,IDN
IDN_C03150,IDN02,1743655.46499336,IDN
IDN_C03150,IDN03,1743655.46499336,IDN
IDN_C03150,IDN04,1743655.46499336,IDN
IDN_C03150,IDN05,1743655.46499336,IDN
IDN_C03150,IDN06,618268.344106309,IDN
IDN_C03150,IDN07,618268.344106309,IDN
IDN_C03150,IDN08,1184488.98043516,IDN
IDN_C03150,IDN09,1236519.38180609,IDN
IDN_C03150,IDN10,618268.344106309,IDN
IDN_C03151,IDN01,1674740.14831121,IDN
IDN_C03151,IDN02,1674740.14831121,IDN
IDN_C03151,IDN03,1674740.14831121,IDN
IDN_C03151,IDN04,1674740.14831121,IDN
IDN_C03151,IDN05,1674740.14831121,IDN
IDN_C03151,IDN06,240281.06468761302,IDN
IDN_C03151,IDN07,240281.06468761302,IDN
IDN_C03151,IDN08,1108040.58030837,IDN
IDN_C03151,IDN09,1421993.25702154,IDN
IDN_C03151,IDN10,240281.06468761302,IDN
IDN_C03152,IDN01,1769683.61860956,IDN
IDN_C03152,IDN02,1769683.61860956,IDN
IDN_C03152,IDN03,1769683.61860956,IDN
IDN_C03152,IDN04,1769683.61860956,IDN
IDN_C03152,IDN05,1769683.61860956,IDN
IDN_C03152,IDN06,57447.3097784954,IDN
IDN_C03152,IDN07,57447.3097784954,IDN
IDN_C03152,IDN08,1187478.27881853,IDN
IDN_C03152,IDN09,1454521.96428081,IDN
IDN_C03152,IDN10,57447.3097784954,IDN
IDN_C03153,IDN01,1906692.30342367,IDN
IDN_C03153,IDN02,1906692.30342367,IDN
IDN_C03153,IDN03,1906692.30342367,IDN
IDN_C03153,IDN04,1906692.30342367,IDN
IDN_C03153,IDN05,1906692.30342367,IDN
IDN_C03153,IDN06,232880.03035108198,IDN
IDN_C03153,IDN07,232880.03035108198,IDN
IDN_C03153,IDN08,1317427.30914075,IDN
IDN_C03153,IDN09,1511794.55434226,IDN
IDN_C03153,IDN10,232880.03035108198,IDN
IDN_C03154,IDN01,2013470.90520659,IDN
IDN_C03154,IDN02,2013470.90520659,IDN
IDN_C03154,IDN03,2013470.90520659,IDN
IDN_C03154,IDN04,2013470.90520659,IDN
IDN_C03154,IDN05,2013470.90520659,IDN
IDN_C03154,IDN06,478750.382030209,IDN
IDN_C03154,IDN07,478750.382030209,IDN
IDN_C03154,IDN08,1430747.25195392,IDN
IDN_C03154,IDN09,1557644.92296051,IDN
IDN_C03154,IDN10,478750.382030209,IDN
IDN_C03155,IDN01,2188153.11904973,IDN
IDN_C03155,IDN02,2188153.11904973,IDN
IDN_C03155,IDN03,2188153.11904973,IDN
IDN_C03155,IDN04,2188153.11904973,IDN
IDN_C03155,IDN05,2188153.11904973,IDN
IDN_C03155,IDN06,425197.165731985,IDN
IDN_C03155,IDN07,425197.165731985,IDN
IDN_C03155,IDN08,1604792.84577133,IDN
IDN_C03155,IDN09,1852367.77401471,IDN
IDN_C03155,IDN10,425197.165731985,IDN
IDN_C03156,IDN01,2187631.68432458,IDN
IDN_C03156,IDN02,2187631.68432458,IDN
IDN_C03156,IDN03,2187631.68432458,IDN
IDN_C03156,IDN04,2187631.68432458,IDN
IDN_C03156,IDN05,2187631.68432458,IDN
IDN_C03156,IDN06,435608.885649959,IDN
IDN_C03156,IDN07,435608.885649959,IDN
IDN_C03156,IDN08,1598898.42159179,IDN
IDN_C03156,IDN09,1806784.50506407,IDN
IDN_C03156,IDN10,435608.885649959,IDN
IDN_C03157,IDN01,2439145.86650987,IDN
IDN_C03157,IDN02,2439145.86650987,IDN
IDN_C03157,IDN03,2439145.86650987,IDN
IDN_C03157,IDN04,2439145.86650987,IDN
IDN_C03157,IDN05,2439145.86650987,IDN
IDN_C03157,IDN06,818601.44423309,IDN
IDN_C03157,IDN07,818601.44423309,IDN
IDN_C03157,IDN08,1856774.5401508,IDN
IDN_C03157,IDN09,1970828.04384186,IDN
IDN_C03157,IDN10,818601.44423309,IDN
IDN_C03158,IDN01,2447363.09545108,IDN
IDN_C03158,IDN02,2447363.09545108,IDN
IDN_C03158,IDN03,2447363.09545108,IDN
IDN_C03158,IDN04,2447363.09545108,IDN
IDN_C03158,IDN05,2447363.09545108,IDN
IDN_C03158,IDN06,683990.110460725,IDN
IDN_C03158,IDN07,683990.110460725,IDN
IDN_C03158,IDN08,1864099.46110374,IDN
IDN_C03158,IDN09,2105892.2416348998,IDN
IDN_C03158,IDN10,683990.110460725,IDN
IDN_C03159,IDN01,2513671.75157998,IDN
IDN_C03159,IDN02,2513671.75157998,IDN
IDN_C03159,IDN03,2513671.75157998,IDN
IDN_C03159,IDN04,2513671.75157998,IDN
IDN_C03159,IDN05,2513671.75157998,IDN
IDN_C03159,IDN06,758595.478610153,IDN
IDN_C03159,IDN07,758595.478610153,IDN
IDN_C03159,IDN08,1924762.98087829,IDN
IDN_C03159,IDN09,2121750.68116157,IDN
IDN_C03159,IDN10,758595.478610153,IDN
IDN_C03160,IDN01,2608570.13515428,IDN
IDN_C03160,IDN02,2608570.13515428,IDN
IDN_C03160,IDN03,2608570.13515428,IDN
IDN_C03160,IDN04,2608570.13515428,IDN
IDN_C03160,IDN05,2608570.13515428,IDN
IDN_C03160,IDN06,917948.301940729,IDN
IDN_C03160,IDN07,917948.301940729,IDN
IDN_C03160,IDN08,2021613.10488705,IDN
IDN_C03160,IDN09,2162010.34672037,IDN
IDN_C03160,IDN10,917948.301940729,IDN
IDN_C03161,IDN01,2640772.75030345,IDN
IDN_C03161,IDN02,2640772.75030345,IDN
IDN_C03161,IDN03,2640772.75030345,IDN
IDN_C03161,IDN04,2640772.75030345,IDN
IDN_C03161,IDN05,2640772.75030345,IDN
IDN_C03161,IDN06,876548.2804005371,IDN
IDN_C03161,IDN07,876548.2804005371,IDN
IDN_C03161,IDN08,2057136.49982349,IDN
IDN_C03161,IDN09,2293388.61115808,IDN
IDN_C03161,IDN10,876548.2804005371,IDN
IDN_C03162,IDN01,2673368.99904355,IDN
IDN_C03162,IDN02,2673368.99904355,IDN
IDN_C03162,IDN03,2673368.99904355,IDN
IDN_C03162,IDN04,2673368.99904355,IDN
IDN_C03162,IDN05,2673368.99904355,IDN
IDN_C03162,IDN06,913400.205068205,IDN
IDN_C03162,IDN07,913400.205068205,IDN
IDN_C03162,IDN08,2084806.54532971,IDN
IDN_C03162,IDN09,2284510.02521034,IDN
IDN_C03162,IDN10,913400.205068205,IDN
IDN_C03163,IDN01,2761827.63715459,IDN
IDN_C03163,IDN02,2761827.63715459,IDN
IDN_C03163,IDN03,2761827.63715459,IDN
IDN_C03163,IDN04,2761827.63715459,IDN
IDN_C03163,IDN05,2761827.63715459,IDN
IDN_C03163,IDN06,1068580.08854806,IDN
IDN_C03163,IDN07,1068580.08854806,IDN
IDN_C03163,IDN08,2175201.19844292,IDN
IDN_C03163,IDN09,2310257.47167788,IDN
IDN_C03163,IDN10,1068580.08854806,IDN
AUS_C03167,AUS01,441951.031595964,AUS
AUS_C03167,AUS02,441951.031595964,AUS
AUS_C03167,AUS03,441951.031595964,AUS
AUS_C03167,AUS04,2172097.64442922,AUS
AUS_C03167,AUS05,441951.031595964,AUS
AUS_C03167,AUS06,439661.52775090706,AUS
AUS_C03167,AUS07,3806506.8678176003,AUS
AUS_C03167,AUS08,3805457.59693142,AUS
AUS_C03167,AUS09,3806506.8678176003,AUS
AUS_C03167,AUS10,3804797.21499115,AUS
AUS_C03167,AUS12,341429.376898786,AUS
AUS_C03167,AUS13,341429.376898786,AUS
AUS_C03167,AUS14,231646.18504308,AUS
AUS_C03167,AUS15,231646.18504308,AUS
AUS_C03167,AUS16,1406943.84215746,AUS
AUS_C03167,AUS17,1319455.20402307,AUS
AUS_C03168,AUS01,642478.489285283,AUS
AUS_C03168,AUS02,642478.489285283,AUS
AUS_C03168,AUS03,642478.489285283,AUS
AUS_C03168,AUS04,2314296.90157557,AUS
AUS_C03168,AUS05,642478.489285283,AUS
AUS_C03168,AUS06,640118.358759844,AUS
AUS_C03168,AUS07,3789703.27313439,AUS
AUS_C03168,AUS08,3788715.80999306,AUS
AUS_C03168,AUS09,3789703.27313439,AUS
AUS_C03168,AUS10,3788164.03007481,AUS
AUS_C03168,AUS12,567030.089269778,AUS
AUS_C03168,AUS13,567030.089269778,AUS
AUS_C03168,AUS14,457597.917768595,AUS
AUS_C03168,AUS15,457597.917768595,AUS
AUS_C03168,AUS16,1596802.44126811,AUS
AUS_C03168,AUS17,1515405.69379126,AUS
AUS_C03169,AUS01,64458.7374646951,AUS
AUS_C03169,AUS02,64458.7374646951,AUS
AUS_C03169,AUS03,64458.7374646951,AUS
AUS_C03169,AUS04,1803923.61888087,AUS
AUS_C03169,AUS05,64458.7374646951,AUS
AUS_C03169,AUS06,62100.918367838494,AUS
AUS_C03169,AUS07,3582331.55051969,AUS
AUS_C03169,AUS08,3581209.20835902,AUS
AUS_C03169,AUS09,3582331.55051969,AUS
AUS_C03169,AUS10,3580412.43460602,AUS
AUS_C03169,AUS12,108916.78237803,AUS
AUS_C03169,AUS13,108916.78237803,AUS
AUS_C03169,AUS14,164261.51291888,AUS
AUS_C03169,AUS15,164261.51291888,AUS
AUS_C03169,AUS16,1028524.02607637,AUS
AUS_C03169,AUS17,942534.7789581809,AUS
AUS_C03170,AUS01,291669.51063445397,AUS
AUS_C03170,AUS02,291669.51063445397,AUS
AUS_C03170,AUS03,291669.51063445397,AUS
AUS_C03170,AUS04,1988391.17481291,AUS
AUS_C03170,AUS05,291669.51063445397,AUS
AUS_C03170,AUS06,289317.863785919,AUS
AUS_C03170,AUS07,3632728.88090661,AUS
AUS_C03170,AUS08,3631660.00435608,AUS
AUS_C03170,AUS09,3632728.88090661,AUS
AUS_C03170,AUS10,3630963.99915902,AUS
AUS_C03170,AUS12,243523.900409413,AUS
AUS_C03170,AUS13,243523.900409413,AUS
AUS_C03170,AUS14,155399.792989148,AUS
AUS_C03170,AUS15,155399.792989148,AUS
AUS_C03170,AUS16,1245947.51438005,AUS
AUS_C03170,AUS17,1163439.19137239,AUS
AUS_C03171,AUS01,598524.845392796,AUS
AUS_C03171,AUS02,598524.845392796,AUS
AUS_C03171,AUS03,598524.845392796,AUS
AUS_C03171,AUS04,2184019.22629708,AUS
AUS_C03171,AUS05,598524.845392796,AUS
AUS_C03171,AUS06,596272.355489681,AUS
AUS_C03171,AUS07,3604163.32725788,AUS
AUS_C03171,AUS08,3603178.71877507,AUS
AUS_C03171,AUS09,3604163.32725788,AUS
AUS_C03171,AUS10,3602631.86149633,AUS
AUS_C03171,AUS12,563030.269502782,AUS
AUS_C03171,AUS13,563030.269502782,AUS
AUS_C03171,AUS14,465933.99571631104,AUS
AUS_C03171,AUS15,465933.99571631104,AUS
AUS_C03171,AUS16,1512185.89621323,AUS
AUS_C03171,AUS17,1438472.83308287,AUS
AUS_C03172,AUS01,909532.270814258,AUS
AUS_C03172,AUS02,909532.270814258,AUS
AUS_C03172,AUS03,909532.270814258,AUS
AUS_C03172,AUS04,2382815.0567209,AUS
AUS_C03172,AUS05,909532.270814258,AUS
AUS_C03172,AUS06,907364.7009362329,AUS
AUS_C03172,AUS07,3569114.46231613,AUS
AUS_C03172,AUS08,3568223.27678494,AUS
AUS_C03172,AUS09,3569114.46231613,AUS
AUS_C03172,AUS10,3567831.32286564,AUS
AUS_C03172,AUS12,882837.1591816109,AUS
AUS_C03172,AUS13,882837.1591816109,AUS
AUS_C03172,AUS14,786002.083723738,AUS
AUS_C03172,AUS15,786002.083723738,AUS
AUS_C03172,AUS16,1781318.18951609,AUS
AUS_C03172,AUS17,1715684.30827212,AUS
AUS_C03173,AUS01,1238409.62951586,AUS
AUS_C03173,AUS02,1238409.62951586,AUS
AUS_C03173,AUS03,1238409.62951586,AUS
AUS_C03173,AUS04,2603588.08136595,AUS
AUS_C03173,AUS05,1238409.62951586,AUS
AUS_C03173,AUS06,1236309.97072401,AUS
AUS_C03173,AUS07,3541176.81933999,AUS
AUS_C03173,AUS08,3540393.38029185,AUS
AUS_C03173,AUS09,3541176.81933999,AUS
AUS_C03173,AUS10,3540169.6560757994,AUS
AUS_C03173,AUS12,1218250.51449563,AUS
AUS_C03173,AUS13,1218250.51449563,AUS
AUS_C03173,AUS14,1122410.99720862,AUS
AUS_C03173,AUS15,1122410.99720862,AUS
AUS_C03173,AUS16,2071089.88710118,AUS
AUS_C03173,AUS17,2012818.34695108,AUS
AUS_C03174,AUS01,1497620.03186174,AUS
AUS_C03174,AUS02,1497620.03186174,AUS
AUS_C03174,AUS03,1497620.03186174,AUS
AUS_C03174,AUS04,2816242.89251713,AUS
AUS_C03174,AUS05,1497620.03186174,AUS
AUS_C03174,AUS06,1495522.16384437,AUS
AUS_C03174,AUS07,3583588.83849328,AUS
AUS_C03174,AUS08,3582892.64393672,AUS
AUS_C03174,AUS09,3583588.83849328,AUS
AUS_C03174,AUS10,3582798.49794472,AUS
AUS_C03174,AUS12,1476322.54518529,AUS
AUS_C03174,AUS13,1476322.54518529,AUS
AUS_C03174,AUS14,1379240.09459195,AUS
AUS_C03174,AUS15,1379240.09459195,AUS
AUS_C03174,AUS16,2318613.70874641,AUS
AUS_C03174,AUS17,2263287.89984724,AUS
AUS_C03175,AUS01,203997.56018839398,AUS
AUS_C03175,AUS02,203997.56018839398,AUS
AUS_C03175,AUS03,203997.56018839398,AUS
AUS_C03175,AUS04,1586204.54393577,AUS
AUS_C03175,AUS05,203997.56018839398,AUS
AUS_C03175,AUS06,204905.370634905,AUS
AUS_C03175,AUS07,3356809.15344385,AUS
AUS_C03175,AUS08,3355668.71827147,AUS
AUS_C03175,AUS09,3356809.15344385,AUS
AUS_C03175,AUS10,3354836.51027766,AUS
AUS_C03175,AUS12,340587.387834967,AUS
AUS_C03175,AUS13,340587.387834967,AUS
AUS_C03175,AUS14,398136.591234995,AUS
AUS_C03175,AUS15,398136.591234995,AUS
AUS_C03175,AUS16,863495.956083778,AUS
AUS_C03175,AUS17,790657.402568597,AUS
AUS_C03176,AUS01,309245.989502081,AUS
AUS_C03176,AUS02,309245.989502081,AUS
AUS_C03176,AUS03,309245.989502081,AUS
AUS_C03176,AUS04,1739990.65181328,AUS
AUS_C03176,AUS05,309245.989502081,AUS
AUS_C03176,AUS06,308231.96900939697,AUS
AUS_C03176,AUS07,3339541.24665827,AUS
AUS_C03176,AUS08,3338458.12454615,AUS
AUS_C03176,AUS09,3339541.24665827,AUS
AUS_C03176,AUS10,3337735.85299023,AUS
AUS_C03176,AUS12,390896.753366253,AUS
AUS_C03176,AUS13,390896.753366253,AUS
AUS_C03176,AUS14,383500.74421346,AUS
AUS_C03176,AUS15,383500.74421346,AUS
AUS_C03176,AUS16,1076010.63606201,AUS
AUS_C03176,AUS17,1009673.77977027,AUS
AUS_C03177,AUS01,610968.7756735779,AUS
AUS_C03177,AUS02,610968.7756735779,AUS
AUS_C03177,AUS03,610968.7756735779,AUS
AUS_C03177,AUS04,1966100.18223856,AUS
AUS_C03177,AUS05,610968.7756735779,AUS
AUS_C03177,AUS06,609329.03677851,AUS
AUS_C03177,AUS07,3306496.08203682,AUS
AUS_C03177,AUS08,3305506.13681253,AUS
AUS_C03177,AUS09,3306496.08203682,AUS
AUS_C03177,AUS10,3304950.18593566,AUS
AUS_C03177,AUS12,643846.351081726,AUS
AUS_C03177,AUS13,643846.351081726,AUS
AUS_C03177,AUS14,584446.494665649,AUS
AUS_C03177,AUS15,584446.494665649,AUS
AUS_C03177,AUS16,1383093.06541795,AUS
AUS_C03177,AUS17,1324917.75575619,AUS
AUS_C03178,AUS01,933788.339954718,AUS
AUS_C03178,AUS02,933788.339954718,AUS
AUS_C03178,AUS03,933788.339954718,AUS
AUS_C03178,AUS04,2218442.76245226,AUS
AUS_C03178,AUS05,933788.339954718,AUS
AUS_C03178,AUS06,931978.295576079,AUS
AUS_C03178,AUS07,3303632.80874994,AUS
AUS_C03178,AUS08,3302747.90370807,AUS
AUS_C03178,AUS09,3303632.80874994,AUS
AUS_C03178,AUS10,3302366.09363921,AUS
AUS_C03178,AUS12,947191.80954136,AUS
AUS_C03178,AUS13,947191.80954136,AUS
AUS_C03178,AUS14,869997.919744784,AUS
AUS_C03178,AUS15,869997.919744784,AUS
AUS_C03178,AUS16,1699700.37337648,AUS
AUS_C03178,AUS17,1646938.04158723,AUS
AUS_C03179,AUS01,1261731.61391036,AUS
AUS_C03179,AUS02,1261731.61391036,AUS
AUS_C03179,AUS03,1261731.61391036,AUS
AUS_C03179,AUS04,2489108.74185119,AUS
AUS_C03179,AUS05,1261731.61391036,AUS
AUS_C03179,AUS06,1259846.03451422,AUS
AUS_C03179,AUS07,3331069.87301971,AUS
AUS_C03179,AUS08,3330299.05542812,AUS
AUS_C03179,AUS09,3331069.87301971,AUS
AUS_C03179,AUS10,3330094.4654595,AUS
AUS_C03179,AUS12,1265306.99264294,AUS
AUS_C03179,AUS13,1265306.99264294,AUS
AUS_C03179,AUS14,1180392.07485472,AUS
AUS_C03179,AUS15,1180392.07485472,AUS
AUS_C03179,AUS16,2021438.90593495,AUS
AUS_C03179,AUS17,1972497.7377376,AUS
AUS_C03180,AUS01,1501378.8298008002,AUS
AUS_C03180,AUS02,1501378.8298008002,AUS
AUS_C03180,AUS03,1501378.8298008002,AUS
AUS_C03180,AUS04,2707414.22612076,AUS
AUS_C03180,AUS05,1501378.8298008002,AUS
AUS_C03180,AUS06,1499440.57914807,AUS
AUS_C03180,AUS07,3391402.35119365,AUS
AUS_C03180,AUS08,3390717.52944403,AUS
AUS_C03180,AUS09,3391402.35119365,AUS
AUS_C03180,AUS10,3390639.93386493,AUS
AUS_C03180,AUS12,1498392.9648709,AUS
AUS_C03180,AUS13,1498392.9648709,AUS
AUS_C03180,AUS14,1409273.85490894,AUS
AUS_C03180,AUS15,1409273.85490894,AUS
AUS_C03180,AUS16,2264280.10518939,AUS
AUS_C03180,AUS17,2216598.91100487,AUS
AUS_C03181,AUS01,701202.224119284,AUS
AUS_C03181,AUS02,701202.224119284,AUS
AUS_C03181,AUS03,701202.224119284,AUS
AUS_C03181,AUS04,1046477.44503259,AUS
AUS_C03181,AUS05,701202.224119284,AUS
AUS_C03181,AUS06,703183.867095406,AUS
AUS_C03181,AUS07,3050454.56521164,AUS
AUS_C03181,AUS08,3049214.90936855,AUS
AUS_C03181,AUS09,3050454.56521164,AUS
AUS_C03181,AUS10,3048170.57271541,AUS
AUS_C03181,AUS12,835135.026713127,AUS
AUS_C03181,AUS13,835135.026713127,AUS
AUS_C03181,AUS14,921131.2631924229,AUS
AUS_C03181,AUS15,921131.2631924229,AUS
AUS_C03181,AUS16,388797.33021683706,AUS
AUS_C03181,AUS17,366340.12988425,AUS
AUS_C03182,AUS01,519314.131982461,AUS
