Id_cell,Id_terminal,Distance,Ctry_iso3
CAN_C00348,CAN01,1716231.9104586001,CAN
CAN_C00349,CAN01,1428294.43035538,CAN
CAN_C00350,CAN01,1107530.26085305,CAN
CAN_C00351,CAN01,776284.006564532,CAN
CAN_C00352,CAN01,459909.56680837297,CAN
CAN_C00353,CAN01,128711.005443774,CAN
CAN_C00354,CAN01,129402.23232833801,CAN
CAN_C00355,CAN01,4132387.86998243,CAN
CAN_C00356,CAN01,2374112.81743676,CAN
CAN_C00357,CAN01,2279283.14614653,CAN
CAN_C00358,CAN01,1376362.74415579,CAN
CAN_C00359,CAN01,1124935.09556305,CAN
CAN_C00360,CAN01,834714.226285094,CAN
CAN_C00361,CAN01,628183.371532028,CAN
CAN_C00362,CAN01,344900.006790798,CAN
CAN_C00363,CAN01,1137488.47997493,CAN
CAN_C00364,CAN01,957605.188310467,CAN
CAN_C00365,CAN01,733553.1660170279,CAN
CAN_C00366,CAN01,558207.540343296,CAN
CAN_C00367,CAN01,1154487.76728354,CAN
CAN_C00368,CAN01,1045637.68966326,CAN
CAN_C00369,CAN01,878245.149962256,CAN
CAN_C00370,CAN01,860242.4005674459,CAN
CAN_C00371,CAN01,1008231.17053136,CAN
CAN_C00372,CAN01,997853.644393586,CAN
ARG_C00373,ARG01,1461663.52419026,ARG
ARG_C00374,ARG01,1508927.727719,ARG
ARG_C00375,ARG01,1882206.4591214,ARG
ARG_C00376,ARG01,2064819.96202399,ARG
ARG_C00377,ARG01,2205284.05181164,ARG
ARG_C00378,ARG01,1147937.76942184,ARG
ARG_C00379,ARG01,1052128.18602341,ARG
ARG_C00380,ARG01,1000622.02248899,ARG
ARG_C00381,ARG01,1095435.13398072,ARG
ARG_C00382,ARG01,1264660.04701303,ARG
ARG_C00383,ARG01,1460208.18618455,ARG
ARG_C00384,ARG01,1715470.39296232,ARG
ARG_C00385,ARG01,1983997.82926485,ARG
ARG_C00386,ARG01,2155466.44955992,ARG
ARG_C00387,ARG01,1427429.5652401,ARG
ARG_C00388,ARG01,1234865.05695063,ARG
ARG_C00389,ARG01,1020047.79995744,ARG
ARG_C00390,ARG01,856890.8835256959,ARG
ARG_C00391,ARG01,804831.99575242,ARG
ARG_C00392,ARG01,884089.370728862,ARG
ARG_C00393,ARG01,1065914.54774678,ARG
ARG_C00394,ARG01,1306357.83730573,ARG
ARG_C00395,ARG01,1615701.46137761,ARG
ARG_C00396,ARG01,1831239.89339725,ARG
ARG_C00397,ARG01,2279159.73079795,ARG
ARG_C00398,ARG01,2364325.47872229,ARG
ARG_C00399,ARG01,1340046.15213185,ARG
ARG_C00400,ARG01,1079343.21413013,ARG
ARG_C00401,ARG01,806361.459763964,ARG
ARG_C00402,ARG01,596558.763129432,ARG
ARG_C00403,ARG01,531290.6104037489,ARG
ARG_C00404,ARG01,655515.023750707,ARG
ARG_C00405,ARG01,875027.2498543002,ARG
ARG_C00406,ARG01,1155566.12206986,ARG
ARG_C00407,ARG01,1589581.7291281999,ARG
ARG_C00408,ARG01,2337807.91827019,ARG
ARG_C00409,ARG01,1220654.04263773,ARG
ARG_C00410,ARG01,964052.572904703,ARG
ARG_C00411,ARG01,649143.515185436,ARG
ARG_C00412,ARG01,366333.79299196,ARG
ARG_C00413,ARG01,261023.89706555198,ARG
ARG_C00414,ARG01,460577.615888115,ARG
ARG_C00415,ARG01,739729.3433152221,ARG
ARG_C00416,ARG01,1110863.86580202,ARG
ARG_C00417,ARG01,921467.899844357,ARG
ARG_C00418,ARG01,598982.884414066,ARG
ARG_C00419,ARG01,272137.850103656,ARG
ARG_C00420,ARG01,94570.15917626821,ARG
ARG_C00421,ARG01,354254.16725477204,ARG
ARG_C00422,ARG01,932242.0062290829,ARG
ARG_C00423,ARG01,722835.0908624759,ARG
ARG_C00424,ARG01,292845.803838344,ARG
ARG_C00425,ARG01,328552.09204377397,ARG
ARG_C00426,ARG01,984239.055458855,ARG
PER_C00471,PER01,1067067.57506147,PER
PER_C00472,PER01,1117802.90609254,PER
PER_C00473,PER01,956162.467238905,PER
PER_C00474,PER01,690672.141063842,PER
PER_C00475,PER01,436421.95057420206,PER
PER_C00476,PER01,1443928.10203646,PER
PER_C00477,PER01,1188182.71047479,PER
PER_C00478,PER01,925877.6343258441,PER
PER_C00479,PER01,594259.588282135,PER
PER_C00480,PER01,275149.876592391,PER
PER_C00481,PER01,78163.5415162636,PER
PER_C00482,PER01,275606.902671262,PER
PER_C00483,PER01,1441280.03933517,PER
PER_C00484,PER01,1240480.2504947,PER
PER_C00485,PER01,985556.6473673821,PER
PER_C00486,PER01,625786.8221133379,PER
PER_C00487,PER01,397173.790905934,PER
PER_C00488,PER01,310686.423921513,PER
PER_C00489,PER01,456822.52362296794,PER
PER_C00490,PER01,1282562.30905094,PER
PER_C00491,PER01,1173955.09640779,PER
PER_C00492,PER01,637152.075829208,PER
PER_C00493,PER01,626744.764897055,PER
PER_C00494,PER01,719242.249669838,PER
PER_C00495,PER01,810305.393933614,PER
PER_C00496,PER01,802342.70790378,PER
PER_C00497,PER01,862387.843800403,PER
TTO_C01582,TTO01,57626.9532532885,TTO
TTO_C01582,TTO02,57626.9532532885,TTO
TTO_C01582,TTO03,57626.9532532885,TTO
TTO_C01582,TTO04,57626.9532532885,TTO
AGO_C01904,AGO01,1146770.92624657,AGO
AGO_C01905,AGO01,117019.46890419199,AGO
AGO_C01906,AGO01,259422.09137663897,AGO
AGO_C01907,AGO01,557328.048575808,AGO
AGO_C01908,AGO01,885799.4096473029,AGO
AGO_C01909,AGO01,1134904.11838678,AGO
AGO_C01910,AGO01,386662.995080272,AGO
AGO_C01911,AGO01,485429.59446794604,AGO
AGO_C01912,AGO01,697753.808164028,AGO
AGO_C01913,AGO01,971705.6543768309,AGO
AGO_C01914,AGO01,1222756.10217453,AGO
AGO_C01915,AGO01,848574.6970694129,AGO
AGO_C01916,AGO01,947940.817325172,AGO
AGO_C01917,AGO01,1162770.24068787,AGO
AGO_C01918,AGO01,1400243.57819065,AGO
AGO_C01919,AGO01,1033282.94976511,AGO
AGO_C01920,AGO01,1225211.10360302,AGO
AGO_C01921,AGO01,1333278.91967565,AGO
AGO_C01922,AGO01,1571514.9353737,AGO
AGO_C01923,AGO01,1421291.82004471,AGO
AGO_C01924,AGO01,1464672.01301101,AGO
DZA_C02149,DZA01,877465.211932227,DZA
DZA_C02149,DZA02,877674.225943598,DZA
DZA_C02149,DZA03,1460304.81468253,DZA
DZA_C02149,DZA04,878336.587973595,DZA
DZA_C02150,DZA01,1079054.74951173,DZA
DZA_C02150,DZA02,1079241.08617472,DZA
DZA_C02150,DZA03,1646141.64813287,DZA
DZA_C02150,DZA04,1079843.41501524,DZA
DZA_C02151,DZA01,1207494.35016497,DZA
DZA_C02151,DZA02,1207588.07105259,DZA
DZA_C02151,DZA03,1727361.46988661,DZA
DZA_C02151,DZA04,1207945.26838975,DZA
DZA_C02152,DZA01,694444.107622031,DZA
DZA_C02152,DZA02,694536.404074606,DZA
DZA_C02152,DZA03,1242000.96045292,DZA
DZA_C02152,DZA04,694891.132185966,DZA
DZA_C02153,DZA01,941540.61044145,DZA
DZA_C02153,DZA02,941577.79087,DZA
DZA_C02153,DZA03,1446545.07971012,DZA
DZA_C02153,DZA04,941784.909879306,DZA
DZA_C02154,DZA01,1190809.10583889,DZA
DZA_C02154,DZA02,1190769.11641896,DZA
DZA_C02154,DZA03,1637274.78123466,DZA
DZA_C02154,DZA04,1190768.94215737,DZA
DZA_C02155,DZA01,19111.8837855452,DZA
DZA_C02155,DZA02,19473.3209442253,DZA
DZA_C02155,DZA03,675287.9510710629,DZA
DZA_C02155,DZA04,20601.7643150857,DZA
DZA_C02156,DZA01,192454.973015613,DZA
DZA_C02156,DZA02,192370.68032369,DZA
DZA_C02156,DZA03,767645.185753942,DZA
DZA_C02156,DZA04,192260.746142242,DZA
DZA_C02157,DZA01,546930.494652929,DZA
DZA_C02157,DZA02,546798.761699719,DZA
DZA_C02157,DZA03,1012837.43329452,DZA
DZA_C02157,DZA04,546552.981036434,DZA
DZA_C02158,DZA01,860494.661065933,DZA
DZA_C02158,DZA02,860321.549997385,DZA
DZA_C02158,DZA03,1252503.62637249,DZA
DZA_C02158,DZA04,859961.854311158,DZA
DZA_C02159,DZA01,1190111.49134782,DZA
DZA_C02159,DZA02,1189914.55743408,DZA
DZA_C02159,DZA03,1529871.62608063,DZA
DZA_C02159,DZA04,1189489.22533239,DZA
DZA_C02160,DZA01,1418408.68108501,DZA
DZA_C02160,DZA02,1418173.68608036,DZA
DZA_C02160,DZA03,1709339.94080784,DZA
DZA_C02160,DZA04,1417643.98206347,DZA
DZA_C02161,DZA01,179075.252235495,DZA
DZA_C02161,DZA02,178513.24857398102,DZA
DZA_C02161,DZA03,478808.40360471,DZA
DZA_C02161,DZA04,176953.112553955,DZA
DZA_C02162,DZA01,247226.07410691,DZA
DZA_C02162,DZA02,246622.72534655602,DZA
DZA_C02162,DZA03,580467.274490717,DZA
DZA_C02162,DZA04,245053.57442461103,DZA
DZA_C02163,DZA01,545322.381249966,DZA
DZA_C02163,DZA02,544882.165759474,DZA
DZA_C02163,DZA03,812130.614687862,DZA
DZA_C02163,DZA04,543784.351172564,DZA
DZA_C02164,DZA01,868729.7483993891,DZA
DZA_C02164,DZA02,868348.967088329,DZA
DZA_C02164,DZA03,1096725.12322714,DZA
DZA_C02164,DZA04,867417.0285719909,DZA
DZA_C02165,DZA01,1196987.30789286,DZA
DZA_C02165,DZA02,1196635.31698322,DZA
DZA_C02165,DZA03,1402285.91321434,DZA
DZA_C02165,DZA04,1195783.06543853,DZA
DZA_C02166,DZA01,1513533.77157893,DZA
DZA_C02166,DZA02,1513193.19001287,DZA
DZA_C02166,DZA03,1699737.15639253,DZA
DZA_C02166,DZA04,1512372.32009191,DZA
DZA_C02167,DZA01,1732282.51721825,DZA
DZA_C02167,DZA02,1731921.84258921,DZA
DZA_C02167,DZA03,1881931.09948908,DZA
DZA_C02167,DZA04,1731044.99780078,DZA
DZA_C02168,DZA01,430774.65549220704,DZA
DZA_C02168,DZA02,430198.44915701204,DZA
DZA_C02168,DZA03,231588.89716925102,DZA
DZA_C02168,DZA04,428601.851374199,DZA
DZA_C02169,DZA01,473827.34617715294,DZA
DZA_C02169,DZA02,473158.11745733704,DZA
DZA_C02169,DZA03,377393.959692689,DZA
DZA_C02169,DZA04,471362.493331144,DZA
DZA_C02170,DZA01,682992.046678576,DZA
DZA_C02170,DZA02,682385.931110852,DZA
DZA_C02170,DZA03,676887.041528575,DZA
DZA_C02170,DZA04,680807.0977799289,DZA
DZA_C02171,DZA01,963954.6949760971,DZA
DZA_C02171,DZA02,963425.288539488,DZA
DZA_C02171,DZA03,997450.758737804,DZA
DZA_C02171,DZA04,962072.031908705,DZA
DZA_C02172,DZA01,1269809.52850713,DZA
DZA_C02172,DZA02,1269332.15349674,DZA
DZA_C02172,DZA03,1323758.79696512,DZA
DZA_C02172,DZA04,1268127.67409626,DZA
DZA_C02173,DZA01,1586140.77724843,DZA
DZA_C02173,DZA02,1585698.49659194,DZA
DZA_C02173,DZA03,1652334.60896484,DZA
DZA_C02173,DZA04,1584593.1942896002,DZA
DZA_C02174,DZA01,1820299.1632835,DZA
DZA_C02174,DZA02,1819876.94762679,DZA
DZA_C02174,DZA03,1894147.28796066,DZA
DZA_C02174,DZA04,1818828.01797604,DZA
DZA_C02175,DZA01,672410.161604633,DZA
DZA_C02175,DZA02,671830.238656453,DZA
DZA_C02175,DZA03,67215.6261331808,DZA
DZA_C02175,DZA04,670224.250273119,DZA
DZA_C02176,DZA01,689788.9952666521,DZA
DZA_C02176,DZA02,689129.7613934721,DZA
DZA_C02176,DZA03,299919.44843827,DZA
DZA_C02176,DZA04,687344.941942192,DZA
DZA_C02177,DZA01,889175.267639551,DZA
DZA_C02177,DZA02,888517.5453502979,DZA
DZA_C02177,DZA03,643330.540512095,DZA
DZA_C02177,DZA04,886774.7119449379,DZA
DZA_C02178,DZA01,1124218.75951234,DZA
DZA_C02178,DZA02,1123607.3397555,DZA
DZA_C02178,DZA03,972233.234356778,DZA
DZA_C02178,DZA04,1122012.15187508,DZA
DZA_C02179,DZA01,1398894.32788478,DZA
DZA_C02179,DZA02,1398330.62628926,DZA
DZA_C02179,DZA03,1304298.05144219,DZA
DZA_C02179,DZA04,1396877.36921927,DZA
DZA_C02180,DZA01,1673094.63508621,DZA
DZA_C02180,DZA02,1672570.94144637,DZA
DZA_C02180,DZA03,1618817.48211734,DZA
DZA_C02180,DZA04,1671233.73712649,DZA
DZA_C02181,DZA01,1839729.24949194,DZA
DZA_C02181,DZA02,1839250.83546032,DZA
DZA_C02181,DZA03,1839686.90812036,DZA
DZA_C02181,DZA04,1838043.10319103,DZA
DZA_C02182,DZA01,1057453.04424422,DZA
DZA_C02182,DZA02,1056789.53938899,DZA
DZA_C02182,DZA03,731464.770961936,DZA
DZA_C02182,DZA04,1055025.49417888,DZA
DZA_C02183,DZA01,1251301.87621742,DZA
DZA_C02183,DZA02,1250662.55024796,DZA
DZA_C02183,DZA03,1000285.67038758,DZA
DZA_C02183,DZA04,1248980.72022221,DZA
DZA_C02184,DZA01,1579561.27560948,DZA
DZA_C02184,DZA02,1578958.2094085,DZA
DZA_C02184,DZA03,1386988.14969094,DZA
DZA_C02184,DZA04,1577388.15826505,DZA
DZA_C02185,DZA01,1733616.06068029,DZA
DZA_C02185,DZA02,1733030.65069832,DZA
DZA_C02185,DZA03,1565747.50459602,DZA
DZA_C02185,DZA04,1731513.31578872,DZA
GNQ_C02244,GNQ01,32387.9735889002,GNQ
GNQ_C02245,GNQ01,313914.697457396,GNQ
LBY_C02248,LBY01,793612.7247459,LBY
LBY_C02249,LBY01,822152.708017636,LBY
LBY_C02250,LBY01,879825.4499070541,LBY
LBY_C02251,LBY01,1005513.31961466,LBY
LBY_C02252,LBY01,1068532.26539963,LBY
LBY_C02253,LBY01,677024.59170404,LBY
LBY_C02254,LBY01,589719.436376703,LBY
LBY_C02255,LBY01,643893.216226629,LBY
LBY_C02256,LBY01,838458.7451216821,LBY
LBY_C02257,LBY01,968556.9825242871,LBY
LBY_C02258,LBY01,314977.32281531,LBY
LBY_C02259,LBY01,392945.198300715,LBY
LBY_C02260,LBY01,660017.538654761,LBY
