route name,olon,olat,dlon,dlat
DEU-DEHAM_CAN-CAMTR,9.99302,53.55073,-73.58781,45.50884
DEU-DEHAM_CAN-CANWE,9.99302,53.55073,-122.91092,49.20678
DEU-DEHAM_BRA-BRNAT,9.99302,53.55073,-35.20944,-5.795
DEU-DEHAM_BRA-BRRIG,9.99302,53.55073,-43.18223,-22.90642
DEU-DEHAM_BRA-BRSSA,9.99302,53.55073,-38.51083,-12.97111
DEU-DEHAM_BRA-BRSUA,9.99302,53.55073,-38.62083,-12.74083
DEU-DEHAM_HND-HNPCR,9.99302,53.55073,-87.92968,15.82562
DEU-DEHAM_HND-HNSLO,9.99302,53.55073,-87.44722,13.42417
DEU-DEHAM_HTI-HTPAP,9.99302,53.55073,-72.33881,18.54349
DEU-DEHAM_IDN-IDBDJ,9.99302,53.55073,114.59075,-3.31987
DEU-DEHAM_GTM-GTPBR,9.99302,53.55073,-88.59444,15.72778
DEU-DEHAM_GUY-GYGEO,9.99302,53.55073,-58.15527,6.80448
DEU-DEHAM_HKG-HKHKG,9.99302,53.55073,114.17469,22.27832
DEU-DEHAM_HND-HNPCA,9.99302,53.55073,-85.96667,16.01667
DEU-DEHAM_GMB-GMBJL,9.99302,53.55073,-16.57803,13.45274
DEU-DEHAM_GIN-GNCKY,9.99302,53.55073,-13.67729,9.53795
DEU-DEHAM_GNQ-GQBSG,9.99302,53.55073,9.76582,1.86391
DEU-DEHAM_GNQ-GQSSG,9.99302,53.55073,8.78166,3.75578
DEU-DEHAM_GHA-GHTKD,9.99302,53.55073,-1.76029,4.89816
DEU-DEHAM_GHA-GHTEM,9.99302,53.55073,-0.01657,5.6698
DEU-DEHAM_GIB-GIGIB,9.99302,53.55073,-5.35257,36.14474
DEU-DEHAM_GRL-GLJHS,9.99302,53.55073,-53.6735,66.93946
DEU-DEHAM_IDN-IDTLI,9.99302,53.55073,121.1679,1.2718
DEU-DEHAM_ISR-ILASH,9.99302,53.55073,34.64966,31.79213
DEU-DEHAM_IDN-IDPNK,9.99302,53.55073,109.325,-0.03194
DEU-DEHAM_IDN-IDSRI,9.99302,53.55073,117.14583,-0.49167
DEU-DEHAM_IDN-IDSOQ,9.99302,53.55073,131.26104,-0.87956
DEU-DEHAM_IDN-IDTRK,9.99302,53.55073,117.59152,3.31332
DEU-DEHAM_IDN-IDLUW,9.99302,53.55073,122.7875,-0.9516
DEU-DEHAM_IDN-IDMES,9.99302,53.55073,98.66667,3.58333
DEU-DEHAM_IDN-IDPLM,9.99302,53.55073,104.7458,-2.91673
DEU-DEHAM_IDN-IDPNJ,9.99302,53.55073,100.6199,0.3087
DEU-DEHAM_IDN-IDBLW,9.99302,53.55073,98.6832,3.7755
DEU-DEHAM_IDN-IDBIT,9.99302,53.55073,125.12824,1.44059
DEU-DEHAM_IDN-IDGTO,9.99302,53.55073,123.3908,-0.8985
DEU-DEHAM_IDN-IDKDI,9.99302,53.55073,122.51507,-3.9778
DEU-DEHAM_GAB-GALBV,9.99302,53.55073,9.45356,0.39241
DEU-DEHAM_GRD-GDSTG,9.99302,53.55073,-61.75226,12.05288
DEU-DEHAM_GEO-GEBUS,9.99302,53.55073,41.63392,41.64228
DEU-DEHAM_GEO-GEPTI,9.99302,53.55073,41.67384,42.14272
DEU-DEHAM_GAB-GAPOG,9.99302,53.55073,8.78151,-0.71933
DEU-DEHAM_JPN-JPOIT,9.99302,53.55073,131.6,33.23333
DEU-DEHAM_JPN-JPOMZ,9.99302,53.55073,138.21934,34.59882
DEU-DEHAM_JPN-JPONA,9.99302,53.55073,140.9,36.95
DEU-DEHAM_JPN-JPOTK,9.99302,53.55073,132.22063,34.20754
DEU-DEHAM_JPN-JPNGO,9.99302,53.55073,136.90641,35.18147
DEU-DEHAM_JPN-JPNAH,9.99302,53.55073,127.68333,26.21667
DEU-DEHAM_JPN-JPNAO,9.99302,53.55073,138.25,37.18333
DEU-DEHAM_JPN-JPKIJ,9.99302,53.55073,139.00589,37.88637
DEU-DEHAM_JPN-JPMII,9.99302,53.55073,130.47791,33.05207
DEU-DEHAM_JPN-JPMIZ,9.99302,53.55073,133.73896,34.5298
DEU-DEHAM_JPN-JPMUR,9.99302,53.55073,140.98806,42.31722
DEU-DEHAM_JPN-JPNGS,9.99302,53.55073,129.88333,32.75
DEU-DEHAM_JPN-JPKCZ,9.99302,53.55073,133.53333,33.55
DEU-DEHAM_JPN-JPKMJ,9.99302,53.55073,130.69181,32.80589
DEU-DEHAM_JPN-JPMAI,9.99302,53.55073,135.33333,35.45
DEU-DEHAM_JPN-JPMYJ,9.99302,53.55073,132.76574,33.83916
DEU-DEHAM_JPN-JPWAK,9.99302,53.55073,135.16667,34.23333
DEU-DEHAM_JPN-JPYAT,9.99302,53.55073,130.59952,32.50439
DEU-DEHAM_JPN-JPYKK,9.99302,53.55073,136.61667,34.96667
DEU-DEHAM_KEN-KEMBA,9.99302,53.55073,39.66359,-4.05466
DEU-DEHAM_JPN-JPTMK,9.99302,53.55073,141.60333,42.63694
DEU-DEHAM_JPN-JPTHS,9.99302,53.55073,137.38333,34.76667
DEU-DEHAM_JPN-JPTRG,9.99302,53.55073,136.0558,35.64547
DEU-DEHAM_JPN-JPUBJ,9.99302,53.55073,131.25111,33.94306
DEU-DEHAM_JPN-JPSMZ,9.99302,53.55073,142.88472,43.00611
DEU-DEHAM_JPN-JPTAK,9.99302,53.55073,134.05,34.33333
DEU-DEHAM_JPN-JPTKS,9.99302,53.55073,134.56667,34.06667
DEU-DEHAM_JPN-JPTKY,9.99302,53.55073,131.81667,34.05
DEU-DEHAM_JPN-JPOTR,9.99302,53.55073,141.00222,43.18944
DEU-DEHAM_JPN-JPSMN,9.99302,53.55073,133.23094,35.53774
DEU-DEHAM_JPN-JPSKT,9.99302,53.55073,139.855,38.91667
DEU-DEHAM_JPN-JPSBS,9.99302,53.55073,131.10114,31.476
DEU-DEHAM_ISL-ISGRF,9.99302,53.55073,-23.26313,64.92427
DEU-DEHAM_ISL-ISRFJ,9.99302,53.55073,-14.21832,65.03164
DEU-DEHAM_IND-INMUN,9.99302,53.55073,69.7219,22.83918
DEU-DEHAM_IND-INIXZ,9.99302,53.55073,92.74635,11.66613
DEU-DEHAM_IRQ-IQALF,9.99302,53.55073,48.04246,30.44783
DEU-DEHAM_IRQ-IQBSR,9.99302,53.55073,47.7804,30.50852
DEU-DEHAM_IND-INENR,9.99302,53.55073,80.32835,13.24751
DEU-DEHAM_IND-INHAL,9.99302,53.55073,88.10975,22.06046
DEU-DEHAM_IND-INKRI,9.99302,53.55073,80.12388,14.28874
DEU-DEHAM_IND-INIXE,9.99302,53.55073,74.85603,12.91723
DEU-DEHAM_JPN-JPIWK,9.99302,53.55073,132.22,34.16297
DEU-DEHAM_JPN-JPKNZ,9.99302,53.55073,136.61667,36.6
DEU-DEHAM_JPN-JPKSM,9.99302,53.55073,140.64474,35.96536
DEU-DEHAM_JPN-JPKWS,9.99302,53.55073,139.71722,35.52056
DEU-DEHAM_JPN-JPHTC,9.99302,53.55073,140.65,36.6
DEU-DEHAM_JPN-JPHSM,9.99302,53.55073,131.66667,32.43333
DEU-DEHAM_JPN-JPIMB,9.99302,53.55073,133.00023,34.07001
DEU-DEHAM_JPN-JPIMI,9.99302,53.55073,129.87877,33.27362
DEU-DEHAM_JPN-JPCHB,9.99302,53.55073,140.11667,35.6
DEU-DEHAM_JPN-JPFKY,9.99302,53.55073,133.36667,34.48333
DEU-DEHAM_JPN-JPHHE,9.99302,53.55073,141.5,40.5
DEU-DEHAM_JPN-JPHIJ,9.99302,53.55073,132.45,34.4
DEU-DEHAM_JAM-JMKIN,9.99302,53.55073,-76.79358,17.99702
DEU-DEHAM_JAM-JMMBJ,9.99302,53.55073,-77.91883,18.47116
DEU-DEHAM_JPN-JPABU,9.99302,53.55073,144.26971,44.02127
DEU-DEHAM_JPN-JPAXT,9.99302,53.55073,140.11667,39.71667
DEU-DEHAM_OMN-OMSOH,9.99302,53.55073,56.70937,24.34745
DEU-DEHAM_PAN-PAPAM,9.99302,53.55073,-82.4018,9.30091
DEU-DEHAM_PAN-PABLB,9.99302,53.55073,-79.56672,8.94814
DEU-DEHAM_PAN-PACSO,9.99302,53.55073,-79.88168,9.37091
DEU-DEHAM_NGA-NGPHC,9.99302,53.55073,7.0134,4.77742
DEU-DEHAM_NIC-NICIO,9.99302,53.55073,-87.17304,12.4825
DEU-DEHAM_NOR-NOGJM,9.99302,53.55073,8.08604,62.89225
DEU-DEHAM_OMN-OMSLL,9.99302,53.55073,54.09237,17.01505
DEU-DEHAM_NAM-NAWVB,9.99302,53.55073,14.50528,-22.9575
DEU-DEHAM_NGA-NGAPP,9.99302,53.55073,3.35901,6.4488
DEU-DEHAM_NGA-NGCBQ,9.99302,53.55073,8.32695,4.95893
DEU-DEHAM_NGA-NGLOS,9.99302,53.55073,3.39467,6.45407
DEU-DEHAM_MOZ-MZBEW,9.99302,53.55073,34.83889,-19.84361
DEU-DEHAM_MOZ-MZMPM,9.99302,53.55073,32.58322,-25.96553
DEU-DEHAM_MOZ-MZMNC,9.99302,53.55073,40.68538,-14.56257
DEU-DEHAM_MOZ-MZUEL,9.99302,53.55073,36.88833,-17.87861
DEU-DEHAM_PNG-PGRAB,9.99302,53.55073,152.16297,-4.20037
DEU-DEHAM_PNG-PGWWK,9.99302,53.55073,143.63229,-3.54964
DEU-DEHAM_PHL-PHBCD,9.99302,53.55073,122.95,10.66667
DEU-DEHAM_PHL-PHCGY,9.99302,53.55073,124.64722,8.48222
DEU-DEHAM_PNG-PGBUA,9.99302,53.55073,154.67098,-5.43261
DEU-DEHAM_PNG-PGKIM,9.99302,53.55073,150.13766,-5.55085
DEU-DEHAM_PNG-PGLAE,9.99302,53.55073,146.99611,-6.72333
DEU-DEHAM_PNG-PGPOM,9.99302,53.55073,147.15089,-9.47723
DEU-DEHAM_PER-PEMRI,9.99302,53.55073,-72.10563,-16.99639
DEU-DEHAM_PER-PEPAI,9.99302,53.55073,-81.11444,-5.08917
DEU-DEHAM_PER-PEPIO,9.99302,53.55073,-76.20538,-13.71029
DEU-DEHAM_PNG-PGGUR,9.99302,53.55073,150.45742,-10.31509
DEU-DEHAM_PAN-PAMIT,9.99302,53.55073,-81.16667,7.53667
DEU-DEHAM_PER-PECLL,9.99302,53.55073,-77.11814,-12.05659
DEU-DEHAM_PER-PEILQ,9.99302,53.55073,-71.34108,-17.63185
DEU-DEHAM_PER-PEIQT,9.99302,53.55073,-73.25383,-3.74912
DEU-DEHAM_MDG-MGMJN,9.99302,53.55073,46.31667,-15.71667
DEU-DEHAM_MDG-MGTMM,9.99302,53.55073,49.40234,-18.1492
DEU-DEHAM_MDG-MGTLE,9.99302,53.55073,43.66667,-23.35
DEU-DEHAM_MAR-MAAGA,9.99302,53.55073,-9.59815,30.42018
DEU-DEHAM_MAR-MANDR,9.99302,53.55073,-2.93352,35.16813
DEU-DEHAM_MAR-MAPTM,9.99302,53.55073,-5.56323,35.82674
DEU-DEHAM_MDG-MGDIE,9.99302,53.55073,49.29188,-12.31732
DEU-DEHAM_LBY-LYBEN,9.99302,53.55073,20.06859,32.11486
DEU-DEHAM_LBY-LYMRA,9.99302,53.55073,15.09254,32.37535
DEU-DEHAM_LBY-LYTIP,9.99302,53.55073,13.18733,32.88743
DEU-DEHAM_KIR-KITRW,9.99302,53.55073,172.97696,1.3278
DEU-DEHAM_COM-KMYVA,9.99302,53.55073,43.25506,-11.70216
DEU-DEHAM_LBN-LBKYE,9.99302,53.55073,35.84415,34.43352
DEU-DEHAM_MYS-MYPGU,9.99302,53.55073,103.878,1.4726
DEU-DEHAM_MYS-MYSDK,9.99302,53.55073,118.1179,5.8402
DEU-DEHAM_MYS-MYSBW,9.99302,53.55073,111.81667,2.3
DEU-DEHAM_MYS-MYTWU,9.99302,53.55073,117.89115,4.24482
DEU-DEHAM_MYS-MYBKI,9.99302,53.55073,116.0724,5.9749
DEU-DEHAM_MYS-MYKCH,9.99302,53.55073,110.33333,1.55
DEU-DEHAM_MYS-MYLBU,9.99302,53.55073,115.26924,5.28883
DEU-DEHAM_MYS-MYMKZ,9.99302,53.55073,102.2405,2.196
DEU-DEHAM_MRT-MRNKC,9.99302,53.55073,-15.9785,18.08581
DEU-DEHAM_MSR-MSPLY,9.99302,53.55073,-62.21292,16.70555
DEU-DEHAM_MUS-MUPLU,9.99302,53.55073,57.49889,-20.16194
DEU-DEHAM_MYS-MYBTU,9.99302,53.55073,113.03333,3.16667
DEU-DEHAM_MMR-MMRGN,9.99302,53.55073,96.15611,16.80528
DEU-DEHAM_MMR-MMRGN,9.99302,53.55073,96.15611,16.80528
DEU-DEHAM_MTQ-MQFDF,9.99302,53.55073,-61.07418,14.60365
DEU-DEHAM_MRT-MRNDB,9.99302,53.55073,-17.03842,20.94188
DEU-DEHAM_TUR-TRALI,9.99302,53.55073,26.97203,38.79975
DEU-DEHAM_TUR-TRDRC,9.99302,53.55073,29.81472,40.75694
DEU-DEHAM_TUR-TRHAY,9.99302,53.55073,29.02459,40.99596
DEU-DEHAM_TUR-TRYAR,9.99302,53.55073,31.14194,39.08361
DEU-DEHAM_TUN-TNBIZ,9.99302,53.55073,9.87391,37.27442
DEU-DEHAM_TUN-TNSFA,9.99302,53.55073,10.76028,34.74056
DEU-DEHAM_TUN-TNSUS,9.99302,53.55073,10.63699,35.82539
DEU-DEHAM_TUN-TNTUN,9.99302,53.55073,10.16579,36.81897
DEU-DEHAM_SLV-SVAQJ,9.99302,53.55073,-89.8275,13.59278
DEU-DEHAM_SLV-SVSAL,9.99302,53.55073,-89.18718,13.68935
DEU-DEHAM_TGO-TGLFW,9.99302,53.55073,1.22154,6.12874
DEU-DEHAM_THA-THSRI,9.99302,53.55073,100.93111,13.17372
DEU-DEHAM_SOM-SOKMU,9.99302,53.55073,42.54536,-0.35817
DEU-DEHAM_SOM-SOMGQ,9.99302,53.55073,45.34375,2.03711
DEU-DEHAM_SUR-SRPBM,9.99302,53.55073,-55.16682,5.86638
DEU-DEHAM_SUR-SRPBM,9.99302,53.55073,-55.16682,5.86638
DEU-DEHAM_USA-USGLC,9.99302,53.55073,-70.66313,42.61405
DEU-DEHAM_USA-USIJX,9.99302,53.55073,-81.65565,30.33218
DEU-DEHAM_USA-USADQ,9.99302,53.55073,-152.40533,57.78852
DEU-DEHAM_USA-USLAX,9.99302,53.55073,-118.24368,34.05223
DEU-DEHAM_USA-USDUT,9.99302,53.55073,-166.5422,53.8898
DEU-DEHAM_USA-USPAE,9.99302,53.55073,-122.20208,47.97898
DEU-DEHAM_USA-USFEP,9.99302,53.55073,-70.10311,43.85702
DEU-DEHAM_USA-USGLS,9.99302,53.55073,-94.7977,29.30135
DEU-DEHAM_USA-USCAT,9.99302,53.55073,-75.11962,39.92595
DEU-DEHAM_USA-USCHS,9.99302,53.55073,-79.92442668,32.78501734
DEU-DEHAM_USA-USCAV,9.99302,53.55073,-81.69541,41.4995
DEU-DEHAM_USA-USCRP,9.99302,53.55073,-97.39638,27.80058
DEU-DEHAM_USA-USANC,9.99302,53.55073,-149.90028,61.21806
DEU-DEHAM_USA-USBPT,9.99302,53.55073,-94.10185,30.08605
DEU-DEHAM_USA-USBOS,9.99302,53.55073,-71.05977,42.35843
DEU-DEHAM_USA-USBCK,9.99302,53.55073,-74.45182,40.48622
DEU-DEHAM_PLW-PWROR,9.99302,53.55073,134.47326,7.33978
DEU-DEHAM_RUS-RUARH,9.99302,53.55073,40.5433,64.5401
DEU-DEHAM_PHL-PHTAG,9.99302,53.55073,123.85219,9.65556
DEU-DEHAM_PHL-PHZAM,9.99302,53.55073,122.07389,6.91028
DEU-DEHAM_PAK-PKGWD,9.99302,53.55073,62.32541,25.12163
DEU-DEHAM_PAK-PKKHI,9.99302,53.55073,67.0104,24.8608
DEU-DEHAM_PHL-PHOZC,9.99302,53.55073,123.8405,8.1481
DEU-DEHAM_PHL-PHPLC,9.99302,53.55073,124.22088,7.3534
DEU-DEHAM_PHL-PHPPS,9.99302,53.55073,118.73528,9.73917
DEU-DEHAM_PHL-PHSFS,9.99302,53.55073,120.27987,14.78899
DEU-DEHAM_PHL-PHCEB,9.99302,53.55073,123.89071,10.31672
DEU-DEHAM_PHL-PHCBO,9.99302,53.55073,124.24639,7.22361
DEU-DEHAM_PHL-PHDGT,9.99302,53.55073,123.30261,9.30722
DEU-DEHAM_PHL-PHMNL,9.99302,53.55073,120.9822,14.6042
DEU-DEHAM_SLE-SLFNA,9.99302,53.55073,-13.2356,8.48714
DEU-DEHAM_SEN-SNDKR,9.99302,53.55073,-17.44406,14.6937
DEU-DEHAM_SOM-SOBBO,9.99302,53.55073,45.01432,10.43959
DEU-DEHAM_SDN-SDPZU,9.99302,53.55073,37.21644,19.61745
DEU-DEHAM_SGP-SGSIN,9.99302,53.55073,103.85007,1.28967
DEU-DEHAM_RUS-RUPKC,9.99302,53.55073,158.65076,53.04444
DEU-DEHAM_RUS-RUVVO,9.99302,53.55073,131.87353,43.10562
DEU-DEHAM_SAU-SAJUB,9.99302,53.55073,49.62251,27.0174
DEU-DEHAM_SYC-SCPOV,9.99302,53.55073,55.45501,-4.62001
DEU-DEHAM_RUS-RUDUD,9.99302,53.55073,86.17778,69.40583
DEU-DEHAM_RUS-RUKGD,9.99302,53.55073,20.51095,54.70649
DEU-DEHAM_RUS-RUKOR,9.99302,53.55073,142.77722,46.6342
DEU-DEHAM_RUS-RUGDX,9.99302,53.55073,150.80347,59.5638
DEU-DEHAM_USA-USPBI,9.99302,53.55073,-80.05337,26.71534
DEU-DEHAM_USA-USILG,9.99302,53.55073,-75.54659,39.74595
DEU-DEHAM_URY-UYMVD,9.99302,53.55073,-56.18816,-34.90328
DEU-DEHAM_USA-USSEA,9.99302,53.55073,-122.33207,47.60621
DEU-DEHAM_USA-USTIW,9.99302,53.55073,-122.44429,47.25288
DEU-DEHAM_USA-USTPA,9.99302,53.55073,-82.45843,27.94752
DEU-DEHAM_USA-USVAN,9.99302,53.55073,-122.66149,45.63873
DEU-DEHAM_USA-USPFN,9.99302,53.55073,-85.65983,30.15946
DEU-DEHAM_USA-USPWM,9.99302,53.55073,-122.67621,45.52345
DEU-DEHAM_USA-USPDX,9.99302,53.55073,-122.67621,45.52345
DEU-DEHAM_USA-USSAV,9.99302,53.55073,-81.09983,32.08354
DEU-DEHAM_USA-USMIA,9.99302,53.55073,-80.19366,25.77427
DEU-DEHAM_USA-USMOB,9.99302,53.55073,-88.04305,30.69436
DEU-DEHAM_USA-USMRH,9.99302,53.55073,-76.72604,34.72294
DEU-DEHAM_USA-USMSY,9.99302,53.55073,-90.07507,29.95465
DEU-DEHAM_ZAF-ZARCB,9.99302,53.55073,32.03768,-28.78301
DEU-DEHAM_YEM-YEADE,9.99302,53.55073,45.03667,12.77944
DEU-DEHAM_YEM-YEMKX,9.99302,53.55073,49.12424,14.54248
DEU-DEHAM_ZAF-ZAELS,9.99302,53.55073,27.91162,-33.01529
DEU-DEHAM_ZAF-ZAPLZ,9.99302,53.55073,25.61494,-33.96109
DEU-DEHAM_VNM-VNHPH,9.99302,53.55073,106.68345,20.86481
DEU-DEHAM_VUT-VUVLI,9.99302,53.55073,168.31366,-17.73648
DEU-DEHAM_VUT-VUSAN,9.99302,53.55073,167.16235,-15.51989
DEU-DEHAM_WSM-WSAPW,9.99302,53.55073,-171.76666,-13.83333
DEU-DEHAM_CAN-CASJF,9.99302,53.55073,-52.73333333,47.56666667
DEU-DEHAM_COD-CDBNW,9.99302,53.55073,12.40121189,-6.003633267
DEU-DEHAM_COG-CGPNR,9.99302,53.55073,11.85,-4.8
DEU-DEHAM_CIV-CIABJ,9.99302,53.55073,-4.016666667,5.333333333
DEU-DEHAM_BHS-BSNAS,9.99302,53.55073,-77.35,25.08333333
DEU-DEHAM_BLZ-BZBGK,9.99302,53.55073,-88.4,16.51666667
DEU-DEHAM_CAN-CANWP,9.99302,53.55073,-54,47.3
DEU-DEHAM_CAN-CASJB,9.99302,53.55073,-66.06666667,45.26666667
DEU-DEHAM_BRA-BRMCP,9.99302,53.55073,-51.16666667,-0.05
DEU-DEHAM_BRA-BRSSZ,9.99302,53.55073,-46.33333333,-23.95
DEU-DEHAM_BRA-BRSLZ,9.99302,53.55073,-44.3,-2.5
DEU-DEHAM_BRA-BRVIX,9.99302,53.55073,-40.33333333,-20.31666667
DEU-DEHAM_BRA-BRNVT,9.99302,53.55073,-48.65,-26.9
DEU-DEHAM_BRA-BRPNG,9.99302,53.55073,-48.5,-25.51666667
DEU-DEHAM_BRA-BRPEC,9.99302,53.55073,-38.86666667,-3.533333333
DEU-DEHAM_BRA-BRRIO,9.99302,53.55073,-43.23333333,-22.88333333
DEU-DEHAM_CHN-CNCFD,9.99302,53.55073,118.5333333,38.95
DEU-DEHAM_CHN-CNDCB,9.99302,53.55073,113.8666667,22.53333333
DEU-DEHAM_CHN-CNDGG,9.99302,53.55073,113.75,23.03333333
DEU-DEHAM_CHN-CNDJK,9.99302,53.55073,119.5225398,35.30888533
DEU-DEHAM_CHL-CLPUQ,9.99302,53.55073,-70.93333333,-53.13333333
DEU-DEHAM_CHL-CLSAI,9.99302,53.55073,-71.6,-33.6
DEU-DEHAM_CHL-CLSVE,9.99302,53.55073,-73.13333333,-36.7
DEU-DEHAM_CHL-CLVAP,9.99302,53.55073,-71.63333333,-33.03333333
DEU-DEHAM_CHL-CLIQQ,9.99302,53.55073,-70.13333333,-20.21666667
DEU-DEHAM_CHL-CLLQN,9.99302,53.55073,-72.98333333,-36.7
DEU-DEHAM_CHL-CLMJS,9.99302,53.55073,-70.45,-23.1
DEU-DEHAM_CHL-CLPAG,9.99302,53.55073,-70.45,-23.08333333
DEU-DEHAM_CIV-CISPY,9.99302,53.55073,-6.616666667,4.733333333
DEU-DEHAM_CHL-CLANF,9.99302,53.55073,-70.38333333,-23.63333333
DEU-DEHAM_CHL-CLARI,9.99302,53.55073,-70.31666667,-18.48333333
DEU-DEHAM_CHL-CLCNL,9.99302,53.55073,-73.15,-37.01666667
DEU-DEHAM_ARG-ARPMY,9.99302,53.55073,-65.03333333,-42.75
DEU-DEHAM_ARG-ARROS,9.99302,53.55073,-60.65,-32.95
DEU-DEHAM_ARG-ARSAE,9.99302,53.55073,-64.73333333,-40.8
DEU-DEHAM_ARG-ARUSH,9.99302,53.55073,-68.3,-54.8
DEU-DEHAM_ARG-ARBHI,9.99302,53.55073,-62.28333333,-38.71666667
DEU-DEHAM_ARG-ARBUE,9.99302,53.55073,-58.66666667,-34.58333333
DEU-DEHAM_ARG-ARMDQ,9.99302,53.55073,-57.53333333,-38.05
DEU-DEHAM_ARG-ARPUD,9.99302,53.55073,-65.9,-47.75
DEU-DEHAM_ARE-AEMKH,9.99302,53.55073,55.36666667,25.35
DEU-DEHAM_ARE-AEKHL,9.99302,53.55073,54.66666667,24.83333333
DEU-DEHAM_ARE-AEQIW,9.99302,53.55073,55.55,25.56666667
DEU-DEHAM_ATG-AGSJO,9.99302,53.55073,-61.85,17.11666667
DEU-DEHAM_ARE-AEAUH,9.99302,53.55073,54.36666667,24.46666667
DEU-DEHAM_ARE-AERUW,9.99302,53.55073,52.73333333,24.11666667
DEU-DEHAM_ARE-AEKLF,9.99302,53.55073,56.35,25.33333333
DEU-DEHAM_BHR-BHMIN,9.99302,53.55073,50.61666667,26.2
DEU-DEHAM_BES-BQKRA,9.99302,53.55073,-68.26666667,12.15
DEU-DEHAM_BRA-BRIGI,9.99302,53.55073,-43.76666667,-22.86666667
DEU-DEHAM_BRA-BRIOA,9.99302,53.55073,-48.6,-26.11666667
DEU-DEHAM_BGD-BDCGP,9.99302,53.55073,91.83333333,22.33333333
DEU-DEHAM_AUS-AUDRW,9.99302,53.55073,130.8333333,-12.45
DEU-DEHAM_AUS-AUMEL,9.99302,53.55073,144.9666667,-37.81666667
DEU-DEHAM_AUS-AUSYD,9.99302,53.55073,151.2,-33.85
DEU-DEHAM_ABW-AWBAR,9.99302,53.55073,-69.98333333,12.48333333
DEU-DEHAM_ARG-ARZAE,9.99302,53.55073,-59.03333333,-34.1
DEU-DEHAM_ASM-ASPPG,9.99302,53.55073,-170.7,14.26666667
DEU-DEHAM_AUS-AUADL,9.99302,53.55073,138.5833333,-34.91666667
DEU-DEHAM_AUS-AUBNE,9.99302,53.55073,153.0166667,-27.46666667
DEU-DEHAM_DZA-DZAZW,9.99302,53.55073,-0.316666667,35.86666667
DEU-DEHAM_DZA-DZGHZ,9.99302,53.55073,-1.85,35.1
DEU-DEHAM_ECU-ECESM,9.99302,53.55073,-79.7,0.983333333
DEU-DEHAM_ECU-ECGYE,9.99302,53.55073,-79.9,-2.166666667
DEU-DEHAM_DOM-DOCAU,9.99302,53.55073,-69.63333333,18.41666667
DEU-DEHAM_DOM-DOMAN,9.99302,53.55073,-71.75,19.7
DEU-DEHAM_DZA-DZALG,9.99302,53.55073,3.05,36.75
