Sensitivity,Country,Id_cell,System,Electrolyser,Year,Optimization,PV,Onshore,Lcoh,H2_volume,Unit
Default,CAN,CAN_C00346,Hybrid,Alkaline,2050,Lcoh,1.6802476143281695,0.0,3.617499377920666,40260.11168798118,843244040.5674654
Default,CAN,CAN_C00347,Hybrid,Alkaline,2050,Lcoh,0.7013717850764736,1.0876273454447625,2.826497218172322,89931.58895331122,463540768.11393
Default,CAN,CAN_C00348,Hybrid,Alkaline,2050,Lcoh,0.0,1.0947262329541483,2.05749747901854,104611.30763253364,293763074.0997992
Default,CAN,CAN_C00349,Hybrid,Alkaline,2050,Lcoh,0.0,1.1134417890373922,2.588497757843576,84163.54609691603,2446123444.1137524
Default,CAN,CAN_C00350,Hybrid,Alkaline,2050,Lcoh,0.0,1.1389134419324238,2.1814958740387116,101708.28336877181,2819901009.37329
Default,CAN,CAN_C00351,Hybrid,Alkaline,2050,Lcoh,1.1680116512962244,1.0670793538206493,3.1684985388622247,87674.18178119845,1557760524.2923331
Default,CAN,CAN_C00352,Hybrid,Alkaline,2050,Lcoh,0.36854317328673364,1.0560331656582835,2.301496352245029,100136.07438282532,1006949653.6697065
Default,CAN,CAN_C00337,Hybrid,Alkaline,2050,Lcoh,0.24641578407931128,1.1897055658507705,2.763497859234601,88119.64750850077,1348236159.3975296
Default,CAN,CAN_C00338,Hybrid,Alkaline,2050,Lcoh,0.0,1.1266980321126174,2.269494665544448,96931.3400395191,390167199.43740994
Default,CAN,CAN_C00339,Hybrid,Alkaline,2050,Lcoh,0.0,1.180633456127359,2.4574970051202167,92810.96291599836,1650918270.5940986
Default,CAN,CAN_C00340,Hybrid,Alkaline,2050,Lcoh,0.0,1.1587376439292525,2.252496563155678,99822.0194647776,2771656881.365739
Default,CAN,CAN_C00341,Hybrid,Alkaline,2050,Lcoh,1.0036807532246828,1.0989362232797226,2.8294994081345752,96582.26761567757,1654423764.596962
Default,CAN,CAN_C00342,Hybrid,Alkaline,2050,Lcoh,1.1879080450701769,0.9617424030661604,2.8404989310151336,92620.88155470313,1301733425.7824895
